presFesto5-1 [V]	AWM5-5 [V]	MPX700-2 [V]
1.680	1.210	0.018
1.682	1.209	0.018
1.684	1.210	0.018
1.684	1.210	0.018
1.687	1.209	0.017
1.685	1.210	0.017
1.686	1.210	0.018
1.685	1.210	0.017
1.684	1.209	0.018
1.684	1.209	0.018
1.682	1.209	0.018
1.683	1.209	0.018
1.681	1.209	0.017
1.682	1.210	0.018
1.679	1.209	0.018
1.680	1.209	0.018
1.683	1.210	0.018
1.686	1.210	0.017
1.686	1.209	0.017
1.685	1.210	0.018
1.686	1.210	0.018
1.684	1.210	0.018
1.683	1.210	0.018
1.684	1.210	0.018
1.683	1.210	0.018
1.683	1.209	0.018
1.683	1.210	0.018
1.680	1.210	0.018
1.685	1.209	0.018
1.682	1.210	0.018
1.683	1.209	0.018
1.684	1.210	0.017
1.684	1.209	0.017
1.680	1.210	0.017
1.683	1.209	0.017
1.680	1.209	0.018
1.685	1.210	0.018
1.688	1.210	0.018
1.683	1.210	0.018
1.683	1.210	0.018
1.682	1.210	0.017
1.680	1.209	0.018
1.684	1.210	0.018
1.683	1.209	0.017
1.681	1.209	0.018
1.682	1.210	0.018
1.680	1.209	0.018
1.680	1.209	0.018
1.681	1.209	0.018
1.683	1.209	0.018
1.681	1.210	0.018
1.681	1.209	0.018
1.681	1.209	0.018
1.682	1.210	0.018
1.686	1.209	0.018
1.685	1.209	0.018
1.686	1.209	0.017
1.683	1.209	0.018
1.684	1.209	0.018
1.684	1.209	0.018
1.684	1.209	0.018
1.683	1.209	0.017
1.683	1.210	0.018
1.686	1.209	0.018
1.684	1.209	0.018
1.681	1.209	0.018
1.682	1.210	0.018
1.682	1.209	0.018
1.680	1.209	0.018
1.683	1.209	0.018
1.681	1.209	0.018
1.684	1.209	0.018
1.684	1.209	0.017
1.684	1.209	0.017
1.682	1.210	0.018
1.679	1.209	0.018
1.681	1.209	0.018
1.681	1.209	0.018
1.681	1.210	0.018
1.680	1.209	0.018
1.679	1.209	0.018
1.681	1.209	0.017
1.681	1.209	0.018
1.679	1.209	0.017
1.686	1.209	0.018
1.681	1.209	0.017
1.681	1.210	0.017
1.680	1.209	0.018
1.683	1.209	0.018
1.683	1.209	0.018
1.683	1.209	0.017
1.681	1.209	0.018
1.683	1.209	0.018
1.682	1.209	0.017
1.682	1.209	0.018
1.682	1.209	0.018
1.680	1.209	0.018
1.682	1.209	0.017
1.681	1.209	0.018
1.681	1.209	0.018
1.681	1.209	0.018
1.680	1.209	0.017
1.685	1.209	0.018
1.686	1.209	0.018
1.683	1.210	0.018
1.684	1.209	0.018
1.683	1.209	0.018
1.681	1.209	0.018
1.684	1.209	0.018
1.683	1.209	0.018
1.682	1.208	0.018
1.681	1.209	0.018
1.682	1.209	0.018
1.684	1.208	0.018
1.683	1.209	0.018
1.683	1.209	0.018
1.682	1.209	0.018
1.686	1.209	0.017
1.684	1.209	0.018
1.684	1.209	0.018
1.682	1.209	0.018
1.682	1.209	0.018
1.680	1.209	0.018
1.681	1.209	0.017
1.682	1.209	0.018
1.680	1.209	0.018
1.683	1.209	0.018
1.681	1.209	0.017
1.681	1.209	0.018
1.680	1.208	0.018
1.681	1.209	0.018
1.680	1.208	0.018
1.682	1.208	0.017
1.682	1.209	0.018
1.682	1.208	0.018
1.683	1.209	0.018
1.680	1.209	0.017
1.685	1.209	0.018
1.684	1.209	0.018
1.684	1.209	0.018
1.683	1.209	0.018
1.682	1.208	0.018
1.682	1.209	0.018
1.683	1.209	0.018
1.681	1.209	0.017
1.681	1.209	0.018
1.683	1.208	0.018
1.681	1.208	0.018
1.683	1.208	0.018
1.683	1.209	0.018
1.682	1.209	0.018
1.682	1.209	0.018
1.685	1.208	0.018
1.684	1.209	0.018
1.684	1.209	0.017
1.681	1.209	0.018
1.681	1.209	0.018
1.682	1.209	0.018
1.683	1.209	0.018
1.682	1.210	0.018
1.681	1.209	0.017
1.683	1.210	0.018
1.683	1.209	0.017
1.682	1.209	0.018
1.680	1.209	0.018
1.682	1.209	0.018
1.682	1.209	0.018
1.688	1.209	0.017
1.680	1.208	0.018
1.681	1.209	0.017
1.680	1.208	0.018
1.684	1.208	0.018
1.685	1.209	0.018
1.685	1.209	0.018
1.681	1.209	0.018
1.680	1.209	0.018
1.681	1.209	0.017
1.683	1.209	0.018
1.681	1.208	0.018
1.678	1.209	0.018
1.679	1.209	0.018
1.681	1.209	0.018
1.679	1.209	0.018
1.681	1.209	0.018
1.679	1.208	0.018
1.683	1.209	0.018
1.682	1.209	0.017
1.679	1.208	0.017
1.680	1.208	0.018
1.685	1.208	0.017
1.682	1.208	0.018
1.679	1.208	0.018
1.682	1.209	0.017
1.683	1.209	0.018
1.686	1.209	0.018
1.687	1.209	0.018
1.684	1.209	0.017
1.683	1.209	0.018
1.684	1.208	0.018
1.683	1.208	0.018
1.683	1.209	0.018
1.682	1.209	0.018
1.681	1.209	0.018
1.680	1.208	0.018
1.680	1.210	0.018
1.679	1.209	0.018
1.682	1.209	0.017
1.683	1.209	0.017
1.685	1.209	0.018
1.682	1.209	0.018
1.682	1.208	0.018
1.686	1.209	0.018
1.684	1.209	0.018
1.681	1.208	0.018
1.682	1.208	0.018
1.681	1.208	0.018
1.683	1.208	0.017
1.683	1.209	0.017
1.679	1.209	0.018
1.683	1.208	0.017
1.681	1.208	0.018
1.680	1.208	0.018
1.684	1.208	0.018
1.683	1.208	0.018
1.685	1.208	0.017
1.683	1.209	0.018
1.682	1.208	0.018
1.680	1.208	0.017
1.681	1.209	0.018
1.680	1.208	0.018
1.682	1.209	0.018
1.682	1.208	0.018
1.681	1.208	0.018
1.683	1.208	0.018
1.680	1.208	0.017
1.684	1.208	0.018
1.685	1.208	0.017
1.686	1.208	0.018
1.681	1.208	0.018
1.683	1.209	0.018
1.682	1.208	0.017
1.685	1.209	0.018
1.683	1.208	0.018
1.683	1.209	0.018
1.686	1.208	0.017
1.682	1.208	0.018
1.683	1.208	0.018
1.684	1.209	0.018
1.682	1.208	0.018
1.680	1.208	0.018
1.682	1.208	0.018
1.683	1.208	0.017
1.680	1.208	0.017
1.680	1.208	0.018
1.682	1.209	0.018
1.686	1.208	0.018
1.685	1.208	0.018
1.683	1.209	0.018
1.681	1.208	0.018
1.682	1.208	0.017
1.682	1.209	0.017
1.679	1.209	0.018
1.682	1.208	0.018
1.684	1.208	0.018
1.681	1.208	0.018
1.681	1.208	0.017
1.682	1.208	0.017
1.681	1.208	0.018
1.681	1.208	0.018
1.680	1.208	0.018
1.684	1.208	0.018
1.682	1.208	0.017
1.685	1.208	0.018
1.685	1.208	0.017
1.683	1.208	0.017
1.683	1.208	0.018
1.682	1.208	0.018
1.682	1.208	0.018
1.682	1.208	0.018
1.681	1.208	0.018
1.680	1.208	0.018
1.681	1.208	0.017
1.684	1.208	0.017
1.684	1.208	0.018
1.682	1.208	0.018
1.682	1.208	0.018
1.681	1.208	0.018
1.681	1.208	0.018
1.680	1.208	0.017
1.681	1.208	0.018
1.681	1.208	0.018
1.681	1.208	0.018
1.680	1.208	0.018
1.680	1.208	0.018
1.682	1.208	0.018
1.681	1.207	0.018
1.682	1.208	0.018
1.681	1.208	0.018
1.680	1.208	0.018
1.682	1.208	0.018
1.683	1.209	0.018
1.683	1.208	0.018
1.682	1.208	0.018
1.681	1.208	0.018
1.683	1.208	0.017
1.684	1.208	0.018
1.680	1.208	0.018
1.679	1.208	0.018
1.682	1.208	0.018
1.679	1.208	0.018
1.679	1.209	0.018
1.678	1.207	0.018
1.680	1.207	0.018
1.684	1.209	0.018
1.682	1.208	0.017
1.683	1.209	0.018
1.684	1.208	0.017
1.685	1.208	0.018
1.682	1.209	0.018
1.681	1.208	0.017
1.685	1.208	0.017
1.681	1.208	0.017
1.682	1.208	0.017
1.682	1.208	0.018
1.683	1.207	0.018
1.684	1.208	0.017
1.682	1.208	0.018
1.681	1.209	0.018
1.681	1.208	0.017
1.680	1.208	0.017
1.680	1.208	0.018
1.681	1.208	0.017
1.683	1.208	0.018
1.682	1.208	0.018
1.685	1.207	0.018
1.683	1.208	0.018
1.682	1.208	0.017
1.681	1.207	0.018
1.681	1.208	0.017
1.680	1.208	0.018
1.680	1.208	0.018
1.681	1.208	0.018
1.680	1.208	0.018
1.681	1.208	0.017
1.680	1.207	0.018
1.679	1.208	0.018
1.685	1.208	0.018
1.681	1.208	0.018
1.681	1.208	0.018
1.681	1.208	0.018
1.684	1.208	0.018
1.684	1.208	0.018
1.684	1.208	0.018
1.683	1.207	0.018
1.680	1.208	0.018
1.681	1.207	0.018
1.681	1.207	0.017
1.682	1.208	0.018
1.683	1.208	0.018
1.681	1.207	0.018
1.681	1.208	0.018
1.679	1.208	0.018
1.681	1.208	0.018
1.689	1.208	0.018
1.683	1.208	0.018
1.684	1.208	0.018
1.685	1.208	0.018
1.684	1.208	0.018
1.681	1.208	0.018
1.680	1.208	0.018
1.681	1.208	0.018
1.680	1.207	0.018
1.680	1.207	0.018
1.682	1.206	0.018
1.680	1.208	0.017
1.680	1.207	0.018
1.682	1.208	0.018
1.682	1.207	0.018
1.684	1.208	0.018
1.683	1.207	0.018
1.684	1.207	0.017
1.684	1.208	0.018
1.679	1.208	0.018
1.680	1.208	0.018
1.679	1.208	0.018
1.680	1.207	0.018
1.682	1.207	0.018
1.682	1.207	0.017
1.683	1.207	0.018
1.684	1.207	0.017
1.680	1.208	0.018
1.681	1.208	0.017
1.681	1.208	0.017
1.681	1.207	0.017
1.680	1.208	0.017
1.680	1.207	0.017
1.679	1.207	0.018
1.680	1.208	0.018
1.681	1.207	0.018
1.680	1.208	0.018
1.682	1.208	0.018
1.684	1.207	0.017
1.685	1.208	0.018
1.684	1.208	0.018
1.681	1.207	0.017
1.684	1.208	0.018
1.683	1.207	0.017
1.683	1.208	0.018
1.681	1.207	0.018
1.681	1.207	0.017
1.683	1.207	0.018
1.681	1.207	0.018
1.684	1.207	0.018
1.685	1.207	0.018
1.683	1.207	0.017
1.683	1.207	0.018
1.683	1.207	0.018
1.683	1.207	0.018
1.680	1.208	0.017
1.679	1.208	0.017
1.680	1.207	0.018
1.680	1.207	0.018
1.685	1.207	0.017
1.683	1.208	0.018
1.684	1.208	0.018
1.681	1.207	0.018
1.682	1.207	0.018
1.680	1.207	0.018
1.679	1.207	0.017
1.682	1.208	0.018
1.681	1.206	0.018
1.682	1.208	0.017
1.684	1.208	0.018
1.684	1.207	0.017
1.679	1.207	0.018
1.682	1.207	0.018
1.683	1.207	0.017
1.680	1.207	0.018
1.680	1.208	0.018
1.685	1.207	0.018
1.680	1.207	0.018
1.681	1.207	0.018
1.686	1.207	0.018
1.682	1.207	0.018
1.684	1.207	0.018
1.682	1.207	0.018
1.682	1.207	0.017
1.682	1.207	0.018
1.682	1.208	0.018
1.682	1.207	0.018
1.680	1.207	0.018
1.683	1.207	0.018
1.685	1.207	0.018
1.683	1.207	0.018
1.685	1.207	0.018
1.684	1.207	0.017
1.681	1.207	0.018
1.683	1.207	0.017
1.682	1.208	0.017
1.680	1.207	0.018
1.679	1.207	0.018
1.684	1.207	0.018
1.679	1.206	0.018
1.682	1.207	0.018
1.683	1.207	0.018
1.684	1.207	0.017
1.682	1.207	0.018
1.680	1.207	0.018
1.683	1.208	0.018
1.680	1.207	0.018
1.679	1.207	0.017
1.682	1.207	0.018
1.681	1.207	0.018
1.683	1.207	0.017
1.684	1.208	0.018
1.683	1.207	0.018
1.681	1.207	0.018
1.682	1.207	0.018
1.681	1.207	0.017
1.684	1.207	0.018
1.680	1.207	0.017
1.681	1.207	0.018
1.678	1.206	0.018
1.684	1.207	0.018
1.684	1.207	0.018
1.682	1.208	0.017
1.679	1.207	0.018
1.682	1.207	0.018
1.679	1.207	0.018
1.682	1.207	0.018
1.680	1.207	0.018
1.681	1.207	0.018
1.679	1.207	0.018
1.683	1.207	0.017
1.682	1.206	0.018
1.679	1.207	0.018
1.684	1.207	0.018
1.682	1.207	0.018
1.683	1.207	0.018
1.682	1.207	0.018
1.680	1.207	0.018
1.680	1.207	0.018
1.679	1.207	0.018
1.680	1.207	0.018
1.678	1.207	0.018
1.680	1.207	0.017
1.682	1.207	0.018
1.682	1.207	0.018
1.683	1.206	0.018
1.681	1.206	0.018
1.682	1.206	0.018
1.681	1.207	0.018
1.680	1.207	0.018
1.681	1.207	0.018
1.680	1.207	0.017
1.681	1.207	0.018
1.682	1.206	0.018
1.685	1.207	0.018
1.682	1.206	0.017
1.682	1.207	0.018
1.681	1.207	0.018
1.681	1.207	0.017
1.679	1.207	0.018
1.680	1.207	0.018
1.681	1.207	0.018
1.687	1.207	0.018
1.682	1.207	0.018
1.683	1.207	0.018
1.683	1.207	0.018
1.682	1.207	0.017
1.682	1.207	0.018
1.681	1.207	0.017
1.682	1.207	0.018
1.681	1.207	0.018
1.679	1.206	0.018
1.680	1.207	0.018
1.684	1.207	0.018
1.682	1.207	0.018
1.685	1.207	0.018
1.683	1.207	0.018
1.683	1.207	0.018
1.681	1.207	0.017
1.682	1.207	0.018
1.683	1.207	0.017
1.680	1.207	0.018
1.682	1.207	0.018
1.684	1.207	0.018
1.684	1.207	0.018
1.685	1.207	0.018
1.682	1.207	0.018
1.682	1.207	0.017
1.682	1.207	0.017
1.679	1.207	0.018
1.679	1.207	0.017
1.681	1.207	0.017
1.678	1.206	0.018
1.683	1.207	0.018
1.684	1.207	0.018
1.682	1.207	0.018
1.683	1.207	0.018
1.683	1.206	0.018
1.681	1.208	0.018
1.679	1.207	0.018
1.682	1.207	0.018
1.681	1.207	0.018
1.682	1.207	0.017
1.683	1.207	0.017
1.684	1.207	0.018
1.683	1.206	0.017
1.684	1.206	0.018
1.681	1.207	0.017
1.684	1.206	0.017
1.680	1.207	0.018
1.680	1.207	0.018
1.683	1.206	0.018
1.682	1.207	0.018
1.682	1.206	0.018
1.684	1.207	0.017
1.682	1.207	0.018
1.682	1.207	0.018
1.680	1.207	0.018
1.680	1.207	0.017
1.681	1.207	0.018
1.681	1.206	0.018
1.679	1.207	0.017
1.681	1.207	0.018
1.685	1.207	0.018
1.683	1.206	0.017
1.686	1.206	0.018
1.682	1.207	0.018
1.681	1.206	0.018
1.681	1.207	0.018
1.678	1.207	0.017
1.679	1.206	0.018
1.681	1.206	0.018
1.685	1.206	0.018
1.682	1.206	0.018
1.679	1.207	0.018
1.682	1.206	0.018
1.681	1.207	0.017
1.679	1.207	0.018
1.680	1.206	0.018
1.685	1.206	0.017
1.683	1.206	0.018
1.681	1.206	0.018
1.680	1.206	0.018
1.682	1.207	0.018
1.681	1.207	0.018
1.677	1.206	0.018
1.680	1.206	0.017
1.680	1.207	0.018
1.682	1.207	0.017
1.682	1.206	0.018
1.681	1.206	0.018
1.680	1.206	0.018
1.682	1.206	0.018
1.680	1.206	0.017
1.680	1.206	0.018
1.680	1.206	0.017
1.681	1.206	0.018
1.685	1.207	0.018
1.685	1.206	0.018
1.681	1.206	0.018
1.683	1.206	0.017
1.683	1.207	0.018
1.680	1.207	0.018
1.680	1.206	0.018
1.681	1.206	0.018
1.679	1.207	0.018
1.680	1.206	0.018
1.684	1.206	0.018
1.681	1.206	0.018
1.680	1.206	0.018
1.678	1.206	0.017
1.682	1.206	0.018
1.681	1.206	0.017
1.677	1.207	0.018
1.679	1.206	0.018
1.682	1.206	0.018
1.683	1.206	0.018
1.682	1.207	0.018
1.680	1.206	0.018
1.679	1.206	0.018
1.680	1.206	0.017
1.681	1.207	0.018
1.680	1.206	0.017
1.685	1.206	0.018
1.682	1.207	0.017
1.682	1.206	0.018
1.682	1.206	0.018
1.681	1.206	0.018
1.678	1.206	0.017
1.680	1.206	0.017
1.680	1.206	0.017
1.682	1.206	0.017
1.683	1.206	0.018
1.681	1.206	0.018
1.682	1.206	0.017
1.679	1.206	0.018
1.682	1.206	0.017
1.681	1.206	0.018
1.682	1.206	0.017
1.684	1.206	0.018
1.682	1.206	0.018
1.679	1.207	0.018
1.683	1.207	0.017
1.679	1.206	0.018
1.679	1.206	0.018
1.680	1.206	0.017
1.682	1.206	0.017
1.684	1.206	0.018
1.679	1.206	0.018
1.682	1.206	0.018
1.681	1.206	0.017
1.678	1.206	0.018
1.681	1.207	0.018
1.683	1.206	0.018
1.681	1.206	0.017
1.683	1.206	0.018
1.678	1.206	0.018
1.682	1.206	0.018
1.679	1.206	0.018
1.678	1.206	0.018
1.680	1.206	0.018
1.680	1.206	0.018
1.682	1.206	0.018
1.683	1.206	0.018
1.680	1.206	0.017
1.681	1.206	0.017
1.679	1.206	0.018
1.679	1.206	0.018
1.680	1.206	0.018
1.680	1.206	0.018
1.680	1.206	0.018
1.682	1.206	0.018
1.683	1.206	0.018
1.681	1.206	0.018
1.680	1.206	0.018
1.681	1.206	0.018
1.680	1.206	0.017
1.685	1.206	0.017
1.683	1.206	0.018
1.682	1.206	0.018
1.681	1.206	0.018
1.680	1.206	0.018
1.680	1.206	0.018
1.680	1.205	0.018
1.681	1.206	0.018
1.684	1.206	0.018
1.682	1.206	0.018
1.682	1.206	0.018
1.682	1.206	0.018
1.681	1.206	0.017
1.680	1.206	0.018
1.680	1.206	0.018
1.685	1.206	0.018
1.683	1.206	0.018
1.681	1.206	0.017
1.680	1.206	0.018
1.680	1.206	0.018
1.680	1.206	0.018
1.679	1.206	0.018
1.684	1.206	0.017
1.681	1.206	0.018
1.682	1.206	0.018
1.680	1.206	0.018
1.679	1.206	0.018
1.678	1.206	0.018
1.683	1.206	0.018
1.683	1.206	0.018
1.683	1.206	0.018
1.683	1.206	0.018
1.680	1.205	0.018
1.684	1.206	0.018
1.684	1.205	0.018
1.685	1.205	0.018
1.683	1.206	0.018
1.678	1.206	0.017
1.680	1.206	0.018
1.678	1.206	0.018
1.682	1.206	0.018
1.682	1.206	0.018
1.682	1.206	0.018
1.677	1.206	0.018
1.682	1.206	0.018
1.680	1.206	0.018
1.685	1.206	0.018
1.684	1.206	0.018
1.681	1.206	0.018
1.682	1.206	0.018
1.680	1.206	0.017
1.682	1.206	0.018
1.682	1.205	0.018
1.680	1.206	0.017
1.683	1.206	0.018
1.682	1.206	0.018
1.680	1.206	0.017
1.680	1.206	0.018
1.681	1.206	0.018
1.683	1.206	0.017
1.683	1.206	0.018
1.684	1.206	0.017
1.683	1.206	0.018
1.683	1.206	0.018
1.682	1.206	0.017
1.680	1.206	0.017
1.681	1.205	0.018
1.678	1.205	0.018
1.682	1.206	0.017
1.682	1.206	0.018
1.682	1.206	0.018
1.681	1.206	0.018
1.679	1.206	0.017
1.680	1.205	0.018
1.678	1.206	0.018
1.680	1.206	0.018
1.682	1.205	0.018
1.684	1.205	0.018
1.681	1.205	0.018
1.682	1.206	0.017
1.681	1.206	0.018
1.679	1.206	0.018
1.681	1.206	0.018
1.682	1.206	0.018
1.684	1.206	0.018
1.686	1.206	0.018
1.680	1.206	0.018
1.682	1.206	0.018
1.681	1.206	0.017
1.682	1.206	0.018
1.683	1.206	0.017
1.680	1.206	0.018
1.680	1.206	0.018
1.682	1.205	0.018
1.683	1.206	0.018
1.679	1.206	0.018
1.682	1.206	0.018
1.680	1.206	0.018
1.679	1.206	0.018
1.682	1.206	0.018
1.680	1.206	0.018
1.678	1.206	0.018
1.681	1.206	0.018
1.683	1.206	0.018
1.682	1.206	0.018
1.683	1.206	0.018
1.680	1.205	0.018
1.682	1.206	0.018
1.682	1.206	0.017
1.679	1.205	0.018
1.683	1.206	0.018
1.680	1.206	0.017
1.681	1.206	0.018
1.680	1.206	0.018
1.680	1.205	0.018
1.684	1.206	0.018
1.684	1.206	0.018
1.684	1.205	0.018
1.680	1.206	0.018
1.683	1.206	0.018
1.682	1.206	0.018
1.683	1.206	0.018
1.677	1.206	0.018
1.681	1.206	0.017
1.680	1.206	0.017
1.678	1.206	0.018
1.684	1.206	0.017
1.683	1.206	0.018
1.684	1.206	0.018
1.679	1.206	0.017
1.682	1.205	0.018
1.682	1.205	0.018
1.684	1.206	0.017
1.682	1.205	0.018
1.682	1.206	0.017
1.680	1.205	0.018
1.679	1.206	0.018
1.678	1.205	0.018
1.681	1.205	0.018
1.685	1.206	0.018
1.682	1.205	0.017
1.681	1.205	0.018
1.682	1.206	0.018
1.679	1.206	0.018
1.681	1.206	0.017
1.682	1.206	0.017
1.681	1.205	0.018
1.679	1.205	0.018
1.680	1.205	0.018
1.679	1.205	0.018
1.686	1.206	0.018
1.681	1.205	0.018
1.682	1.206	0.017
1.680	1.205	0.017
1.680	1.205	0.018
1.679	1.205	0.018
1.678	1.205	0.017
1.680	1.205	0.018
1.679	1.205	0.017
1.681	1.205	0.018
1.677	1.205	0.018
1.681	1.205	0.018
1.683	1.205	0.017
1.684	1.206	0.017
1.682	1.206	0.017
1.683	1.205	0.018
1.681	1.206	0.018
1.679	1.205	0.018
1.679	1.206	0.018
1.678	1.205	0.017
1.682	1.205	0.018
1.682	1.205	0.018
1.683	1.206	0.018
1.682	1.205	0.017
1.681	1.205	0.017
1.682	1.205	0.018
1.683	1.205	0.018
1.682	1.205	0.018
1.679	1.206	0.018
1.681	1.206	0.018
1.677	1.206	0.017
1.679	1.206	0.018
1.680	1.205	0.018
1.678	1.205	0.018
1.681	1.205	0.018
1.682	1.205	0.017
1.682	1.205	0.018
1.684	1.206	0.018
1.680	1.205	0.018
1.683	1.205	0.018
1.678	1.205	0.017
1.679	1.205	0.018
1.679	1.205	0.017
1.679	1.205	0.018
1.679	1.205	0.018
