presFesto-0[V] 	DigOut-1[V]	MPX100-2[V]	HAF075#2-9[V]
6.999	0.563	2.043	2.500
7.000	0.564	2.042	2.501
7.000	0.563	2.040	2.500
7.000	0.563	2.042	2.500
6.999	0.563	2.042	2.501
6.998	0.563	2.041	2.500
6.998	0.563	2.040	2.499
6.998	0.563	2.041	2.500
7.002	0.563	2.041	2.500
7.000	0.563	2.040	2.500
7.002	0.563	2.043	2.500
6.999	0.563	2.042	2.500
6.998	0.564	2.041	2.501
7.000	0.563	2.040	2.500
6.999	0.563	2.040	2.500
7.002	0.563	2.041	2.500
6.999	0.563	2.039	2.499
6.998	0.563	2.039	2.501
6.998	0.563	2.042	2.500
7.001	0.563	2.042	2.501
7.000	0.563	2.041	2.501
6.998	0.563	2.041	2.501
6.997	0.563	2.045	2.500
6.999	0.563	2.041	2.499
7.002	0.563	2.039	2.500
7.000	0.563	2.043	2.500
7.001	0.563	2.041	2.501
6.998	0.563	2.039	2.500
6.998	0.564	2.041	2.500
7.001	0.563	2.042	2.500
6.998	0.563	2.040	2.500
7.001	0.563	2.041	2.501
7.000	0.563	2.039	2.500
7.000	0.563	2.040	2.501
6.999	0.563	2.042	2.502
7.000	0.563	2.041	2.501
6.996	0.563	2.043	2.501
6.998	0.564	2.044	2.500
6.999	0.563	2.040	2.501
6.995	0.563	2.042	2.500
7.000	0.563	2.042	2.502
7.000	0.563	2.037	2.501
6.999	0.563	2.041	2.500
6.999	0.563	2.043	2.502
6.997	0.563	2.043	2.501
6.998	0.563	2.040	2.502
7.000	0.563	2.042	2.502
6.999	0.563	2.041	2.500
6.998	0.563	2.042	2.501
6.998	0.563	2.040	2.500
7.002	0.563	2.043	2.500
6.999	0.563	2.042	2.502
6.999	0.564	2.038	2.501
7.000	0.563	2.042	2.501
6.998	0.563	2.041	2.501
6.997	0.563	2.041	2.502
7.001	0.563	2.044	2.501
6.999	0.564	2.040	2.500
7.000	0.563	2.041	2.502
6.999	0.563	2.042	2.501
7.001	0.563	2.041	2.500
7.001	0.563	2.041	2.500
6.999	0.563	2.039	2.502
7.000	0.563	2.041	2.502
6.999	0.564	2.043	2.500
7.002	0.564	2.044	2.502
7.002	0.563	2.042	2.501
7.000	0.564	2.044	2.503
7.001	0.563	2.042	2.502
6.999	0.563	2.044	2.502
6.997	0.564	2.043	2.501
6.999	0.563	2.041	2.505
7.003	0.563	2.039	2.501
7.001	0.564	2.043	2.502
7.001	0.564	2.042	2.503
7.000	0.563	2.041	2.502
6.999	0.563	2.044	2.503
7.000	0.564	2.045	2.502
6.999	0.564	2.043	2.502
6.998	0.563	2.041	2.502
6.996	0.564	2.042	2.504
6.999	0.563	2.040	2.500
6.998	0.563	2.040	2.501
7.001	0.563	2.039	2.501
7.001	0.563	2.039	2.501
7.002	0.563	2.044	2.502
6.998	0.563	2.044	2.501
6.999	0.563	2.044	2.501
7.001	0.563	2.041	2.501
7.000	0.563	2.042	2.502
6.998	0.564	2.040	2.501
6.998	0.564	2.040	2.502
6.998	0.563	2.042	2.503
7.000	0.563	2.043	2.502
7.001	0.563	2.043	2.502
7.001	0.563	2.044	2.503
6.998	0.563	2.040	2.500
7.000	0.563	2.042	2.500
6.997	0.563	2.042	2.502
6.997	0.564	2.043	2.501
7.001	0.564	2.042	2.501
6.998	0.563	2.044	2.500
7.000	0.563	2.042	2.501
7.001	0.563	2.042	2.502
7.000	0.563	2.042	2.502
7.000	0.563	2.041	2.501
6.999	0.564	2.041	2.501
6.998	0.563	2.042	2.500
6.998	0.563	2.041	2.500
6.999	0.563	2.040	2.501
6.999	0.563	2.042	2.501
6.998	0.563	2.042	2.500
6.998	0.563	2.041	2.501
7.000	0.563	2.040	2.501
6.998	0.563	2.041	2.502
6.998	0.563	2.042	2.500
6.999	0.564	2.040	2.501
7.000	0.563	2.043	2.501
6.999	0.563	2.042	2.501
6.999	0.563	2.043	2.502
6.999	0.563	2.041	2.505
7.000	0.563	2.042	2.502
6.999	0.564	2.042	2.502
6.999	0.563	2.041	2.502
6.998	0.563	2.043	2.502
6.998	0.563	2.043	2.501
7.001	0.563	2.044	2.502
6.997	0.563	2.043	2.503
6.999	0.563	2.044	2.502
6.999	0.563	2.043	2.501
7.004	0.563	2.040	2.502
7.001	0.563	2.042	2.502
7.000	0.563	2.042	2.500
6.999	0.563	2.043	2.502
6.999	0.563	2.043	2.504
6.998	0.563	2.043	2.501
6.999	0.563	2.043	2.501
7.000	0.563	2.042	2.502
6.998	0.563	2.041	2.501
6.998	0.563	2.042	2.503
7.000	0.563	2.042	2.501
7.002	0.563	2.043	2.503
7.000	0.563	2.043	2.502
6.998	0.564	2.042	2.502
6.995	0.564	2.043	2.503
6.997	0.563	2.044	2.501
6.999	0.562	2.041	2.502
7.001	0.563	2.041	2.503
6.999	0.563	2.043	2.502
6.998	0.563	2.044	2.503
6.999	0.563	2.043	2.502
6.996	0.564	2.042	2.501
6.999	0.563	2.043	2.501
6.998	0.563	2.039	2.500
6.997	0.563	2.042	2.500
6.996	0.563	2.044	2.501
7.000	0.563	2.040	2.502
6.999	0.564	2.043	2.502
6.999	0.563	2.043	2.503
6.999	0.563	2.040	2.501
6.998	0.564	2.040	2.500
6.998	0.563	2.044	2.501
6.998	0.563	2.042	2.502
6.997	0.564	2.042	2.499
6.998	0.563	2.043	2.502
7.000	0.563	2.040	2.501
6.999	0.562	2.042	2.501
6.999	0.563	2.039	2.498
6.998	0.563	2.042	2.499
6.999	0.563	2.042	2.502
6.996	0.564	2.040	2.501
6.998	0.564	2.041	2.501
6.997	0.563	2.043	2.502
6.998	0.563	2.042	2.501
6.999	0.563	2.040	2.501
7.000	0.563	2.041	2.502
6.998	0.563	2.043	2.500
6.997	0.563	2.043	2.500
6.998	0.563	2.043	2.502
6.999	0.563	2.041	2.501
7.000	0.563	2.044	2.501
6.997	0.563	2.042	2.502
6.998	0.563	2.043	2.500
6.999	0.564	2.044	2.502
6.999	0.563	2.041	2.502
6.998	0.563	2.042	2.502
7.000	0.563	2.044	2.502
7.001	0.563	2.043	2.503
6.997	0.563	2.043	2.501
7.000	0.563	2.044	2.502
6.998	0.563	2.042	2.502
7.001	0.563	2.043	2.503
7.000	0.563	2.043	2.501
7.000	0.563	2.043	2.502
6.998	0.563	2.041	2.502
7.000	0.563	2.041	2.503
7.000	0.563	2.043	2.502
6.998	0.563	2.040	2.501
6.998	0.563	2.044	2.502
6.999	0.564	2.041	2.502
6.999	0.563	2.043	2.502
6.999	0.563	2.044	2.500
6.998	0.563	2.044	2.500
6.998	0.563	2.042	2.502
6.998	0.563	2.044	2.500
6.999	0.563	2.043	2.500
7.000	0.563	2.041	2.501
7.000	0.563	2.042	2.500
6.998	0.562	2.041	2.501
7.000	0.563	2.043	2.500
6.999	0.563	2.041	2.502
7.002	0.563	2.043	2.501
6.998	0.563	2.040	2.502
6.999	0.563	2.045	2.501
6.999	0.563	2.041	2.502
6.999	0.563	2.039	2.500
6.999	0.563	2.042	2.501
7.002	0.563	2.042	2.500
7.001	0.563	2.039	2.502
6.999	0.563	2.040	2.500
6.998	0.563	2.043	2.503
7.001	0.563	2.044	2.502
6.998	0.564	2.040	2.501
6.999	0.563	2.043	2.500
6.998	0.564	2.043	2.500
6.999	0.563	2.040	2.500
6.997	0.563	2.044	2.500
7.000	0.563	2.042	2.500
7.003	0.563	2.042	2.500
6.996	0.563	2.043	2.501
6.998	0.563	2.042	2.500
6.998	0.563	2.041	2.501
7.000	0.563	2.041	2.500
6.998	0.564	2.041	2.500
6.998	0.564	2.045	2.501
6.998	0.563	2.043	2.502
6.997	0.563	2.042	2.503
6.999	0.564	2.039	2.501
6.998	0.564	2.041	2.501
7.000	0.564	2.041	2.501
6.996	0.564	2.041	2.500
6.997	0.564	2.042	2.501
7.000	0.563	2.042	2.501
6.998	0.563	2.042	2.500
6.999	0.563	2.041	2.500
7.001	0.563	2.040	2.501
6.996	0.563	2.043	2.501
6.997	0.563	2.044	2.503
6.998	0.563	2.043	2.503
6.998	0.563	2.042	2.501
6.998	0.563	2.042	2.500
6.999	0.563	2.041	2.500
6.998	0.563	2.042	2.501
7.000	0.564	2.042	2.501
6.999	0.563	2.042	2.501
7.003	0.564	2.041	2.501
7.000	0.563	2.042	2.501
6.998	0.563	2.041	2.503
6.998	0.563	2.044	2.502
6.999	0.563	2.043	2.503
7.000	0.563	2.043	2.502
7.000	0.563	2.042	2.502
6.997	0.563	2.041	2.501
6.998	0.563	2.043	2.501
6.999	0.563	2.043	2.502
6.998	0.563	2.042	2.504
7.003	0.563	2.043	2.503
6.999	0.563	2.043	2.501
6.999	0.563	2.039	2.501
7.000	0.563	2.040	2.500
7.000	0.562	2.044	2.501
7.000	0.563	2.043	2.503
7.001	0.563	2.039	2.502
6.998	0.564	2.042	2.502
6.997	0.564	2.043	2.500
7.002	0.563	2.042	2.502
6.999	0.563	2.042	2.500
6.996	0.563	2.042	2.502
6.999	0.564	2.040	2.502
7.000	0.563	2.043	2.501
7.000	0.563	2.042	2.500
6.997	0.563	2.043	2.501
6.999	0.563	2.040	2.500
6.998	0.564	2.041	2.501
6.996	0.563	2.040	2.501
6.999	0.563	2.042	2.500
6.997	0.563	2.041	2.502
6.999	0.563	2.039	2.501
6.998	0.564	2.040	2.500
6.999	0.563	2.042	2.500
6.999	0.563	2.041	2.499
7.000	0.563	2.043	2.499
7.001	0.563	2.038	2.499
6.999	0.564	2.042	2.501
6.997	0.563	2.040	2.501
6.997	0.563	2.042	2.499
6.999	0.563	2.043	2.500
7.000	0.563	2.042	2.500
7.001	0.563	2.037	2.499
6.997	0.563	2.041	2.500
6.999	0.563	2.042	2.500
6.998	0.563	2.041	2.501
7.000	0.564	2.041	2.501
7.000	0.563	2.042	2.501
6.999	0.563	2.043	2.502
6.997	0.563	2.041	2.502
6.998	0.563	2.039	2.502
7.000	0.563	2.041	2.503
6.998	0.563	2.042	2.501
6.998	0.563	2.041	2.502
6.998	0.563	2.041	2.501
6.996	0.564	2.040	2.500
7.000	0.563	2.043	2.501
7.001	0.564	2.042	2.501
7.001	0.563	2.043	2.500
6.999	0.563	2.043	2.499
6.997	0.564	2.044	2.503
7.000	0.565	2.041	2.501
6.999	0.563	2.041	2.502
6.999	0.564	2.041	2.502
7.000	0.564	2.044	2.503
6.998	0.565	2.041	2.501
6.997	0.564	2.041	2.502
6.998	0.564	2.041	2.501
7.002	0.563	2.040	2.501
7.000	0.563	2.044	2.502
7.000	0.564	2.041	2.503
7.000	0.564	2.042	2.503
7.000	0.563	2.042	2.501
7.001	0.564	2.043	2.501
7.000	0.563	2.043	2.500
6.999	0.563	2.042	2.501
6.999	0.563	2.041	2.502
6.998	0.563	2.042	2.500
7.002	0.563	2.042	2.500
6.999	0.564	2.042	2.502
7.000	0.564	2.044	2.503
6.999	0.564	2.044	2.503
7.000	0.563	2.043	2.502
7.001	0.563	2.043	2.501
7.003	0.563	2.045	2.503
6.998	0.563	2.043	2.503
6.997	0.563	2.044	2.504
6.997	0.564	2.043	2.503
7.001	0.564	2.047	2.503
7.001	0.564	2.043	2.503
6.999	0.563	2.041	2.503
6.999	0.563	2.041	2.502
7.000	0.563	2.043	2.504
6.997	0.563	2.041	2.502
7.000	0.563	2.044	2.501
7.000	0.563	2.042	2.503
6.999	0.563	2.044	2.502
6.999	0.564	2.042	2.502
6.999	0.562	2.044	2.502
7.000	0.564	2.041	2.501
7.003	0.564	2.042	2.500
6.999	0.563	2.044	2.501
6.999	0.563	2.043	2.502
7.000	0.562	2.043	2.501
7.000	0.563	2.045	2.502
6.998	0.563	2.042	2.505
6.999	0.563	2.043	2.502
7.000	0.564	2.044	2.502
6.997	0.563	2.044	2.503
6.999	0.563	2.043	2.502
7.001	0.563	2.040	2.502
7.001	0.563	2.042	2.502
6.998	0.563	2.043	2.502
6.997	0.563	2.039	2.501
6.997	0.563	2.041	2.501
7.000	0.563	2.042	2.502
7.000	0.563	2.043	2.502
6.999	0.563	2.044	2.502
6.997	0.563	2.042	2.502
6.997	0.563	2.040	2.502
6.998	0.563	2.043	2.502
7.000	0.563	2.041	2.502
6.997	0.563	2.040	2.501
6.996	0.563	2.041	2.502
6.997	0.564	2.044	2.502
6.997	0.563	2.042	2.501
6.998	0.563	2.040	2.499
6.997	0.563	2.041	2.501
7.001	0.563	2.044	2.500
6.998	0.563	2.042	2.502
6.997	0.564	2.042	2.501
6.997	0.563	2.040	2.499
6.999	0.563	2.042	2.502
6.998	0.563	2.042	2.503
6.998	0.563	2.043	2.501
6.998	0.563	2.042	2.501
6.998	0.563	2.042	2.501
7.001	0.563	2.040	2.502
7.001	0.564	2.042	2.502
7.001	0.563	2.041	2.501
6.997	0.563	2.040	2.501
6.996	0.563	2.037	2.499
7.001	0.563	2.042	2.499
7.000	0.563	2.041	2.500
7.000	0.563	2.041	2.500
6.998	0.563	2.040	2.501
6.998	0.563	2.040	2.501
7.001	0.563	2.042	2.501
6.999	0.563	2.041	2.501
7.002	0.563	2.043	2.502
7.000	0.563	2.044	2.502
6.999	0.564	2.041	2.501
6.997	0.564	2.043	2.502
6.999	0.564	2.042	2.502
7.001	0.563	2.041	2.502
6.999	0.563	2.045	2.502
7.000	0.563	2.042	2.503
6.999	0.564	2.042	2.502
6.999	0.563	2.045	2.502
7.000	0.563	2.040	2.501
7.000	0.564	2.041	2.500
6.998	0.564	2.043	2.501
7.000	0.564	2.042	2.502
7.000	0.563	2.043	2.502
7.000	0.563	2.041	2.502
7.000	0.563	2.043	2.502
7.000	0.563	2.044	2.502
6.998	0.563	2.043	2.501
6.999	0.564	2.042	2.501
7.000	0.563	2.042	2.501
6.999	0.563	2.041	2.500
7.002	0.564	2.043	2.501
7.000	0.563	2.041	2.502
7.002	0.563	2.041	2.501
7.003	0.562	2.042	2.501
7.002	0.563	2.045	2.502
6.999	0.563	2.042	2.500
7.000	0.563	2.044	2.501
6.998	0.563	2.042	2.502
6.999	0.564	2.042	2.500
7.000	0.563	2.041	2.500
7.000	0.563	2.042	2.500
6.998	0.563	2.042	2.500
7.000	0.563	2.041	2.500
6.997	0.563	2.040	2.501
7.000	0.563	2.038	2.500
7.000	0.563	2.041	2.500
7.000	0.564	2.042	2.501
6.997	0.563	2.042	2.501
6.998	0.563	2.041	2.500
7.002	0.563	2.042	2.501
7.001	0.563	2.040	2.501
7.000	0.563	2.039	2.501
6.998	0.563	2.042	2.500
6.997	0.563	2.042	2.501
6.999	0.563	2.043	2.497
7.001	0.563	2.042	2.500
7.000	0.564	2.040	2.500
6.998	0.563	2.039	2.501
6.996	0.562	2.041	2.501
6.997	0.563	2.039	2.500
6.998	0.563	2.041	2.501
7.000	0.564	2.042	2.500
6.999	0.564	2.043	2.499
6.997	0.563	2.043	2.501
6.997	0.564	2.038	2.500
6.997	0.563	2.040	2.501
7.000	0.563	2.041	2.501
7.001	0.563	2.043	2.501
6.998	0.563	2.041	2.501
6.998	0.563	2.043	2.500
6.997	0.564	2.042	2.500
7.001	0.563	2.040	2.501
6.998	0.563	2.043	2.501
6.998	0.563	2.043	2.503
6.999	0.563	2.042	2.502
6.997	0.563	2.044	2.500
6.999	0.563	2.043	2.502
6.999	0.563	2.039	2.501
6.997	0.564	2.041	2.501
6.999	0.563	2.042	2.501
6.997	0.564	2.043	2.502
6.998	0.564	2.041	2.503
6.999	0.564	2.041	2.501
6.999	0.562	2.043	2.501
6.998	0.563	2.042	2.502
6.999	0.563	2.043	2.502
6.998	0.564	2.043	2.501
6.999	0.564	2.043	2.503
6.999	0.564	2.041	2.503
6.998	0.563	2.041	2.501
6.999	0.564	2.045	2.501
6.998	0.563	2.044	2.501
7.001	0.563	2.042	2.502
7.003	0.564	2.042	2.500
7.000	0.563	2.043	2.503
7.000	0.563	2.045	2.502
6.998	0.563	2.041	2.501
6.999	0.564	2.042	2.501
7.000	0.564	2.041	2.501
7.000	0.563	2.043	2.501
6.999	0.564	2.043	2.502
6.999	0.563	2.043	2.503
7.000	0.563	2.044	2.502
7.001	0.563	2.046	2.501
7.001	0.564	2.042	2.502
7.000	0.563	2.041	2.502
6.997	0.563	2.042	2.502
6.998	0.564	2.043	2.501
6.999	0.564	2.044	2.502
6.997	0.563	2.044	2.502
6.998	0.563	2.043	2.501
7.002	0.563	2.043	2.501
7.000	0.563	2.044	2.501
6.999	0.563	2.043	2.500
7.000	0.564	2.044	2.501
7.000	0.564	2.042	2.500
6.999	0.564	2.041	2.500
7.000	0.563	2.042	2.503
7.000	0.563	2.042	2.502
7.001	0.563	2.040	2.500
7.002	0.563	2.041	2.500
6.998	0.563	2.043	2.500
6.999	0.563	2.040	2.500
6.999	0.563	2.039	2.500
7.001	0.564	2.040	2.502
7.000	0.564	2.042	2.503
6.998	0.563	2.042	2.501
6.998	0.563	2.043	2.502
6.997	0.563	2.043	2.501
6.999	0.563	2.042	2.501
7.001	0.564	2.042	2.501
7.000	0.563	2.043	2.500
6.997	0.563	2.042	2.502
6.994	0.563	2.044	2.500
6.996	0.563	2.039	2.500
7.000	0.563	2.040	2.500
7.003	0.563	2.040	2.501
6.999	0.563	2.042	2.502
6.996	0.564	2.041	2.501
6.996	0.563	2.038	2.500
6.999	0.563	2.043	2.503
7.000	0.564	2.042	2.501
7.000	0.564	2.042	2.503
6.998	0.564	2.041	2.501
7.000	0.563	2.042	2.503
7.002	0.563	2.041	2.501
7.003	0.563	2.039	2.500
7.000	0.563	2.043	2.501
7.001	0.563	2.043	2.503
7.000	0.563	2.039	2.500
7.000	0.563	2.040	2.501
7.001	0.564	2.042	2.501
7.002	0.563	2.043	2.499
7.000	0.563	2.042	2.501
7.000	0.563	2.042	2.502
6.997	0.563	2.040	2.502
6.999	0.563	2.040	2.501
6.999	0.563	2.041	2.500
6.998	0.563	2.044	2.501
6.997	0.563	2.042	2.500
6.998	0.563	2.041	2.499
7.001	0.564	2.039	2.500
7.001	0.563	2.041	2.500
7.000	0.563	2.043	2.503
7.000	0.563	2.042	2.500
7.000	0.563	2.040	2.500
6.998	0.563	2.043	2.500
7.002	0.563	2.042	2.501
7.000	0.563	2.040	2.499
7.001	0.563	2.041	2.500
6.998	0.564	2.042	2.501
6.998	0.563	2.042	2.501
6.999	0.563	2.042	2.501
6.997	0.563	2.041	2.501
6.999	0.564	2.042	2.499
6.999	0.563	2.040	2.501
6.999	0.563	2.044	2.501
7.000	0.563	2.043	2.501
6.999	0.564	2.040	2.501
7.001	0.564	2.043	2.501
6.999	0.563	2.040	2.500
6.999	0.563	2.043	2.500
7.002	0.564	2.039	2.501
7.000	0.563	2.040	2.501
7.000	0.563	2.040	2.500
6.999	0.563	2.042	2.500
7.000	0.563	2.044	2.501
7.001	0.563	2.042	2.500
6.999	0.563	2.041	2.500
7.001	0.564	2.042	2.501
6.998	0.564	2.042	2.500
6.999	0.563	2.040	2.500
6.998	0.563	2.040	2.500
7.000	0.563	2.042	2.500
7.001	0.564	2.042	2.500
7.001	0.563	2.039	2.500
7.002	0.564	2.040	2.501
7.000	0.564	2.040	2.500
6.999	0.563	2.042	2.500
7.004	0.563	2.041	2.502
7.001	0.563	2.040	2.500
6.998	0.563	2.042	2.500
6.998	0.563	2.043	2.502
6.994	0.563	2.039	2.501
6.999	0.563	2.040	2.501
6.999	0.563	2.041	2.501
6.999	0.563	2.042	2.501
6.999	0.563	2.042	2.501
6.997	0.563	2.043	2.501
7.000	0.563	2.043	2.501
7.000	0.563	2.042	2.502
7.001	0.563	2.043	2.502
7.000	0.563	2.044	2.502
6.999	0.563	2.043	2.501
6.997	0.563	2.042	2.502
7.003	0.563	2.044	2.502
7.000	0.563	2.041	2.502
7.000	0.563	2.041	2.501
6.999	0.563	2.041	2.501
6.998	0.563	2.043	2.501
7.000	0.563	2.041	2.501
7.001	0.563	2.042	2.501
6.999	0.564	2.043	2.500
6.999	0.563	2.040	2.500
7.000	0.563	2.040	2.500
7.002	0.563	2.040	2.500
7.001	0.563	2.041	2.500
7.002	0.563	2.039	2.499
7.000	0.562	2.041	2.500
6.998	0.563	2.040	2.500
7.000	0.563	2.040	2.499
7.000	0.563	2.040	2.499
6.998	0.564	2.041	2.500
6.997	0.563	2.040	2.499
6.998	0.562	2.040	2.499
6.997	0.563	2.042	2.499
6.997	0.563	2.042	2.503
6.998	0.563	2.042	2.500
6.999	0.564	2.044	2.500
7.001	0.564	2.042	2.501
6.998	0.564	2.040	2.501
6.999	0.563	2.043	2.501
6.999	0.563	2.040	2.501
7.003	0.563	2.040	2.500
6.998	0.563	2.042	2.501
6.996	0.563	2.041	2.500
6.997	0.563	2.039	2.502
7.000	0.564	2.044	2.502
7.000	0.563	2.042	2.501
7.000	0.563	2.043	2.502
6.997	0.563	2.041	2.500
6.999	0.563	2.041	2.501
7.000	0.563	2.040	2.501
7.001	0.563	2.040	2.500
7.003	0.563	2.039	2.499
6.996	0.563	2.041	2.501
6.999	0.563	2.042	2.501
6.998	0.564	2.041	2.500
6.998	0.564	2.040	2.501
7.000	0.563	2.043	2.501
6.997	0.563	2.040	2.501
7.000	0.562	2.041	2.502
7.000	0.563	2.043	2.501
7.001	0.563	2.043	2.503
7.001	0.563	2.043	2.501
7.002	0.563	2.042	2.500
6.998	0.563	2.041	2.502
6.999	0.563	2.044	2.501
6.999	0.564	2.044	2.501
7.003	0.563	2.042	2.500
6.999	0.563	2.041	2.500
7.000	0.563	2.045	2.501
6.998	0.563	2.042	2.500
6.999	0.564	2.040	2.501
7.000	0.564	2.045	2.502
6.998	0.564	2.041	2.501
6.998	0.564	2.043	2.500
6.999	0.563	2.043	2.500
6.996	0.563	2.043	2.502
6.999	0.563	2.044	2.502
7.001	0.564	2.042	2.501
6.999	0.563	2.043	2.502
6.999	0.563	2.041	2.501
6.997	0.564	2.040	2.501
6.999	0.563	2.040	2.504
7.001	0.563	2.041	2.501
7.000	0.564	2.044	2.502
6.999	0.563	2.043	2.501
6.997	0.563	2.043	2.501
6.998	0.563	2.044	2.500
7.000	0.562	2.041	2.502
6.999	0.563	2.044	2.501
6.997	0.564	2.039	2.501
6.997	0.563	2.043	2.501
6.998	0.563	2.043	2.502
6.999	0.563	2.041	2.500
7.003	0.563	2.040	2.501
6.999	0.563	2.039	2.501
7.000	0.564	2.043	2.501
6.997	0.563	2.042	2.501
7.000	0.563	2.042	2.501
7.000	0.563	2.042	2.501
6.998	0.564	2.043	2.503
6.999	0.564	2.039	2.502
6.997	0.563	2.042	2.503
6.998	0.563	2.041	2.502
6.999	0.563	2.042	2.502
6.999	0.563	2.040	2.501
6.998	0.563	2.041	2.503
6.999	0.563	2.041	2.501
6.998	0.564	2.042	2.501
6.999	0.563	2.043	2.501
7.000	0.564	2.041	2.501
6.999	0.563	2.043	2.503
6.998	0.563	2.039	2.502
6.997	0.563	2.041	2.501
6.997	0.564	2.041	2.501
7.001	0.564	2.043	2.503
6.998	0.563	2.042	2.501
6.998	0.564	2.042	2.501
6.997	0.564	2.040	2.501
7.000	0.563	2.042	2.501
6.999	0.563	2.043	2.502
7.000	0.563	2.044	2.500
6.998	0.563	2.044	2.501
6.997	0.563	2.043	2.501
6.999	0.563	2.042	2.502
6.999	0.563	2.042	2.503
7.000	0.563	2.040	2.503
7.000	0.563	2.044	2.502
6.999	0.563	2.042	2.499
6.998	0.563	2.043	2.501
7.000	0.563	2.042	2.500
7.000	0.563	2.042	2.500
6.997	0.563	2.042	2.501
6.998	0.563	2.044	2.502
6.997	0.563	2.043	2.501
6.998	0.564	2.042	2.501
6.998	0.564	2.038	2.501
6.998	0.563	2.045	2.502
7.000	0.564	2.043	2.501
6.998	0.563	2.044	2.500
6.998	0.563	2.043	2.502
6.999	0.563	2.043	2.502
7.001	0.564	2.042	2.501
6.998	0.564	2.043	2.502
6.999	0.564	2.040	2.502
6.998	0.564	2.041	2.501
7.001	0.563	2.040	2.500
6.999	0.563	2.043	2.501
7.002	0.563	2.044	2.501
6.998	0.563	2.043	2.502
6.998	0.564	2.041	2.502
6.997	0.564	2.038	2.500
6.999	0.564	2.040	2.500
7.001	0.563	2.043	2.501
7.000	0.564	2.043	2.501
6.999	0.563	2.044	2.501
7.000	0.564	2.042	2.503
7.001	0.564	2.042	2.502
6.997	0.564	2.044	2.500
7.000	0.563	2.040	2.502
6.997	0.563	2.040	2.501
7.000	0.563	2.041	2.501
7.001	0.563	2.042	2.502
7.001	0.563	2.042	2.501
7.002	0.563	2.043	2.501
6.998	0.563	2.043	2.502
6.997	0.564	2.042	2.501
6.998	0.563	2.042	2.501
7.000	0.564	2.045	2.501
7.000	0.563	2.043	2.502
6.997	0.563	2.040	2.500
6.997	0.563	2.043	2.500
6.997	0.563	2.041	2.502
6.998	0.562	2.042	2.501
7.000	0.563	2.041	2.501
7.000	0.563	2.042	2.502
6.998	0.563	2.042	2.502
6.998	0.563	2.040	2.502
6.998	0.563	2.040	2.502
7.002	0.563	2.039	2.503
7.000	0.564	2.041	2.502
6.999	0.562	2.041	2.502
6.998	0.562	2.044	2.502
6.998	0.563	2.043	2.500
6.999	0.563	2.044	2.502
7.000	0.563	2.044	2.501
6.998	0.563	2.042	2.503
6.998	0.563	2.043	2.503
6.998	0.563	2.045	2.502
7.000	0.563	2.043	2.502
7.001	0.563	2.042	2.502
6.998	0.563	2.041	2.502
6.998	0.564	2.042	2.502
6.997	0.563	2.043	2.501
6.999	0.563	2.041	2.503
7.001	0.563	2.044	2.502
7.000	0.563	2.043	2.502
6.998	0.563	2.046	2.501
6.998	0.563	2.041	2.502
6.999	0.563	2.042	2.502
6.999	0.564	2.042	2.501
7.000	0.562	2.041	2.502
6.999	0.563	2.041	2.501
6.998	0.563	2.042	2.502
6.997	0.563	2.043	2.502
6.998	0.563	2.041	2.502
7.001	0.563	2.040	2.502
6.999	0.563	2.042	2.502
7.000	0.563	2.042	2.501
6.999	0.563	2.043	2.501
6.997	0.563	2.040	2.501
7.000	0.562	2.044	2.502
6.997	0.563	2.041	2.501
6.998	0.563	2.040	2.502
6.998	0.563	2.040	2.500
6.997	0.564	2.040	2.501
6.999	0.564	2.044	2.500
6.998	0.563	2.039	2.500
6.999	0.563	2.042	2.501
6.998	0.563	2.042	2.500
6.998	0.563	2.042	2.501
6.998	0.563	2.041	2.501
7.001	0.563	2.047	2.502
6.999	0.563	2.044	2.501
6.997	0.563	2.043	2.502
6.997	0.563	2.039	2.501
6.998	0.563	2.041	2.500
6.999	0.563	2.042	2.500
7.001	0.563	2.039	2.501
7.000	0.563	2.040	2.501
6.999	0.564	2.042	2.501
6.999	0.564	2.042	2.501
6.998	0.563	2.040	2.500
7.000	0.564	2.043	2.503
6.999	0.563	2.042	2.502
6.998	0.563	2.039	2.500
7.001	0.564	2.042	2.501
7.000	0.563	2.042	2.500
7.001	0.565	2.039	2.502
6.999	0.563	2.042	2.500
6.998	0.564	2.043	2.503
6.997	0.564	2.040	2.501
7.000	0.564	2.043	2.501
6.999	0.563	2.046	2.501
7.003	0.563	2.044	2.501
6.998	0.564	2.043	2.500
6.999	0.563	2.043	2.502
6.999	0.564	2.042	2.502
6.999	0.564	2.042	2.500
6.999	0.563	2.043	2.501
6.998	0.563	2.039	2.499
6.998	0.564	2.040	2.500
6.997	0.563	2.042	2.501
6.998	0.563	2.040	2.500
6.997	0.563	2.042	2.500
6.998	0.563	2.042	2.499
6.997	0.564	2.041	2.500
6.997	0.564	2.042	2.500
6.997	0.564	2.041	2.500
7.001	0.563	2.042	2.501
7.000	0.563	2.041	2.500
6.999	0.564	2.040	2.499
6.998	0.563	2.041	2.500
6.998	0.563	2.039	2.500
6.998	0.563	2.041	2.501
7.001	0.562	2.042	2.501
6.999	0.563	2.041	2.501
6.999	0.563	2.043	2.501
6.998	0.563	2.041	2.501
6.999	0.563	2.039	2.500
7.000	0.563	2.039	2.499
6.999	0.563	2.042	2.500
6.999	0.563	2.043	2.501
