presFesto-0[V]	DigOut-1[V]	MPX100-2[V]	HAF075#2-9[V]
6.997	0.563	2.207	2.500
6.995	0.563	2.209	2.501
6.994	0.563	2.209	2.501
6.998	0.563	2.208	2.502
6.996	0.563	2.211	2.502
6.994	0.563	2.208	2.501
6.995	0.563	2.204	2.502
6.995	0.563	2.206	2.500
6.996	0.563	2.203	2.500
6.995	0.562	2.206	2.500
6.995	0.563	2.206	2.501
6.995	0.563	2.206	2.502
6.993	0.563	2.206	2.501
6.997	0.563	2.207	2.500
6.995	0.563	2.209	2.503
6.996	0.563	2.207	2.502
6.992	0.563	2.208	2.503
6.994	0.563	2.208	2.503
6.994	0.563	2.207	2.502
6.998	0.563	2.206	2.500
6.994	0.563	2.209	2.500
6.994	0.563	2.209	2.501
6.995	0.562	2.206	2.501
6.994	0.563	2.206	2.501
6.996	0.563	2.207	2.501
6.996	0.563	2.207	2.500
6.996	0.563	2.208	2.502
6.993	0.563	2.207	2.501
6.995	0.562	2.210	2.502
6.993	0.562	2.207	2.501
6.996	0.563	2.208	2.501
6.996	0.562	2.207	2.502
6.995	0.563	2.208	2.503
6.993	0.563	2.206	2.500
6.997	0.563	2.206	2.500
6.997	0.563	2.204	2.502
6.996	0.563	2.209	2.501
6.993	0.563	2.207	2.501
6.995	0.563	2.207	2.500
6.995	0.563	2.208	2.501
6.997	0.563	2.208	2.500
6.996	0.563	2.209	2.501
6.996	0.564	2.208	2.500
6.994	0.563	2.210	2.501
6.994	0.563	2.208	2.498
6.996	0.563	2.209	2.499
6.998	0.562	2.207	2.500
6.996	0.563	2.206	2.500
6.991	0.563	2.208	2.501
6.994	0.563	2.207	2.501
6.996	0.563	2.205	2.501
6.996	0.563	2.206	2.499
6.996	0.563	2.207	2.499
6.996	0.563	2.209	2.501
6.996	0.563	2.207	2.501
6.996	0.563	2.205	2.499
6.995	0.563	2.205	2.500
6.997	0.563	2.208	2.502
6.994	0.563	2.206	2.499
6.994	0.563	2.208	2.499
6.994	0.563	2.205	2.501
6.996	0.563	2.209	2.501
6.998	0.564	2.209	2.502
6.995	0.563	2.207	2.500
6.995	0.564	2.208	2.500
6.994	0.563	2.208	2.501
6.994	0.563	2.205	2.497
6.996	0.563	2.206	2.500
6.997	0.563	2.211	2.500
6.996	0.563	2.208	2.500
6.997	0.563	2.208	2.500
6.991	0.563	2.207	2.500
6.995	0.563	2.208	2.499
6.998	0.563	2.208	2.501
6.995	0.563	2.208	2.502
6.994	0.563	2.208	2.503
6.997	0.563	2.209	2.501
6.996	0.563	2.207	2.500
6.996	0.563	2.207	2.501
6.997	0.564	2.207	2.502
6.997	0.563	2.208	2.500
6.994	0.563	2.209	2.499
6.995	0.563	2.209	2.502
6.996	0.563	2.209	2.503
6.995	0.564	2.210	2.503
6.995	0.563	2.210	2.501
6.996	0.564	2.208	2.501
6.995	0.563	2.209	2.503
6.994	0.563	2.208	2.500
6.995	0.563	2.209	2.500
6.997	0.563	2.210	2.502
6.993	0.563	2.209	2.503
6.995	0.563	2.209	2.500
6.995	0.563	2.210	2.503
6.997	0.563	2.209	2.502
6.996	0.563	2.207	2.501
6.994	0.563	2.211	2.501
6.997	0.563	2.211	2.502
6.995	0.563	2.208	2.501
6.998	0.563	2.208	2.503
6.997	0.563	2.210	2.502
6.995	0.563	2.210	2.502
6.994	0.563	2.208	2.503
6.996	0.563	2.207	2.501
6.996	0.563	2.210	2.502
6.997	0.563	2.210	2.503
6.995	0.563	2.207	2.503
6.995	0.562	2.209	2.501
6.996	0.563	2.213	2.501
6.993	0.563	2.211	2.501
6.997	0.563	2.208	2.502
6.997	0.564	2.210	2.500
6.994	0.563	2.211	2.502
6.994	0.563	2.209	2.502
6.995	0.563	2.207	2.503
6.996	0.563	2.210	2.503
6.996	0.563	2.208	2.502
6.997	0.563	2.210	2.502
6.992	0.563	2.209	2.502
6.994	0.563	2.209	2.502
6.995	0.563	2.208	2.502
6.998	0.563	2.209	2.502
6.997	0.563	2.209	2.501
6.995	0.563	2.209	2.501
6.994	0.563	2.210	2.500
6.996	0.563	2.210	2.501
6.995	0.562	2.209	2.502
6.998	0.563	2.210	2.503
6.992	0.563	2.210	2.502
6.992	0.563	2.211	2.503
6.995	0.563	2.210	2.503
6.996	0.563	2.208	2.501
6.994	0.563	2.211	2.503
6.995	0.563	2.209	2.502
6.995	0.563	2.209	2.500
6.994	0.563	2.209	2.502
6.994	0.563	2.210	2.501
6.997	0.564	2.210	2.501
6.995	0.564	2.209	2.502
6.994	0.564	2.209	2.502
6.997	0.564	2.211	2.501
6.995	0.564	2.210	2.500
6.996	0.563	2.209	2.501
6.997	0.563	2.209	2.502
6.995	0.563	2.209	2.501
6.993	0.562	2.211	2.500
6.994	0.563	2.210	2.501
6.994	0.563	2.210	2.502
6.994	0.563	2.210	2.501
6.994	0.563	2.207	2.501
6.995	0.563	2.209	2.500
6.998	0.563	2.211	2.502
6.997	0.563	2.210	2.500
6.996	0.563	2.208	2.501
6.994	0.563	2.209	2.501
6.993	0.564	2.205	2.501
6.995	0.563	2.210	2.501
6.997	0.563	2.210	2.500
6.996	0.563	2.210	2.500
6.995	0.563	2.209	2.502
6.994	0.563	2.208	2.501
6.994	0.564	2.210	2.500
6.993	0.563	2.211	2.501
6.995	0.563	2.211	2.501
6.996	0.563	2.210	2.501
6.996	0.563	2.208	2.499
6.996	0.563	2.208	2.500
6.996	0.563	2.210	2.500
6.997	0.563	2.207	2.500
6.995	0.563	2.208	2.501
6.996	0.562	2.211	2.502
6.997	0.562	2.210	2.501
6.995	0.563	2.210	2.502
6.994	0.563	2.209	2.501
6.997	0.563	2.210	2.500
6.998	0.563	2.207	2.502
6.994	0.563	2.210	2.502
6.998	0.562	2.209	2.503
6.997	0.563	2.210	2.500
6.995	0.563	2.210	2.499
6.997	0.563	2.211	2.502
6.994	0.562	2.209	2.499
6.996	0.563	2.207	2.499
6.996	0.563	2.210	2.501
6.996	0.562	2.209	2.501
6.996	0.563	2.207	2.500
6.996	0.562	2.209	2.500
6.993	0.563	2.210	2.500
6.996	0.563	2.209	2.501
6.996	0.563	2.210	2.501
6.995	0.563	2.210	2.502
6.998	0.563	2.208	2.500
6.994	0.563	2.212	2.502
6.996	0.563	2.212	2.502
6.995	0.563	2.208	2.501
6.996	0.563	2.210	2.500
6.998	0.563	2.210	2.500
6.998	0.563	2.212	2.501
6.993	0.562	2.211	2.501
6.994	0.564	2.208	2.499
6.995	0.563	2.211	2.500
6.995	0.563	2.210	2.502
6.997	0.563	2.210	2.502
6.995	0.563	2.209	2.502
6.994	0.563	2.209	2.501
6.994	0.562	2.213	2.502
6.994	0.563	2.210	2.503
6.994	0.563	2.213	2.503
6.997	0.563	2.212	2.503
6.997	0.563	2.210	2.501
6.996	0.563	2.212	2.500
6.996	0.563	2.212	2.501
6.998	0.563	2.211	2.504
6.997	0.563	2.208	2.501
6.994	0.563	2.210	2.501
6.992	0.563	2.210	2.501
6.994	0.563	2.210	2.502
6.996	0.562	2.209	2.502
6.994	0.563	2.212	2.501
6.993	0.563	2.208	2.500
6.996	0.563	2.210	2.502
6.996	0.564	2.210	2.501
6.996	0.562	2.211	2.503
6.997	0.564	2.211	2.504
6.994	0.563	2.212	2.501
6.995	0.564	2.213	2.502
6.995	0.563	2.211	2.502
6.996	0.563	2.210	2.502
6.994	0.564	2.210	2.502
6.994	0.564	2.210	2.500
6.995	0.563	2.211	2.503
6.998	0.563	2.212	2.503
6.997	0.562	2.210	2.502
6.996	0.563	2.212	2.503
6.995	0.562	2.211	2.501
6.996	0.563	2.211	2.503
6.993	0.563	2.211	2.502
6.993	0.563	2.211	2.503
6.995	0.563	2.211	2.501
6.998	0.563	2.213	2.502
6.997	0.563	2.212	2.502
6.993	0.563	2.213	2.502
6.997	0.563	2.211	2.504
6.997	0.563	2.210	2.502
6.997	0.563	2.212	2.504
6.997	0.563	2.211	2.502
6.995	0.563	2.212	2.503
6.994	0.563	2.212	2.503
6.994	0.562	2.213	2.502
6.995	0.563	2.213	2.502
6.997	0.563	2.212	2.501
6.996	0.563	2.216	2.501
6.996	0.563	2.212	2.501
6.995	0.563	2.210	2.502
6.994	0.563	2.212	2.503
6.996	0.563	2.210	2.502
6.995	0.563	2.212	2.502
6.993	0.563	2.210	2.503
6.997	0.562	2.212	2.501
6.997	0.563	2.213	2.502
6.997	0.563	2.212	2.502
6.997	0.563	2.214	2.504
6.996	0.563	2.213	2.503
6.994	0.562	2.212	2.502
6.995	0.563	2.212	2.503
6.996	0.562	2.215	2.502
6.995	0.563	2.211	2.503
6.996	0.563	2.213	2.503
6.997	0.562	2.212	2.504
6.995	0.563	2.210	2.503
6.996	0.563	2.211	2.503
6.996	0.563	2.212	2.503
6.995	0.563	2.212	2.503
6.995	0.563	2.216	2.502
6.996	0.563	2.212	2.502
6.995	0.563	2.214	2.503
6.995	0.563	2.213	2.504
6.996	0.563	2.215	2.501
6.995	0.562	2.213	2.500
6.996	0.563	2.211	2.503
6.995	0.564	2.213	2.502
6.997	0.563	2.215	2.502
6.997	0.563	2.213	2.503
6.994	0.563	2.214	2.501
6.993	0.563	2.212	2.503
6.996	0.563	2.213	2.503
6.994	0.563	2.212	2.503
6.995	0.563	2.212	2.501
6.998	0.563	2.211	2.502
6.995	0.563	2.214	2.503
6.995	0.562	2.213	2.502
6.996	0.563	2.213	2.502
6.997	0.563	2.213	2.502
6.996	0.563	2.211	2.502
6.996	0.563	2.214	2.501
6.996	0.563	2.211	2.502
6.993	0.564	2.211	2.500
6.997	0.563	2.213	2.502
6.995	0.563	2.213	2.503
6.996	0.564	2.211	2.503
6.996	0.563	2.213	2.501
6.995	0.563	2.213	2.502
6.996	0.564	2.211	2.501
6.997	0.563	2.214	2.502
6.997	0.563	2.212	2.501
6.996	0.563	2.214	2.502
6.995	0.563	2.213	2.500
6.995	0.562	2.215	2.500
6.996	0.564	2.211	2.500
6.995	0.563	2.210	2.502
6.994	0.563	2.214	2.501
6.995	0.563	2.212	2.500
6.996	0.563	2.211	2.500
6.997	0.563	2.210	2.501
6.996	0.563	2.212	2.502
6.997	0.563	2.211	2.500
6.994	0.564	2.212	2.500
6.994	0.563	2.212	2.499
6.996	0.563	2.213	2.500
6.995	0.563	2.214	2.501
6.995	0.563	2.210	2.500
6.997	0.563	2.211	2.500
6.997	0.564	2.214	2.500
6.996	0.563	2.215	2.501
6.997	0.563	2.215	2.501
6.996	0.563	2.211	2.501
6.996	0.564	2.210	2.500
6.995	0.563	2.212	2.501
6.997	0.562	2.211	2.501
6.997	0.563	2.213	2.502
6.995	0.562	2.213	2.503
6.996	0.563	2.215	2.502
6.996	0.563	2.214	2.501
6.997	0.563	2.212	2.501
6.997	0.563	2.214	2.501
6.996	0.563	2.212	2.502
6.994	0.563	2.216	2.501
6.994	0.563	2.214	2.502
6.999	0.563	2.214	2.503
6.998	0.563	2.213	2.502
6.997	0.563	2.213	2.501
6.996	0.563	2.212	2.502
6.996	0.563	2.213	2.503
6.994	0.563	2.213	2.501
6.995	0.563	2.214	2.500
6.994	0.563	2.212	2.501
6.998	0.563	2.213	2.503
6.993	0.562	2.212	2.503
6.995	0.563	2.215	2.502
6.993	0.563	2.216	2.502
6.997	0.563	2.212	2.503
6.997	0.563	2.215	2.501
6.999	0.563	2.212	2.502
6.997	0.563	2.212	2.501
6.996	0.562	2.211	2.503
6.995	0.563	2.213	2.502
6.996	0.563	2.213	2.502
6.997	0.563	2.213	2.503
6.995	0.563	2.216	2.503
6.997	0.563	2.215	2.504
6.997	0.563	2.215	2.503
6.996	0.564	2.214	2.502
6.998	0.563	2.216	2.502
6.996	0.563	2.212	2.502
6.993	0.563	2.216	2.502
6.997	0.563	2.214	2.502
6.997	0.563	2.214	2.502
6.996	0.563	2.212	2.501
6.994	0.563	2.214	2.501
6.995	0.563	2.213	2.501
6.994	0.563	2.213	2.501
6.995	0.563	2.212	2.502
6.996	0.563	2.212	2.501
6.996	0.563	2.215	2.501
6.996	0.563	2.211	2.501
6.995	0.563	2.215	2.502
6.993	0.563	2.214	2.500
6.997	0.564	2.213	2.501
6.996	0.563	2.216	2.502
6.996	0.563	2.212	2.500
6.993	0.562	2.214	2.502
6.994	0.563	2.212	2.501
6.996	0.563	2.212	2.499
6.994	0.563	2.214	2.501
6.998	0.563	2.214	2.501
6.995	0.563	2.214	2.501
6.997	0.563	2.213	2.500
6.995	0.563	2.213	2.501
6.997	0.563	2.211	2.500
6.997	0.562	2.212	2.501
6.995	0.562	2.213	2.503
6.994	0.563	2.214	2.501
6.996	0.563	2.214	2.503
6.995	0.563	2.214	2.502
6.996	0.563	2.212	2.500
6.996	0.563	2.212	2.502
6.995	0.563	2.213	2.501
6.996	0.563	2.212	2.503
6.995	0.563	2.215	2.501
6.997	0.563	2.214	2.503
6.996	0.563	2.213	2.501
6.993	0.564	2.212	2.500
6.993	0.563	2.213	2.501
6.997	0.564	2.216	2.501
6.996	0.563	2.214	2.502
6.995	0.563	2.214	2.500
6.995	0.563	2.216	2.500
6.994	0.563	2.214	2.499
6.995	0.563	2.213	2.501
6.996	0.563	2.212	2.499
6.996	0.563	2.213	2.499
6.994	0.563	2.214	2.501
6.993	0.563	2.215	2.499
6.995	0.563	2.214	2.499
6.997	0.563	2.211	2.499
6.996	0.563	2.212	2.500
6.997	0.563	2.211	2.500
6.994	0.563	2.213	2.500
6.995	0.563	2.212	2.499
6.995	0.563	2.213	2.500
6.994	0.563	2.213	2.501
6.995	0.563	2.215	2.501
6.995	0.562	2.217	2.500
6.996	0.563	2.213	2.502
6.996	0.563	2.215	2.501
6.997	0.562	2.213	2.500
6.999	0.562	2.212	2.501
6.996	0.563	2.214	2.501
6.995	0.564	2.216	2.502
6.996	0.563	2.214	2.502
6.995	0.563	2.214	2.500
6.996	0.563	2.215	2.501
6.997	0.562	2.214	2.501
6.993	0.563	2.212	2.501
6.992	0.563	2.215	2.500
6.997	0.562	2.212	2.501
6.998	0.563	2.211	2.499
6.996	0.563	2.216	2.502
6.994	0.563	2.215	2.502
6.993	0.564	2.216	2.500
6.996	0.563	2.212	2.500
6.994	0.563	2.215	2.501
6.995	0.562	2.214	2.502
6.995	0.563	2.212	2.502
6.994	0.563	2.215	2.501
6.997	0.563	2.215	2.501
6.995	0.563	2.213	2.501
6.996	0.564	2.214	2.501
6.998	0.563	2.212	2.501
6.993	0.563	2.213	2.501
6.994	0.562	2.211	2.499
6.996	0.563	2.214	2.501
6.996	0.563	2.215	2.501
6.999	0.563	2.214	2.499
6.995	0.563	2.212	2.501
6.996	0.563	2.213	2.501
6.996	0.563	2.212	2.499
6.996	0.563	2.213	2.499
6.997	0.563	2.213	2.499
6.996	0.563	2.214	2.500
6.993	0.562	2.214	2.502
6.992	0.563	2.215	2.500
6.995	0.563	2.213	2.500
6.996	0.563	2.213	2.500
6.996	0.563	2.216	2.500
6.995	0.563	2.214	2.500
6.996	0.563	2.215	2.501
6.997	0.562	2.213	2.502
6.997	0.563	2.212	2.498
6.996	0.562	2.211	2.500
6.996	0.562	2.215	2.501
6.995	0.563	2.213	2.500
6.996	0.563	2.213	2.500
6.997	0.563	2.214	2.499
6.996	0.563	2.215	2.499
6.993	0.563	2.212	2.499
6.995	0.563	2.215	2.501
6.995	0.563	2.213	2.500
6.995	0.564	2.213	2.502
6.995	0.563	2.217	2.502
6.995	0.564	2.213	2.502
6.996	0.564	2.214	2.500
6.996	0.564	2.215	2.500
6.998	0.564	2.213	2.502
6.997	0.563	2.213	2.500
6.997	0.563	2.213	2.502
6.994	0.563	2.215	2.501
6.993	0.563	2.215	2.501
6.994	0.563	2.214	2.502
6.994	0.563	2.214	2.502
6.996	0.563	2.215	2.502
6.995	0.563	2.218	2.500
6.997	0.563	2.214	2.501
6.995	0.564	2.216	2.500
6.996	0.563	2.213	2.500
6.998	0.563	2.215	2.501
6.997	0.563	2.213	2.501
6.996	0.563	2.214	2.501
6.995	0.563	2.214	2.501
6.995	0.564	2.212	2.502
6.997	0.563	2.214	2.502
6.996	0.563	2.214	2.502
6.996	0.563	2.215	2.500
6.995	0.563	2.213	2.500
6.996	0.562	2.213	2.502
6.996	0.563	2.214	2.500
6.996	0.563	2.216	2.503
6.995	0.563	2.215	2.500
6.993	0.563	2.213	2.501
6.996	0.564	2.215	2.500
6.996	0.563	2.215	2.500
6.998	0.563	2.214	2.499
6.997	0.563	2.216	2.500
6.995	0.563	2.213	2.501
6.992	0.563	2.214	2.501
6.995	0.563	2.214	2.501
6.998	0.563	2.214	2.500
6.998	0.563	2.214	2.500
6.998	0.563	2.213	2.500
6.996	0.563	2.213	2.501
6.995	0.563	2.215	2.501
6.996	0.563	2.216	2.501
6.997	0.563	2.216	2.502
6.995	0.563	2.215	2.501
6.991	0.563	2.216	2.503
6.993	0.562	2.216	2.501
6.996	0.563	2.214	2.501
6.997	0.563	2.216	2.500
6.996	0.563	2.214	2.503
6.995	0.563	2.214	2.501
6.996	0.563	2.215	2.501
6.995	0.563	2.214	2.500
6.995	0.563	2.215	2.502
6.995	0.563	2.217	2.502
6.994	0.563	2.217	2.501
6.993	0.563	2.216	2.501
6.994	0.563	2.217	2.501
6.996	0.563	2.214	2.501
6.996	0.563	2.215	2.501
6.998	0.563	2.218	2.500
6.997	0.563	2.217	2.502
6.997	0.563	2.216	2.501
6.996	0.563	2.214	2.500
6.997	0.563	2.215	2.501
6.995	0.564	2.217	2.502
6.994	0.563	2.215	2.501
6.992	0.563	2.217	2.503
6.995	0.563	2.216	2.502
6.997	0.563	2.214	2.502
6.997	0.563	2.213	2.502
6.996	0.563	2.216	2.501
6.995	0.564	2.215	2.499
6.996	0.563	2.216	2.501
6.997	0.563	2.217	2.501
6.997	0.563	2.214	2.500
6.996	0.563	2.215	2.501
6.994	0.563	2.216	2.500
6.994	0.562	2.216	2.503
6.997	0.563	2.216	2.502
6.996	0.563	2.214	2.502
6.996	0.563	2.218	2.501
6.996	0.563	2.217	2.502
6.995	0.563	2.215	2.502
6.994	0.564	2.216	2.501
6.996	0.563	2.214	2.499
6.997	0.563	2.216	2.501
6.996	0.563	2.214	2.500
6.995	0.563	2.215	2.501
6.996	0.564	2.216	2.502
6.998	0.563	2.215	2.501
6.997	0.564	2.215	2.501
6.996	0.564	2.215	2.502
6.996	0.564	2.214	2.501
6.996	0.564	2.216	2.501
6.995	0.564	2.215	2.501
6.997	0.563	2.214	2.501
6.995	0.563	2.217	2.502
6.997	0.564	2.216	2.502
6.997	0.564	2.216	2.502
6.992	0.563	2.219	2.503
6.996	0.563	2.215	2.502
6.997	0.563	2.218	2.501
6.998	0.563	2.215	2.502
6.995	0.563	2.217	2.501
6.993	0.562	2.218	2.501
6.995	0.563	2.217	2.500
6.996	0.563	2.217	2.501
6.996	0.563	2.215	2.499
6.996	0.563	2.218	2.500
6.997	0.563	2.215	2.501
6.996	0.563	2.216	2.502
6.996	0.563	2.217	2.503
6.995	0.563	2.214	2.503
6.996	0.563	2.216	2.500
6.994	0.563	2.215	2.501
6.998	0.564	2.217	2.502
6.995	0.563	2.216	2.501
6.995	0.563	2.216	2.500
6.995	0.563	2.218	2.500
6.995	0.563	2.215	2.501
6.991	0.563	2.215	2.501
6.997	0.562	2.215	2.500
6.996	0.563	2.220	2.500
6.996	0.563	2.218	2.501
6.995	0.563	2.215	2.501
6.997	0.563	2.216	2.501
6.995	0.563	2.219	2.503
6.995	0.562	2.215	2.503
6.996	0.563	2.216	2.500
6.997	0.563	2.218	2.499
6.994	0.563	2.219	2.502
6.996	0.563	2.219	2.501
6.997	0.563	2.217	2.502
6.997	0.563	2.217	2.502
6.996	0.562	2.217	2.502
6.995	0.563	2.219	2.500
6.993	0.563	2.217	2.503
6.995	0.563	2.218	2.501
6.998	0.563	2.219	2.501
6.996	0.563	2.218	2.501
6.997	0.563	2.215	2.502
6.993	0.563	2.219	2.500
6.994	0.563	2.218	2.502
6.995	0.563	2.216	2.500
6.998	0.563	2.216	2.500
6.999	0.563	2.216	2.501
6.996	0.563	2.218	2.500
6.995	0.563	2.217	2.501
6.997	0.562	2.216	2.500
6.996	0.563	2.216	2.499
6.995	0.563	2.216	2.502
6.995	0.563	2.215	2.502
6.994	0.563	2.218	2.502
6.998	0.563	2.217	2.501
6.998	0.563	2.218	2.501
6.998	0.563	2.217	2.502
6.996	0.563	2.217	2.500
6.994	0.563	2.216	2.500
6.992	0.562	2.215	2.499
6.996	0.563	2.216	2.500
6.997	0.563	2.215	2.502
6.997	0.563	2.217	2.501
6.996	0.563	2.217	2.500
6.994	0.564	2.217	2.501
6.997	0.563	2.216	2.500
6.997	0.563	2.214	2.501
6.996	0.563	2.217	2.501
6.994	0.563	2.217	2.499
6.994	0.563	2.217	2.502
6.997	0.563	2.215	2.501
6.997	0.564	2.218	2.502
6.997	0.563	2.216	2.501
6.996	0.563	2.218	2.502
6.995	0.563	2.219	2.502
6.994	0.563	2.218	2.502
6.993	0.563	2.220	2.499
6.997	0.563	2.218	2.502
6.995	0.563	2.216	2.501
6.998	0.564	2.219	2.500
6.996	0.563	2.218	2.500
6.997	0.563	2.219	2.501
6.998	0.563	2.218	2.500
6.996	0.563	2.219	2.500
6.995	0.563	2.214	2.500
6.993	0.563	2.218	2.503
6.996	0.563	2.217	2.502
6.996	0.563	2.218	2.502
6.995	0.563	2.217	2.501
6.992	0.563	2.218	2.502
6.997	0.563	2.216	2.501
6.995	0.563	2.220	2.502
6.997	0.563	2.217	2.500
6.996	0.563	2.220	2.501
6.996	0.562	2.218	2.501
6.995	0.563	2.218	2.500
6.995	0.563	2.219	2.501
6.996	0.563	2.219	2.501
6.996	0.563	2.218	2.501
6.996	0.563	2.217	2.500
6.997	0.563	2.218	2.503
6.996	0.563	2.216	2.500
6.996	0.563	2.220	2.500
6.996	0.563	2.219	2.501
6.998	0.563	2.218	2.501
6.993	0.563	2.218	2.502
6.996	0.563	2.219	2.502
6.996	0.563	2.219	2.503
6.998	0.563	2.219	2.501
6.998	0.563	2.218	2.502
6.995	0.563	2.220	2.502
6.993	0.563	2.219	2.501
6.996	0.563	2.218	2.501
6.994	0.563	2.218	2.502
6.997	0.563	2.220	2.502
6.996	0.563	2.219	2.502
6.995	0.563	2.218	2.502
6.996	0.563	2.219	2.502
6.996	0.563	2.217	2.503
6.996	0.563	2.221	2.501
6.997	0.563	2.218	2.502
6.997	0.563	2.218	2.501
6.995	0.563	2.217	2.502
6.994	0.563	2.217	2.502
6.996	0.563	2.217	2.502
6.998	0.563	2.218	2.500
6.998	0.563	2.219	2.501
6.995	0.563	2.218	2.501
6.998	0.563	2.218	2.503
6.997	0.563	2.221	2.502
6.997	0.563	2.217	2.501
6.995	0.563	2.220	2.501
6.996	0.563	2.219	2.503
6.995	0.563	2.217	2.501
6.993	0.563	2.219	2.501
6.995	0.563	2.218	2.501
6.996	0.563	2.219	2.502
6.995	0.563	2.218	2.502
6.997	0.563	2.217	2.502
6.998	0.563	2.217	2.500
6.996	0.563	2.219	2.502
6.997	0.563	2.215	2.500
6.994	0.563	2.220	2.502
6.995	0.563	2.218	2.500
6.996	0.563	2.219	2.500
6.995	0.563	2.219	2.501
6.995	0.562	2.218	2.500
6.996	0.563	2.216	2.499
6.992	0.563	2.218	2.499
6.996	0.563	2.216	2.499
6.996	0.563	2.216	2.498
6.994	0.563	2.217	2.500
6.995	0.563	2.217	2.499
6.994	0.563	2.219	2.498
6.995	0.563	2.218	2.500
6.996	0.563	2.218	2.499
6.998	0.563	2.216	2.500
6.998	0.563	2.217	2.501
6.997	0.564	2.219	2.499
6.995	0.563	2.218	2.501
6.995	0.563	2.217	2.500
6.996	0.563	2.217	2.500
6.996	0.563	2.215	2.499
6.996	0.563	2.217	2.500
6.995	0.563	2.217	2.499
6.993	0.563	2.219	2.500
6.996	0.564	2.217	2.501
6.997	0.563	2.218	2.500
6.996	0.563	2.219	2.500
6.995	0.564	2.216	2.500
6.993	0.563	2.217	2.500
6.996	0.563	2.218	2.501
6.997	0.563	2.218	2.501
6.997	0.563	2.216	2.500
6.996	0.563	2.218	2.499
6.993	0.563	2.219	2.499
6.994	0.564	2.216	2.501
6.995	0.563	2.220	2.499
6.996	0.563	2.218	2.500
6.997	0.563	2.218	2.501
6.996	0.563	2.217	2.500
6.996	0.563	2.218	2.500
6.997	0.563	2.216	2.501
6.997	0.564	2.216	2.500
6.996	0.563	2.218	2.500
6.996	0.563	2.220	2.502
6.996	0.563	2.217	2.502
6.997	0.563	2.221	2.500
6.997	0.563	2.221	2.500
6.997	0.563	2.219	2.500
6.995	0.563	2.223	2.501
6.996	0.563	2.218	2.501
6.995	0.564	2.221	2.502
6.996	0.563	2.218	2.500
6.998	0.563	2.222	2.500
6.997	0.563	2.218	2.501
6.997	0.563	2.220	2.501
6.994	0.563	2.218	2.500
6.995	0.563	2.218	2.500
6.998	0.563	2.218	2.501
6.997	0.563	2.217	2.502
6.996	0.563	2.218	2.501
6.995	0.563	2.220	2.500
6.995	0.564	2.219	2.500
6.997	0.563	2.221	2.499
6.997	0.563	2.217	2.500
6.997	0.563	2.216	2.499
6.996	0.562	2.221	2.500
6.994	0.563	2.218	2.502
6.995	0.563	2.220	2.501
6.998	0.563	2.216	2.501
6.998	0.563	2.220	2.500
6.996	0.563	2.219	2.500
6.994	0.563	2.217	2.500
6.994	0.563	2.217	2.500
6.995	0.562	2.216	2.501
6.997	0.563	2.217	2.501
6.998	0.563	2.219	2.500
6.993	0.563	2.218	2.501
6.995	0.563	2.220	2.501
6.995	0.563	2.218	2.501
6.997	0.563	2.219	2.501
6.995	0.563	2.218	2.501
6.998	0.563	2.220	2.501
6.996	0.563	2.220	2.501
6.994	0.562	2.221	2.500
6.996	0.563	2.217	2.500
6.996	0.563	2.218	2.502
6.996	0.563	2.218	2.500
6.995	0.563	2.217	2.499
6.996	0.563	2.219	2.501
6.997	0.563	2.220	2.500
6.995	0.562	2.217	2.501
6.995	0.563	2.216	2.499
6.993	0.563	2.218	2.500
6.995	0.563	2.218	2.500
6.996	0.563	2.216	2.500
6.997	0.563	2.218	2.499
6.997	0.563	2.216	2.499
6.994	0.564	2.216	2.499
6.994	0.563	2.217	2.500
6.995	0.563	2.220	2.499
6.999	0.563	2.219	2.500
6.999	0.563	2.218	2.499
6.995	0.563	2.221	2.501
6.997	0.563	2.218	2.501
6.994	0.563	2.217	2.499
6.995	0.563	2.219	2.500
6.997	0.563	2.221	2.501
6.997	0.563	2.217	2.500
6.994	0.563	2.216	2.499
6.993	0.563	2.219	2.501
6.992	0.563	2.218	2.501
6.995	0.563	2.216	2.500
6.996	0.563	2.217	2.500
6.998	0.563	2.217	2.501
6.996	0.563	2.220	2.502
6.995	0.563	2.221	2.501
6.995	0.564	2.221	2.500
6.996	0.563	2.218	2.501
6.995	0.564	2.217	2.501
6.997	0.563	2.218	2.502
6.996	0.563	2.219	2.500
6.996	0.563	2.220	2.497
6.996	0.563	2.218	2.499
6.993	0.563	2.219	2.502
6.994	0.563	2.218	2.501
6.998	0.563	2.217	2.501
6.997	0.563	2.221	2.500
6.995	0.562	2.219	2.501
6.997	0.562	2.220	2.500
6.997	0.563	2.220	2.502
6.992	0.563	2.218	2.500
6.996	0.563	2.219	2.500
6.993	0.563	2.218	2.500
6.996	0.562	2.219	2.501
6.997	0.563	2.219	2.500
6.995	0.562	2.219	2.500
6.994	0.563	2.219	2.501
6.994	0.563	2.218	2.501
6.998	0.564	2.220	2.500
6.995	0.563	2.220	2.502
6.996	0.564	2.219	2.501
6.997	0.563	2.220	2.500
6.995	0.563	2.222	2.501
6.994	0.563	2.219	2.502
6.996	0.563	2.217	2.501
6.995	0.562	2.221	2.501
6.993	0.563	2.219	2.502
6.996	0.562	2.220	2.500
6.996	0.562	2.219	2.500
6.997	0.563	2.220	2.500
6.995	0.563	2.219	2.500
