presFesto-0[V]	DigOut-1[V]	MPX100-2[V]	HAF075#2-9[V]
7.008	0.564	2.276	2.501
7.008	0.563	2.277	2.501
7.006	0.563	2.278	2.500
7.008	0.563	2.277	2.501
7.009	0.563	2.278	2.501
7.008	0.563	2.279	2.499
7.007	0.562	2.276	2.499
7.007	0.563	2.277	2.500
7.009	0.563	2.279	2.501
7.008	0.565	2.278	2.500
7.007	0.563	2.278	2.500
7.007	0.563	2.279	2.501
7.009	0.563	2.278	2.500
7.010	0.563	2.277	2.501
7.008	0.563	2.278	2.500
7.006	0.563	2.277	2.500
7.006	0.563	2.278	2.500
7.010	0.563	2.278	2.500
7.009	0.564	2.278	2.502
7.009	0.564	2.279	2.500
7.006	0.563	2.280	2.500
7.008	0.563	2.277	2.500
7.011	0.563	2.279	2.501
7.009	0.563	2.278	2.501
7.006	0.563	2.279	2.501
7.005	0.563	2.279	2.501
7.012	0.563	2.281	2.501
7.009	0.563	2.275	2.500
7.008	0.563	2.278	2.500
7.008	0.563	2.278	2.500
7.011	0.563	2.276	2.499
7.007	0.563	2.277	2.500
7.006	0.562	2.277	2.500
7.008	0.563	2.279	2.499
7.011	0.563	2.277	2.500
7.010	0.563	2.278	2.499
7.009	0.562	2.277	2.499
7.008	0.563	2.275	2.500
7.008	0.563	2.277	2.499
7.007	0.563	2.277	2.499
7.010	0.562	2.276	2.500
7.008	0.563	2.279	2.499
7.008	0.562	2.278	2.500
7.008	0.563	2.277	2.499
7.012	0.563	2.276	2.499
7.010	0.562	2.278	2.500
7.008	0.563	2.277	2.499
7.007	0.563	2.277	2.500
7.010	0.564	2.277	2.498
7.008	0.563	2.279	2.499
7.009	0.563	2.278	2.498
7.008	0.563	2.276	2.499
7.006	0.563	2.278	2.498
7.006	0.562	2.279	2.500
7.008	0.563	2.276	2.499
7.008	0.563	2.275	2.499
7.009	0.563	2.275	2.500
7.007	0.563	2.275	2.499
7.008	0.562	2.279	2.500
7.008	0.563	2.278	2.500
7.009	0.563	2.278	2.499
7.009	0.563	2.277	2.499
7.008	0.563	2.278	2.499
7.009	0.563	2.277	2.499
7.008	0.563	2.277	2.499
7.009	0.563	2.278	2.498
7.008	0.563	2.278	2.499
7.006	0.563	2.276	2.500
7.005	0.563	2.277	2.499
7.007	0.564	2.278	2.500
7.008	0.564	2.280	2.499
7.008	0.562	2.277	2.501
7.009	0.563	2.275	2.498
7.009	0.562	2.278	2.499
7.005	0.562	2.276	2.499
7.009	0.563	2.279	2.499
7.009	0.563	2.275	2.499
7.009	0.563	2.276	2.499
7.007	0.563	2.277	2.498
7.007	0.562	2.279	2.500
7.008	0.563	2.277	2.500
7.008	0.563	2.278	2.499
7.010	0.563	2.278	2.499
7.010	0.562	2.278	2.500
7.008	0.562	2.278	2.501
7.006	0.563	2.278	2.499
7.010	0.563	2.277	2.500
7.008	0.562	2.276	2.499
7.008	0.562	2.278	2.499
7.007	0.563	2.277	2.500
7.008	0.563	2.279	2.499
7.008	0.563	2.278	2.499
7.009	0.563	2.278	2.500
7.010	0.562	2.277	2.500
7.011	0.563	2.278	2.500
7.010	0.563	2.278	2.500
7.008	0.563	2.277	2.500
7.008	0.563	2.279	2.499
7.008	0.563	2.277	2.499
7.008	0.563	2.277	2.500
7.008	0.563	2.277	2.501
7.005	0.563	2.277	2.500
7.008	0.563	2.277	2.499
7.009	0.563	2.277	2.501
7.008	0.563	2.280	2.500
7.009	0.563	2.280	2.500
7.009	0.563	2.278	2.500
7.010	0.563	2.277	2.500
7.007	0.563	2.279	2.501
7.009	0.562	2.279	2.500
7.008	0.563	2.279	2.501
7.008	0.563	2.279	2.500
7.008	0.563	2.282	2.500
7.008	0.563	2.280	2.501
7.009	0.563	2.278	2.499
7.007	0.563	2.280	2.501
7.011	0.564	2.280	2.500
7.007	0.563	2.276	2.499
7.011	0.563	2.275	2.500
7.008	0.563	2.278	2.500
7.010	0.562	2.280	2.501
7.006	0.562	2.279	2.500
7.007	0.564	2.278	2.501
7.008	0.563	2.276	2.501
7.011	0.563	2.278	2.499
7.009	0.562	2.277	2.500
7.008	0.563	2.277	2.499
7.007	0.562	2.280	2.501
7.007	0.562	2.279	2.499
7.010	0.563	2.280	2.500
7.009	0.563	2.278	2.502
7.006	0.563	2.276	2.499
7.006	0.562	2.279	2.501
7.005	0.563	2.278	2.499
7.008	0.563	2.278	2.501
7.008	0.563	2.276	2.499
7.008	0.563	2.279	2.499
7.008	0.563	2.277	2.500
7.007	0.564	2.276	2.500
7.006	0.564	2.278	2.499
7.010	0.564	2.278	2.499
7.007	0.563	2.274	2.498
7.006	0.564	2.278	2.499
7.006	0.563	2.276	2.499
7.008	0.563	2.277	2.499
7.008	0.563	2.276	2.499
7.012	0.563	2.278	2.498
7.009	0.564	2.276	2.499
7.008	0.563	2.276	2.499
7.008	0.563	2.277	2.499
7.007	0.564	2.278	2.499
7.007	0.563	2.279	2.499
7.010	0.563	2.276	2.498
7.008	0.563	2.278	2.499
7.008	0.563	2.278	2.498
7.008	0.563	2.277	2.498
7.008	0.563	2.276	2.499
7.008	0.563	2.276	2.498
7.009	0.564	2.280	2.500
7.009	0.563	2.276	2.501
7.006	0.564	2.280	2.498
7.008	0.564	2.281	2.501
7.009	0.564	2.277	2.500
7.010	0.563	2.278	2.498
7.010	0.563	2.278	2.500
7.006	0.563	2.277	2.499
7.009	0.564	2.277	2.499
7.009	0.564	2.278	2.500
7.009	0.563	2.278	2.499
7.008	0.564	2.277	2.499
7.006	0.563	2.278	2.500
7.005	0.563	2.279	2.500
7.007	0.563	2.279	2.501
7.012	0.563	2.278	2.501
7.008	0.563	2.280	2.499
7.007	0.563	2.282	2.501
7.007	0.563	2.278	2.500
7.008	0.563	2.279	2.499
7.009	0.563	2.278	2.500
7.008	0.563	2.281	2.499
7.006	0.562	2.278	2.500
7.005	0.563	2.276	2.500
7.009	0.563	2.280	2.499
7.010	0.563	2.279	2.500
7.009	0.563	2.275	2.500
7.008	0.563	2.278	2.499
7.010	0.563	2.278	2.500
7.007	0.563	2.279	2.498
7.008	0.563	2.279	2.499
7.013	0.563	2.278	2.499
7.009	0.563	2.277	2.499
7.008	0.563	2.275	2.499
7.006	0.563	2.277	2.502
7.008	0.563	2.275	2.501
7.008	0.563	2.279	2.500
7.010	0.563	2.277	2.499
7.010	0.563	2.276	2.500
7.008	0.562	2.280	2.500
7.007	0.563	2.280	2.501
7.008	0.563	2.276	2.500
7.010	0.563	2.275	2.501
7.011	0.562	2.276	2.499
7.008	0.563	2.275	2.501
7.005	0.563	2.277	2.499
7.008	0.563	2.280	2.500
7.009	0.563	2.278	2.500
7.012	0.563	2.278	2.500
7.007	0.563	2.279	2.500
7.008	0.563	2.277	2.500
7.005	0.563	2.276	2.501
7.009	0.563	2.278	2.501
7.008	0.563	2.279	2.500
7.006	0.563	2.277	2.499
7.008	0.564	2.280	2.500
7.007	0.563	2.277	2.499
7.010	0.563	2.278	2.500
7.010	0.563	2.277	2.499
7.009	0.563	2.275	2.500
7.008	0.563	2.280	2.499
7.008	0.563	2.280	2.499
7.006	0.563	2.278	2.499
7.007	0.563	2.278	2.499
7.010	0.562	2.280	2.499
7.007	0.563	2.276	2.499
7.006	0.562	2.277	2.501
7.007	0.563	2.277	2.500
7.010	0.563	2.278	2.500
7.005	0.563	2.277	2.500
7.009	0.564	2.277	2.501
7.009	0.563	2.279	2.500
7.007	0.564	2.281	2.501
7.008	0.563	2.278	2.500
7.008	0.563	2.277	2.501
7.008	0.564	2.277	2.500
7.008	0.563	2.278	2.500
7.007	0.563	2.279	2.501
7.006	0.563	2.277	2.500
7.008	0.563	2.275	2.500
7.008	0.563	2.278	2.501
7.010	0.563	2.276	2.502
7.009	0.563	2.277	2.500
7.008	0.563	2.278	2.500
7.008	0.563	2.276	2.500
7.008	0.562	2.278	2.500
7.009	0.562	2.279	2.499
7.009	0.563	2.279	2.499
7.007	0.563	2.278	2.500
7.010	0.563	2.280	2.499
7.009	0.563	2.277	2.499
7.007	0.563	2.279	2.499
7.006	0.563	2.279	2.500
7.008	0.563	2.277	2.500
7.008	0.563	2.278	2.499
7.009	0.563	2.276	2.500
7.009	0.563	2.276	2.500
7.009	0.563	2.278	2.499
7.008	0.563	2.276	2.499
7.008	0.563	2.279	2.499
7.011	0.563	2.278	2.501
7.009	0.563	2.278	2.499
7.005	0.563	2.277	2.500
7.007	0.563	2.278	2.500
7.006	0.563	2.278	2.500
7.007	0.563	2.277	2.500
7.012	0.562	2.275	2.500
7.009	0.563	2.278	2.499
7.007	0.563	2.277	2.500
7.006	0.562	2.278	2.499
7.006	0.562	2.278	2.500
7.011	0.563	2.276	2.499
7.008	0.563	2.275	2.499
7.007	0.563	2.276	2.499
7.009	0.563	2.276	2.500
7.006	0.563	2.277	2.498
7.007	0.563	2.278	2.499
7.009	0.562	2.279	2.499
7.009	0.563	2.275	2.498
7.008	0.562	2.275	2.499
7.009	0.562	2.276	2.499
7.008	0.563	2.280	2.499
7.010	0.563	2.277	2.499
7.006	0.563	2.277	2.499
7.009	0.563	2.276	2.499
7.010	0.563	2.277	2.498
7.008	0.563	2.277	2.499
7.009	0.563	2.279	2.499
7.012	0.563	2.275	2.499
7.007	0.562	2.279	2.500
7.009	0.563	2.278	2.499
7.008	0.563	2.278	2.499
7.008	0.562	2.279	2.500
7.007	0.563	2.276	2.501
7.009	0.563	2.278	2.500
7.007	0.563	2.279	2.500
7.008	0.563	2.279	2.500
7.009	0.563	2.275	2.500
7.007	0.562	2.278	2.499
7.008	0.563	2.279	2.499
7.006	0.563	2.278	2.499
7.008	0.563	2.278	2.498
7.007	0.562	2.275	2.499
7.007	0.564	2.278	2.499
7.010	0.562	2.280	2.500
7.009	0.563	2.279	2.500
7.006	0.563	2.275	2.499
7.007	0.563	2.279	2.499
7.009	0.563	2.274	2.500
7.008	0.563	2.275	2.499
7.008	0.564	2.278	2.499
7.008	0.563	2.279	2.498
7.007	0.563	2.275	2.499
7.007	0.563	2.279	2.500
7.008	0.563	2.277	2.500
7.009	0.563	2.279	2.499
7.010	0.563	2.278	2.499
7.007	0.563	2.277	2.498
7.008	0.563	2.277	2.498
7.008	0.563	2.277	2.499
7.010	0.563	2.277	2.499
7.010	0.563	2.280	2.500
7.007	0.563	2.279	2.499
7.007	0.563	2.278	2.499
7.008	0.563	2.280	2.499
7.007	0.563	2.280	2.500
7.010	0.563	2.277	2.500
7.010	0.564	2.276	2.499
7.008	0.563	2.277	2.499
7.008	0.563	2.277	2.499
7.008	0.563	2.277	2.499
7.005	0.562	2.277	2.500
7.008	0.562	2.277	2.501
7.007	0.563	2.277	2.499
7.008	0.563	2.279	2.500
7.010	0.563	2.277	2.500
7.008	0.562	2.278	2.498
7.008	0.562	2.278	2.500
7.006	0.563	2.277	2.499
7.007	0.563	2.279	2.500
7.010	0.563	2.278	2.500
7.009	0.563	2.278	2.498
7.010	0.563	2.277	2.500
7.008	0.563	2.279	2.500
7.006	0.563	2.275	2.498
7.009	0.563	2.278	2.500
7.005	0.563	2.276	2.499
7.009	0.563	2.278	2.499
7.009	0.563	2.277	2.500
7.007	0.563	2.278	2.501
7.007	0.563	2.278	2.500
7.006	0.563	2.279	2.500
7.005	0.563	2.278	2.500
7.007	0.563	2.278	2.500
7.006	0.563	2.279	2.499
7.009	0.563	2.279	2.499
7.011	0.563	2.278	2.500
7.010	0.562	2.278	2.501
7.009	0.563	2.279	2.501
7.009	0.563	2.278	2.500
7.006	0.563	2.280	2.500
7.007	0.563	2.280	2.503
7.008	0.563	2.278	2.501
7.010	0.563	2.277	2.499
7.008	0.563	2.278	2.500
7.009	0.563	2.279	2.499
7.007	0.563	2.276	2.499
7.008	0.563	2.278	2.500
7.009	0.563	2.281	2.500
7.010	0.563	2.278	2.500
7.010	0.563	2.278	2.501
7.008	0.563	2.283	2.501
7.008	0.563	2.277	2.500
7.008	0.563	2.280	2.501
7.005	0.562	2.281	2.500
7.007	0.563	2.277	2.500
7.008	0.563	2.277	2.501
7.008	0.563	2.277	2.500
7.009	0.563	2.280	2.501
7.007	0.563	2.278	2.500
7.007	0.563	2.280	2.499
7.009	0.563	2.280	2.499
7.010	0.563	2.278	2.500
7.008	0.563	2.278	2.500
7.008	0.562	2.280	2.500
7.009	0.562	2.278	2.500
7.006	0.563	2.280	2.502
7.005	0.563	2.279	2.502
7.008	0.563	2.279	2.502
7.009	0.563	2.280	2.501
7.007	0.563	2.279	2.500
7.008	0.563	2.282	2.501
7.007	0.562	2.279	2.502
7.007	0.563	2.280	2.500
7.007	0.563	2.279	2.500
7.007	0.562	2.279	2.501
7.006	0.563	2.280	2.501
7.009	0.563	2.277	2.500
7.009	0.563	2.277	2.500
7.008	0.563	2.280	2.501
7.010	0.563	2.280	2.502
7.008	0.563	2.279	2.501
7.007	0.563	2.278	2.500
7.008	0.564	2.279	2.500
7.009	0.563	2.279	2.501
7.010	0.564	2.278	2.500
7.006	0.563	2.280	2.501
7.009	0.563	2.278	2.501
7.009	0.563	2.280	2.502
7.010	0.563	2.279	2.501
7.011	0.563	2.279	2.501
7.008	0.562	2.278	2.501
7.007	0.563	2.278	2.500
7.007	0.563	2.279	2.501
7.007	0.563	2.280	2.499
7.006	0.563	2.277	2.499
7.009	0.563	2.278	2.500
7.006	0.563	2.278	2.500
7.008	0.563	2.279	2.501
7.005	0.563	2.278	2.500
7.010	0.562	2.280	2.499
7.010	0.563	2.277	2.500
7.007	0.563	2.277	2.500
7.006	0.563	2.276	2.501
7.008	0.563	2.278	2.500
7.009	0.563	2.277	2.499
7.008	0.563	2.280	2.501
7.008	0.562	2.279	2.501
7.010	0.562	2.280	2.500
7.008	0.563	2.277	2.500
7.008	0.563	2.278	2.500
7.009	0.563	2.280	2.499
7.009	0.563	2.277	2.502
7.008	0.563	2.279	2.499
7.008	0.563	2.280	2.499
7.007	0.563	2.279	2.501
7.008	0.563	2.277	2.501
7.011	0.563	2.278	2.502
7.007	0.563	2.279	2.500
7.009	0.563	2.279	2.501
7.005	0.563	2.280	2.501
7.009	0.563	2.280	2.500
7.011	0.563	2.276	2.499
7.008	0.563	2.279	2.499
7.006	0.563	2.279	2.500
7.007	0.563	2.278	2.501
7.010	0.563	2.279	2.501
7.008	0.563	2.281	2.500
7.010	0.563	2.278	2.500
7.008	0.563	2.279	2.499
7.006	0.563	2.280	2.501
7.009	0.563	2.278	2.499
7.011	0.563	2.280	2.500
7.008	0.563	2.277	2.501
7.010	0.562	2.278	2.500
7.008	0.563	2.276	2.501
7.007	0.563	2.278	2.501
7.006	0.563	2.277	2.499
7.008	0.562	2.279	2.499
7.011	0.563	2.277	2.499
7.009	0.563	2.277	2.498
7.008	0.563	2.278	2.499
7.007	0.562	2.279	2.500
7.007	0.563	2.279	2.500
7.008	0.562	2.278	2.500
7.009	0.563	2.277	2.500
7.007	0.563	2.279	2.500
7.007	0.563	2.278	2.501
7.006	0.563	2.277	2.500
7.010	0.563	2.276	2.499
7.010	0.563	2.279	2.498
7.008	0.562	2.277	2.500
7.009	0.563	2.277	2.500
7.009	0.563	2.277	2.500
7.008	0.562	2.279	2.500
7.007	0.563	2.278	2.500
7.007	0.563	2.279	2.500
7.007	0.563	2.282	2.500
7.008	0.563	2.278	2.500
7.009	0.563	2.278	2.501
7.012	0.563	2.281	2.501
7.008	0.563	2.279	2.501
7.009	0.563	2.278	2.500
7.010	0.563	2.278	2.500
7.011	0.563	2.279	2.501
7.009	0.563	2.279	2.500
7.008	0.562	2.280	2.498
7.008	0.563	2.278	2.500
7.007	0.563	2.279	2.500
7.005	0.564	2.277	2.501
7.009	0.563	2.279	2.501
7.010	0.563	2.278	2.502
7.009	0.563	2.279	2.500
7.006	0.563	2.279	2.501
7.006	0.563	2.278	2.500
7.008	0.563	2.278	2.500
7.009	0.562	2.278	2.500
7.008	0.563	2.276	2.500
7.008	0.563	2.277	2.499
7.006	0.562	2.279	2.499
7.008	0.563	2.276	2.499
7.010	0.563	2.279	2.501
7.010	0.562	2.277	2.501
7.008	0.563	2.277	2.502
7.007	0.564	2.275	2.499
7.009	0.563	2.281	2.500
7.008	0.563	2.277	2.501
7.008	0.562	2.279	2.502
7.008	0.563	2.280	2.501
7.009	0.563	2.278	2.501
7.008	0.562	2.278	2.501
7.008	0.563	2.279	2.500
7.010	0.563	2.280	2.500
7.009	0.563	2.278	2.498
7.008	0.563	2.277	2.498
7.007	0.563	2.276	2.499
7.008	0.562	2.279	2.501
7.011	0.563	2.277	2.501
7.011	0.563	2.278	2.499
7.006	0.564	2.278	2.500
7.007	0.563	2.278	2.501
7.008	0.563	2.277	2.499
7.008	0.563	2.278	2.500
7.008	0.563	2.280	2.500
7.010	0.563	2.280	2.499
7.008	0.563	2.278	2.500
7.006	0.563	2.278	2.500
7.007	0.563	2.277	2.500
7.008	0.564	2.280	2.501
7.005	0.563	2.279	2.499
7.007	0.563	2.281	2.500
7.005	0.563	2.276	2.501
7.007	0.563	2.280	2.502
7.009	0.563	2.278	2.501
7.010	0.562	2.281	2.501
7.008	0.562	2.279	2.501
7.007	0.562	2.281	2.500
7.008	0.563	2.280	2.500
7.009	0.563	2.276	2.501
7.008	0.563	2.276	2.500
7.006	0.563	2.277	2.500
7.006	0.563	2.280	2.499
7.006	0.563	2.275	2.500
7.008	0.563	2.280	2.500
7.010	0.563	2.277	2.501
7.009	0.562	2.278	2.501
7.007	0.563	2.280	2.501
7.006	0.563	2.279	2.502
7.007	0.563	2.279	2.501
7.006	0.563	2.278	2.501
7.009	0.563	2.281	2.500
7.009	0.563	2.278	2.499
7.006	0.562	2.278	2.500
7.006	0.563	2.278	2.501
7.007	0.563	2.278	2.500
7.007	0.563	2.280	2.500
7.009	0.563	2.278	2.500
7.009	0.563	2.280	2.501
7.009	0.563	2.278	2.500
7.009	0.562	2.280	2.501
7.010	0.563	2.278	2.501
7.009	0.563	2.279	2.502
7.009	0.563	2.277	2.500
7.007	0.564	2.282	2.502
7.008	0.563	2.279	2.501
7.006	0.563	2.277	2.501
7.008	0.564	2.279	2.500
7.007	0.563	2.277	2.502
7.008	0.564	2.280	2.502
7.011	0.563	2.279	2.500
7.008	0.564	2.279	2.500
7.008	0.563	2.284	2.501
7.007	0.564	2.276	2.501
7.008	0.564	2.280	2.501
7.008	0.564	2.277	2.501
7.009	0.563	2.277	2.501
7.009	0.563	2.278	2.501
7.008	0.563	2.279	2.500
7.006	0.562	2.278	2.501
7.005	0.563	2.280	2.501
7.007	0.563	2.278	2.500
7.009	0.563	2.278	2.500
7.008	0.564	2.276	2.499
7.007	0.563	2.278	2.500
7.008	0.563	2.278	2.500
7.008	0.563	2.279	2.501
7.009	0.563	2.280	2.499
7.008	0.563	2.277	2.499
7.009	0.563	2.279	2.500
7.008	0.563	2.277	2.500
7.007	0.563	2.277	2.498
7.006	0.563	2.277	2.501
7.007	0.563	2.278	2.499
7.011	0.564	2.277	2.500
7.008	0.562	2.277	2.501
7.009	0.563	2.277	2.498
7.006	0.562	2.279	2.499
7.007	0.563	2.280	2.499
7.007	0.562	2.278	2.500
7.006	0.563	2.277	2.498
7.008	0.563	2.277	2.500
7.007	0.563	2.280	2.500
7.007	0.563	2.275	2.500
7.011	0.563	2.277	2.501
7.007	0.563	2.276	2.499
7.007	0.563	2.277	2.500
7.009	0.562	2.278	2.501
7.008	0.563	2.278	2.499
7.008	0.563	2.276	2.499
7.009	0.564	2.279	2.499
7.007	0.563	2.275	2.499
7.006	0.563	2.280	2.500
7.010	0.563	2.277	2.500
7.008	0.563	2.280	2.500
7.007	0.563	2.278	2.500
7.008	0.563	2.280	2.500
7.008	0.563	2.278	2.499
7.007	0.563	2.278	2.498
7.007	0.563	2.277	2.500
7.008	0.563	2.277	2.499
7.008	0.563	2.277	2.499
7.008	0.563	2.279	2.499
7.009	0.563	2.278	2.500
7.008	0.562	2.276	2.499
7.008	0.563	2.279	2.500
7.007	0.563	2.278	2.500
7.008	0.563	2.277	2.500
7.006	0.562	2.278	2.501
7.010	0.563	2.280	2.500
7.007	0.563	2.279	2.500
7.009	0.563	2.279	2.499
7.005	0.563	2.278	2.500
7.006	0.563	2.277	2.500
7.007	0.563	2.279	2.500
7.007	0.563	2.280	2.500
7.011	0.563	2.277	2.499
7.009	0.563	2.277	2.502
7.009	0.563	2.276	2.500
7.008	0.562	2.279	2.502
7.006	0.563	2.278	2.500
7.009	0.562	2.278	2.500
7.009	0.562	2.277	2.500
7.008	0.563	2.279	2.501
7.005	0.562	2.277	2.500
7.008	0.563	2.278	2.499
7.010	0.563	2.279	2.500
7.008	0.563	2.279	2.499
7.007	0.563	2.279	2.502
7.008	0.563	2.277	2.500
7.008	0.563	2.277	2.500
7.009	0.563	2.278	2.500
7.009	0.562	2.280	2.500
7.008	0.563	2.280	2.500
7.008	0.563	2.276	2.500
7.007	0.563	2.279	2.500
7.006	0.563	2.276	2.499
7.008	0.563	2.279	2.500
7.008	0.563	2.278	2.500
7.007	0.563	2.278	2.501
7.006	0.563	2.274	2.501
7.006	0.563	2.279	2.501
7.010	0.564	2.278	2.499
7.008	0.563	2.278	2.500
7.008	0.563	2.278	2.500
7.008	0.562	2.276	2.499
7.007	0.563	2.278	2.499
7.005	0.563	2.277	2.499
7.008	0.563	2.277	2.500
7.010	0.563	2.278	2.500
7.008	0.563	2.277	2.501
7.007	0.563	2.279	2.501
7.007	0.562	2.279	2.501
7.009	0.564	2.275	2.499
7.008	0.563	2.278	2.499
7.011	0.563	2.276	2.500
7.007	0.563	2.280	2.500
7.007	0.563	2.275	2.499
7.006	0.563	2.277	2.499
7.007	0.563	2.278	2.500
7.006	0.563	2.278	2.500
7.007	0.563	2.278	2.498
7.011	0.563	2.275	2.499
7.009	0.563	2.277	2.499
7.010	0.563	2.278	2.500
7.007	0.563	2.276	2.499
7.010	0.563	2.275	2.498
7.009	0.562	2.279	2.498
7.007	0.563	2.278	2.501
7.007	0.563	2.278	2.499
7.010	0.563	2.279	2.498
7.005	0.563	2.276	2.499
7.007	0.563	2.277	2.500
7.008	0.563	2.277	2.498
7.009	0.563	2.278	2.499
7.009	0.563	2.277	2.499
7.008	0.563	2.277	2.499
7.008	0.563	2.277	2.498
7.006	0.563	2.275	2.499
7.006	0.563	2.276	2.499
7.010	0.563	2.274	2.498
7.012	0.562	2.277	2.498
7.009	0.563	2.277	2.497
7.005	0.563	2.277	2.499
7.007	0.563	2.277	2.500
7.010	0.562	2.277	2.501
7.009	0.563	2.278	2.501
7.008	0.563	2.276	2.500
7.006	0.563	2.277	2.499
7.008	0.562	2.278	2.500
7.008	0.563	2.276	2.499
7.007	0.562	2.279	2.500
7.009	0.563	2.277	2.500
7.009	0.562	2.277	2.500
7.007	0.563	2.279	2.499
7.008	0.563	2.277	2.501
7.008	0.563	2.277	2.501
7.008	0.562	2.278	2.500
7.010	0.563	2.278	2.501
7.010	0.563	2.279	2.501
7.007	0.563	2.279	2.500
7.009	0.563	2.280	2.501
7.009	0.563	2.278	2.501
7.009	0.563	2.280	2.500
7.010	0.562	2.277	2.502
7.007	0.563	2.278	2.500
7.009	0.563	2.278	2.499
7.011	0.563	2.277	2.500
7.011	0.563	2.279	2.500
7.006	0.562	2.277	2.499
7.008	0.563	2.277	2.500
7.008	0.563	2.279	2.501
7.008	0.563	2.277	2.500
7.009	0.563	2.275	2.499
7.009	0.563	2.277	2.500
7.008	0.563	2.279	2.499
7.008	0.563	2.275	2.498
7.009	0.563	2.279	2.500
7.008	0.562	2.277	2.499
7.007	0.563	2.279	2.499
7.008	0.563	2.277	2.500
7.009	0.563	2.275	2.499
7.006	0.563	2.276	2.499
7.008	0.563	2.278	2.499
7.009	0.563	2.277	2.499
7.006	0.563	2.277	2.498
7.009	0.563	2.276	2.499
7.008	0.563	2.276	2.501
7.008	0.563	2.276	2.499
7.008	0.563	2.276	2.499
7.008	0.564	2.279	2.500
7.004	0.563	2.279	2.498
7.009	0.563	2.279	2.500
7.008	0.563	2.279	2.499
7.008	0.563	2.278	2.500
7.008	0.563	2.279	2.500
7.008	0.562	2.278	2.500
7.007	0.563	2.276	2.501
7.009	0.563	2.277	2.500
7.011	0.563	2.275	2.499
7.009	0.563	2.277	2.501
7.008	0.563	2.279	2.500
7.005	0.563	2.279	2.502
7.006	0.563	2.280	2.500
7.006	0.563	2.278	2.500
7.011	0.563	2.278	2.501
7.009	0.563	2.278	2.500
7.008	0.563	2.276	2.500
7.008	0.563	2.277	2.500
7.008	0.563	2.276	2.499
7.008	0.563	2.278	2.499
7.008	0.563	2.278	2.501
7.008	0.563	2.278	2.500
7.009	0.563	2.275	2.500
7.009	0.563	2.278	2.499
7.009	0.563	2.279	2.499
7.009	0.563	2.278	2.500
7.005	0.563	2.277	2.499
7.004	0.564	2.277	2.498
7.010	0.563	2.277	2.499
7.010	0.563	2.278	2.500
7.008	0.563	2.279	2.500
7.009	0.563	2.276	2.500
7.007	0.563	2.277	2.499
7.007	0.563	2.279	2.500
7.007	0.563	2.280	2.499
7.011	0.563	2.275	2.500
7.007	0.563	2.277	2.500
7.008	0.563	2.280	2.499
7.008	0.563	2.276	2.500
7.010	0.562	2.277	2.500
7.010	0.563	2.277	2.500
7.010	0.563	2.280	2.500
7.009	0.563	2.278	2.500
7.008	0.563	2.278	2.500
7.008	0.563	2.277	2.499
7.008	0.563	2.280	2.499
7.008	0.563	2.277	2.499
7.008	0.563	2.277	2.500
7.009	0.562	2.278	2.498
7.008	0.563	2.277	2.500
7.012	0.563	2.277	2.500
7.010	0.563	2.277	2.499
7.008	0.563	2.277	2.500
7.008	0.563	2.275	2.499
7.007	0.563	2.280	2.499
7.009	0.563	2.276	2.499
7.009	0.563	2.276	2.498
7.008	0.562	2.276	2.498
7.008	0.562	2.278	2.499
7.007	0.563	2.274	2.499
7.007	0.563	2.277	2.500
7.008	0.563	2.278	2.498
7.008	0.563	2.276	2.499
7.008	0.562	2.275	2.499
7.009	0.564	2.277	2.499
7.012	0.563	2.276	2.499
7.008	0.563	2.276	2.499
7.008	0.563	2.275	2.500
7.008	0.563	2.276	2.498
7.009	0.563	2.277	2.498
7.009	0.563	2.276	2.499
7.008	0.563	2.274	2.497
7.009	0.563	2.276	2.497
7.007	0.564	2.276	2.497
7.008	0.563	2.277	2.498
7.005	0.563	2.275	2.498
7.008	0.564	2.275	2.498
7.009	0.563	2.275	2.498
7.008	0.564	2.273	2.498
7.008	0.563	2.274	2.498
7.009	0.563	2.276	2.499
7.007	0.563	2.276	2.499
7.009	0.563	2.275	2.500
7.009	0.563	2.276	2.499
7.007	0.563	2.277	2.499
7.007	0.563	2.277	2.498
7.007	0.563	2.279	2.498
7.009	0.563	2.275	2.500
7.009	0.563	2.275	2.498
7.009	0.563	2.277	2.498
7.008	0.564	2.274	2.499
7.008	0.563	2.276	2.499
7.009	0.563	2.274	2.499
7.006	0.563	2.277	2.498
7.007	0.563	2.278	2.500
7.007	0.563	2.278	2.500
7.009	0.563	2.275	2.498
7.008	0.564	2.279	2.499
7.008	0.563	2.277	2.499
7.008	0.563	2.273	2.500
7.008	0.563	2.275	2.498
7.006	0.563	2.278	2.499
7.009	0.563	2.277	2.499
7.009	0.562	2.274	2.499
7.008	0.563	2.278	2.500
7.010	0.563	2.279	2.499
7.008	0.563	2.274	2.498
7.005	0.563	2.279	2.498
7.008	0.563	2.277	2.498
7.007	0.563	2.276	2.499
7.007	0.563	2.276	2.499
7.009	0.563	2.277	2.499
7.007	0.563	2.276	2.499
7.006	0.563	2.276	2.498
7.009	0.563	2.274	2.498
7.009	0.563	2.276	2.499
7.007	0.563	2.275	2.498
7.006	0.563	2.277	2.498
7.009	0.563	2.275	2.498
7.006	0.563	2.274	2.499
7.008	0.563	2.279	2.500
7.008	0.563	2.277	2.500
7.007	0.563	2.277	2.499
7.008	0.563	2.278	2.499
