presFesto-1 [V]	AWM5-5 [V]	SSCDP15-3 [V]
5.134	1.057	2.567
5.134	1.058	2.567
5.135	1.058	2.567
5.132	1.058	2.567
5.134	1.057	2.567
5.136	1.058	2.568
5.135	1.058	2.568
5.134	1.058	2.567
5.134	1.057	2.566
5.134	1.057	2.566
5.128	1.057	2.567
5.134	1.058	2.567
5.132	1.057	2.567
5.133	1.058	2.566
5.132	1.057	2.567
5.135	1.058	2.567
5.132	1.058	2.567
5.136	1.058	2.567
5.132	1.057	2.567
5.134	1.058	2.567
5.134	1.057	2.567
5.133	1.057	2.566
5.133	1.057	2.567
5.136	1.058	2.567
5.134	1.058	2.568
5.136	1.058	2.567
5.133	1.058	2.567
5.136	1.058	2.567
5.136	1.058	2.567
5.134	1.057	2.566
5.134	1.057	2.567
5.135	1.058	2.568
5.134	1.058	2.566
5.135	1.057	2.568
5.136	1.058	2.567
5.133	1.058	2.567
5.134	1.058	2.567
5.133	1.057	2.567
5.136	1.058	2.567
5.133	1.058	2.571
5.136	1.058	2.567
5.132	1.058	2.567
5.134	1.058	2.567
5.132	1.057	2.567
5.135	1.058	2.567
5.133	1.057	2.568
5.134	1.057	2.567
5.132	1.058	2.568
5.136	1.057	2.567
5.134	1.057	2.567
5.135	1.058	2.567
5.134	1.058	2.567
5.135	1.058	2.567
5.135	1.058	2.567
5.135	1.057	2.567
5.134	1.057	2.567
5.135	1.057	2.567
5.134	1.058	2.567
5.133	1.058	2.567
5.134	1.057	2.567
5.134	1.058	2.567
5.136	1.058	2.567
5.133	1.057	2.567
5.135	1.058	2.567
5.133	1.058	2.567
5.135	1.058	2.567
5.133	1.057	2.567
5.134	1.058	2.567
5.135	1.058	2.567
5.132	1.058	2.567
5.133	1.058	2.567
5.133	1.058	2.567
5.135	1.057	2.567
5.133	1.058	2.567
5.134	1.058	2.566
5.133	1.057	2.567
5.134	1.058	2.567
5.136	1.058	2.567
5.135	1.058	2.568
5.137	1.058	2.567
5.136	1.057	2.568
5.135	1.058	2.567
5.136	1.058	2.566
5.136	1.058	2.565
5.135	1.057	2.567
5.135	1.058	2.568
5.134	1.058	2.567
5.135	1.057	2.567
5.132	1.057	2.567
5.133	1.057	2.566
5.133	1.057	2.568
5.135	1.057	2.567
5.133	1.057	2.567
5.134	1.057	2.567
5.134	1.058	2.567
5.136	1.058	2.567
5.132	1.057	2.567
5.136	1.058	2.567
5.132	1.058	2.567
5.135	1.058	2.567
5.134	1.058	2.567
5.133	1.059	2.567
5.136	1.058	2.567
5.136	1.058	2.567
5.134	1.058	2.568
5.136	1.058	2.567
5.135	1.058	2.567
5.133	1.058	2.567
5.134	1.058	2.567
5.136	1.058	2.567
5.137	1.058	2.567
5.135	1.058	2.567
5.136	1.058	2.567
5.134	1.058	2.567
5.137	1.057	2.567
5.134	1.057	2.567
5.133	1.058	2.567
5.132	1.057	2.567
5.135	1.058	2.567
5.135	1.058	2.566
5.136	1.058	2.568
5.134	1.058	2.568
5.137	1.058	2.567
5.133	1.058	2.567
5.136	1.058	2.566
5.135	1.058	2.567
5.135	1.058	2.568
5.133	1.058	2.566
5.136	1.058	2.567
5.135	1.058	2.567
5.136	1.058	2.567
5.134	1.058	2.567
5.135	1.058	2.567
5.133	1.057	2.567
5.135	1.058	2.567
5.137	1.058	2.567
5.135	1.057	2.569
5.137	1.057	2.567
5.136	1.057	2.566
5.135	1.058	2.567
5.131	1.058	2.567
5.136	1.057	2.567
5.134	1.058	2.567
5.134	1.059	2.567
5.135	1.058	2.567
5.132	1.058	2.567
5.132	1.058	2.568
5.135	1.058	2.568
5.134	1.058	2.567
5.134	1.057	2.567
5.134	1.058	2.567
5.131	1.058	2.567
5.134	1.057	2.567
5.133	1.058	2.567
5.133	1.057	2.567
5.136	1.058	2.569
5.134	1.058	2.567
5.136	1.057	2.567
5.137	1.058	2.567
5.133	1.058	2.567
5.137	1.058	2.567
5.132	1.058	2.567
5.133	1.057	2.567
5.137	1.058	2.567
5.137	1.058	2.567
5.137	1.058	2.567
5.136	1.058	2.567
5.136	1.058	2.567
5.134	1.057	2.567
5.138	1.058	2.566
5.134	1.057	2.567
5.136	1.058	2.567
5.134	1.058	2.567
5.135	1.057	2.567
5.135	1.058	2.567
5.135	1.057	2.567
5.133	1.058	2.567
5.135	1.058	2.567
5.134	1.058	2.567
5.135	1.058	2.567
5.135	1.058	2.567
5.135	1.058	2.567
5.134	1.057	2.567
5.135	1.058	2.567
5.136	1.057	2.568
5.136	1.057	2.567
5.136	1.057	2.568
5.137	1.058	2.567
5.137	1.058	2.567
5.133	1.058	2.567
5.136	1.058	2.568
5.134	1.058	2.567
5.137	1.058	2.567
5.134	1.058	2.567
5.135	1.057	2.568
5.137	1.057	2.567
5.136	1.058	2.567
5.136	1.058	2.567
5.134	1.058	2.566
5.136	1.058	2.567
5.135	1.058	2.567
5.134	1.059	2.567
5.134	1.057	2.567
5.135	1.058	2.567
5.136	1.058	2.566
5.134	1.058	2.568
5.136	1.058	2.567
5.135	1.058	2.567
5.136	1.057	2.568
5.135	1.057	2.567
5.136	1.058	2.568
5.135	1.058	2.568
5.136	1.057	2.568
5.136	1.057	2.567
5.134	1.058	2.567
5.136	1.058	2.567
5.134	1.057	2.567
5.138	1.058	2.567
5.135	1.057	2.567
5.136	1.058	2.567
5.133	1.057	2.567
5.136	1.057	2.567
5.135	1.058	2.567
5.135	1.057	2.567
5.137	1.058	2.568
5.135	1.058	2.566
5.137	1.058	2.568
5.135	1.058	2.567
5.136	1.058	2.567
5.137	1.058	2.567
5.135	1.058	2.567
5.136	1.058	2.567
5.135	1.057	2.566
5.137	1.057	2.568
5.134	1.057	2.567
5.136	1.058	2.567
5.134	1.058	2.567
5.135	1.057	2.567
5.136	1.058	2.567
5.136	1.058	2.567
5.135	1.058	2.567
5.136	1.058	2.567
5.138	1.058	2.567
5.135	1.058	2.569
5.136	1.058	2.566
5.135	1.058	2.567
5.138	1.058	2.567
5.134	1.058	2.567
5.136	1.058	2.567
5.137	1.058	2.567
5.135	1.058	2.568
5.138	1.058	2.567
5.137	1.058	2.568
5.136	1.057	2.567
5.135	1.058	2.567
5.136	1.058	2.567
5.133	1.057	2.567
5.137	1.058	2.567
5.135	1.057	2.567
5.137	1.058	2.567
5.137	1.058	2.567
5.137	1.057	2.567
5.136	1.057	2.567
5.139	1.058	2.567
5.137	1.058	2.567
5.136	1.058	2.567
5.135	1.058	2.568
5.138	1.058	2.567
5.136	1.058	2.567
5.138	1.058	2.567
5.137	1.058	2.567
5.138	1.058	2.567
5.138	1.058	2.567
5.135	1.058	2.567
5.138	1.058	2.567
5.136	1.058	2.567
5.138	1.057	2.567
5.134	1.058	2.567
5.137	1.058	2.567
5.136	1.057	2.567
5.137	1.058	2.568
5.136	1.058	2.567
5.139	1.058	2.567
5.135	1.057	2.567
5.138	1.058	2.567
5.133	1.058	2.567
5.135	1.058	2.567
5.135	1.058	2.568
5.137	1.057	2.567
5.134	1.058	2.567
5.139	1.057	2.568
5.137	1.058	2.567
5.138	1.058	2.568
5.135	1.058	2.567
5.136	1.057	2.567
5.139	1.057	2.567
5.138	1.058	2.567
5.137	1.058	2.568
5.138	1.058	2.567
5.138	1.059	2.567
5.136	1.058	2.567
5.137	1.057	2.567
5.136	1.058	2.567
5.135	1.057	2.566
5.136	1.057	2.567
5.137	1.058	2.567
5.139	1.058	2.568
5.136	1.057	2.567
5.135	1.057	2.567
5.137	1.058	2.567
5.138	1.058	2.568
5.137	1.057	2.568
5.135	1.058	2.567
5.137	1.057	2.567
5.137	1.058	2.567
5.135	1.058	2.567
5.136	1.057	2.568
5.135	1.058	2.567
5.137	1.058	2.568
5.138	1.057	2.567
5.140	1.058	2.567
5.136	1.058	2.567
5.137	1.058	2.567
5.136	1.058	2.567
5.137	1.057	2.567
5.135	1.058	2.567
5.136	1.058	2.567
5.138	1.058	2.567
5.136	1.058	2.567
5.134	1.058	2.567
5.136	1.058	2.567
5.135	1.058	2.567
5.134	1.058	2.567
5.137	1.058	2.568
5.138	1.058	2.568
5.136	1.058	2.568
5.136	1.058	2.567
5.136	1.058	2.567
5.137	1.058	2.567
5.136	1.058	2.568
5.137	1.058	2.567
5.136	1.058	2.567
5.137	1.058	2.568
5.138	1.059	2.568
5.136	1.058	2.567
5.136	1.057	2.567
5.138	1.058	2.567
5.138	1.057	2.567
5.140	1.058	2.568
5.140	1.058	2.567
5.138	1.057	2.569
5.139	1.058	2.568
5.137	1.057	2.567
5.138	1.057	2.567
5.136	1.057	2.567
5.136	1.058	2.566
5.136	1.058	2.568
5.136	1.057	2.567
5.136	1.058	2.567
5.137	1.058	2.567
5.136	1.058	2.569
5.137	1.057	2.570
5.137	1.057	2.569
5.136	1.058	2.570
5.137	1.058	2.568
5.138	1.058	2.567
5.137	1.058	2.569
5.136	1.058	2.567
5.135	1.058	2.567
5.139	1.057	2.569
5.137	1.058	2.569
5.136	1.058	2.567
5.137	1.057	2.569
5.138	1.058	2.568
5.137	1.058	2.569
5.138	1.058	2.569
5.138	1.058	2.566
5.137	1.058	2.568
5.138	1.058	2.567
5.138	1.058	2.568
5.139	1.058	2.568
5.139	1.059	2.568
5.140	1.059	2.569
5.135	1.058	2.567
5.137	1.056	2.569
5.135	1.058	2.567
5.137	1.058	2.568
5.138	1.058	2.569
5.138	1.058	2.568
5.137	1.058	2.568
5.139	1.058	2.569
5.137	1.057	2.569
5.137	1.057	2.567
5.137	1.057	2.567
5.139	1.058	2.567
5.137	1.057	2.567
5.135	1.058	2.569
5.138	1.058	2.568
5.139	1.058	2.569
5.138	1.058	2.569
5.138	1.058	2.569
5.138	1.058	2.567
5.139	1.059	2.568
5.136	1.058	2.567
5.139	1.058	2.568
5.140	1.057	2.568
5.135	1.057	2.568
5.138	1.058	2.568
5.137	1.057	2.568
5.139	1.057	2.568
5.137	1.057	2.568
5.142	1.058	2.568
5.138	1.057	2.568
5.137	1.058	2.569
5.135	1.058	2.568
5.137	1.058	2.568
5.136	1.058	2.568
5.139	1.058	2.569
5.139	1.058	2.568
5.137	1.058	2.569
5.137	1.058	2.568
5.137	1.058	2.568
5.136	1.058	2.569
5.138	1.058	2.568
5.138	1.058	2.569
5.138	1.058	2.569
5.137	1.058	2.568
5.139	1.058	2.568
5.137	1.058	2.568
5.136	1.058	2.568
5.136	1.057	2.569
5.139	1.058	2.569
5.141	1.058	2.569
5.137	1.058	2.568
5.136	1.058	2.568
5.138	1.057	2.568
5.139	1.058	2.569
5.137	1.057	2.568
5.138	1.058	2.568
5.136	1.058	2.567
5.137	1.058	2.569
5.137	1.058	2.568
5.137	1.058	2.568
5.137	1.058	2.569
5.135	1.058	2.567
5.136	1.057	2.570
5.136	1.058	2.568
5.136	1.058	2.568
5.138	1.058	2.570
5.138	1.058	2.568
5.138	1.058	2.568
5.133	1.057	2.568
5.137	1.058	2.571
5.137	1.058	2.568
5.137	1.057	2.568
5.137	1.058	2.568
5.139	1.057	2.568
5.137	1.057	2.568
5.136	1.058	2.568
5.139	1.058	2.569
5.138	1.058	2.568
5.139	1.058	2.568
5.138	1.058	2.568
5.139	1.058	2.568
5.138	1.057	2.569
5.138	1.058	2.568
5.139	1.058	2.568
5.139	1.057	2.568
5.137	1.058	2.568
5.136	1.058	2.568
5.137	1.057	2.568
5.139	1.058	2.568
5.137	1.057	2.568
5.139	1.057	2.569
5.138	1.058	2.569
5.139	1.057	2.568
5.140	1.058	2.569
5.139	1.057	2.568
5.140	1.058	2.569
5.142	1.058	2.568
5.138	1.058	2.568
5.139	1.058	2.568
5.138	1.058	2.568
5.139	1.057	2.568
5.139	1.058	2.568
5.141	1.056	2.569
5.139	1.057	2.567
5.139	1.058	2.567
5.138	1.057	2.568
5.137	1.058	2.569
5.141	1.058	2.568
5.142	1.058	2.568
5.140	1.058	2.567
5.140	1.057	2.568
5.140	1.058	2.568
5.138	1.058	2.568
5.139	1.058	2.569
5.139	1.058	2.568
5.138	1.057	2.568
5.141	1.058	2.569
5.143	1.058	2.568
5.137	1.058	2.570
5.139	1.057	2.569
5.139	1.058	2.568
5.138	1.057	2.569
5.141	1.058	2.568
5.140	1.058	2.568
5.142	1.058	2.569
5.141	1.058	2.567
5.140	1.058	2.568
5.139	1.058	2.568
5.140	1.058	2.568
5.138	1.058	2.568
5.140	1.058	2.569
5.137	1.058	2.569
5.139	1.058	2.568
5.143	1.058	2.568
5.141	1.057	2.568
5.141	1.058	2.568
5.138	1.058	2.568
5.142	1.057	2.568
5.139	1.058	2.569
5.138	1.058	2.568
5.139	1.058	2.570
5.138	1.058	2.568
5.141	1.058	2.569
5.140	1.058	2.568
5.140	1.058	2.567
5.138	1.057	2.568
5.139	1.058	2.568
5.138	1.058	2.568
5.142	1.058	2.568
5.138	1.058	2.569
5.139	1.057	2.568
5.141	1.058	2.568
5.139	1.058	2.568
5.140	1.058	2.569
5.140	1.058	2.568
5.140	1.058	2.568
5.136	1.057	2.569
5.140	1.058	2.567
5.140	1.057	2.568
5.138	1.058	2.569
5.140	1.059	2.567
5.141	1.058	2.568
5.138	1.058	2.567
5.141	1.058	2.569
5.136	1.058	2.568
5.138	1.058	2.567
5.138	1.057	2.569
5.140	1.058	2.568
5.137	1.058	2.568
5.140	1.058	2.569
5.138	1.058	2.568
5.138	1.057	2.572
5.139	1.058	2.568
5.140	1.058	2.568
5.142	1.057	2.568
5.137	1.057	2.569
5.143	1.058	2.568
5.142	1.057	2.568
5.143	1.058	2.569
5.140	1.058	2.569
5.142	1.058	2.568
5.140	1.058	2.567
5.142	1.058	2.569
5.140	1.058	2.568
5.141	1.058	2.568
5.138	1.057	2.569
5.141	1.058	2.568
5.141	1.058	2.569
5.141	1.058	2.568
5.140	1.058	2.569
5.138	1.057	2.568
5.139	1.058	2.568
5.140	1.057	2.570
5.142	1.058	2.568
5.139	1.058	2.568
5.141	1.058	2.568
5.140	1.058	2.569
5.141	1.058	2.568
5.139	1.058	2.568
5.139	1.058	2.568
5.139	1.057	2.569
5.143	1.057	2.570
5.138	1.058	2.568
5.143	1.057	2.568
5.141	1.058	2.567
5.142	1.058	2.567
5.142	1.058	2.569
5.139	1.058	2.569
5.138	1.058	2.569
5.140	1.058	2.568
5.141	1.058	2.568
5.140	1.057	2.568
5.142	1.058	2.568
5.139	1.057	2.568
5.142	1.057	2.570
5.138	1.057	2.568
5.143	1.058	2.568
5.139	1.058	2.570
5.142	1.058	2.568
5.140	1.057	2.569
5.139	1.058	2.570
5.140	1.058	2.569
5.142	1.058	2.570
5.140	1.057	2.568
5.141	1.057	2.569
5.138	1.057	2.572
5.140	1.058	2.569
5.142	1.057	2.570
5.142	1.058	2.569
5.138	1.057	2.570
5.141	1.058	2.570
5.139	1.058	2.569
5.143	1.057	2.569
5.140	1.058	2.569
5.140	1.058	2.568
5.138	1.058	2.569
5.140	1.057	2.570
5.139	1.057	2.568
5.139	1.059	2.570
5.143	1.058	2.569
5.138	1.057	2.570
5.140	1.058	2.569
5.138	1.058	2.570
5.140	1.058	2.570
5.140	1.058	2.569
5.142	1.058	2.569
5.142	1.058	2.571
5.143	1.058	2.569
5.142	1.058	2.570
5.141	1.058	2.569
5.141	1.058	2.569
5.138	1.058	2.570
5.143	1.058	2.570
5.139	1.058	2.568
5.141	1.058	2.570
5.141	1.058	2.570
5.139	1.057	2.569
5.143	1.058	2.570
5.141	1.058	2.570
5.142	1.058	2.569
5.140	1.058	2.569
5.139	1.058	2.570
5.140	1.058	2.570
5.139	1.058	2.569
5.140	1.058	2.569
5.144	1.058	2.570
5.139	1.057	2.569
5.142	1.057	2.570
5.139	1.058	2.570
5.139	1.058	2.567
5.140	1.058	2.569
5.139	1.058	2.570
5.140	1.057	2.570
5.138	1.058	2.570
5.138	1.058	2.569
5.139	1.057	2.570
5.142	1.058	2.569
5.140	1.058	2.569
5.140	1.058	2.569
5.140	1.058	2.569
5.141	1.059	2.570
5.141	1.058	2.570
5.141	1.058	2.569
5.141	1.057	2.570
5.139	1.058	2.569
5.140	1.057	2.570
5.143	1.057	2.570
5.139	1.057	2.568
5.142	1.057	2.570
5.141	1.058	2.569
5.142	1.058	2.569
5.140	1.058	2.570
5.139	1.058	2.569
5.142	1.058	2.570
5.139	1.058	2.569
5.136	1.058	2.570
5.140	1.057	2.570
5.140	1.058	2.569
5.140	1.058	2.569
5.140	1.058	2.569
5.140	1.058	2.570
5.143	1.057	2.570
5.141	1.058	2.570
5.138	1.057	2.570
5.140	1.058	2.569
5.140	1.058	2.569
5.141	1.058	2.569
5.137	1.058	2.569
5.142	1.057	2.569
5.141	1.057	2.570
5.141	1.058	2.569
5.142	1.058	2.569
5.140	1.058	2.569
5.141	1.058	2.570
5.141	1.057	2.570
5.142	1.058	2.569
5.140	1.058	2.569
5.144	1.057	2.570
5.141	1.058	2.570
5.139	1.058	2.569
5.143	1.058	2.569
5.142	1.058	2.570
5.144	1.058	2.571
5.143	1.058	2.570
5.142	1.058	2.569
5.141	1.058	2.569
5.141	1.057	2.569
5.139	1.058	2.569
5.142	1.057	2.570
5.141	1.058	2.570
5.143	1.057	2.569
5.142	1.058	2.569
5.143	1.058	2.569
5.143	1.058	2.570
5.144	1.058	2.570
5.142	1.058	2.569
5.145	1.058	2.569
5.142	1.058	2.569
5.146	1.058	2.569
5.142	1.058	2.570
5.142	1.058	2.570
5.147	1.058	2.570
5.142	1.058	2.570
5.147	1.058	2.570
5.143	1.058	2.569
5.143	1.058	2.569
5.142	1.058	2.569
5.143	1.058	2.569
5.141	1.058	2.569
5.144	1.058	2.569
5.142	1.058	2.569
5.141	1.058	2.570
5.140	1.059	2.569
5.141	1.058	2.569
5.140	1.058	2.570
5.142	1.059	2.570
5.141	1.058	2.569
5.144	1.057	2.570
5.142	1.058	2.569
5.143	1.057	2.570
5.141	1.058	2.569
5.143	1.058	2.569
5.145	1.058	2.570
5.144	1.058	2.570
5.142	1.058	2.569
5.144	1.058	2.569
5.142	1.058	2.569
5.142	1.058	2.569
5.141	1.058	2.570
5.142	1.058	2.570
5.141	1.058	2.570
5.140	1.058	2.569
5.144	1.058	2.570
5.140	1.057	2.570
5.145	1.058	2.569
5.141	1.058	2.570
5.141	1.057	2.572
5.143	1.058	2.569
5.142	1.058	2.570
5.141	1.058	2.569
5.143	1.058	2.570
5.139	1.058	2.569
5.143	1.058	2.570
5.141	1.058	2.570
5.142	1.058	2.569
5.142	1.058	2.570
5.142	1.058	2.570
5.140	1.058	2.570
5.140	1.058	2.569
5.144	1.058	2.570
5.144	1.057	2.569
5.141	1.057	2.569
5.142	1.058	2.569
5.141	1.058	2.569
5.144	1.057	2.570
5.142	1.058	2.569
5.142	1.058	2.569
5.145	1.058	2.570
5.141	1.058	2.569
5.145	1.058	2.569
5.141	1.058	2.570
5.141	1.058	2.569
5.140	1.058	2.568
5.143	1.059	2.569
5.141	1.058	2.570
5.143	1.058	2.570
5.141	1.058	2.570
5.141	1.058	2.570
5.143	1.058	2.569
5.146	1.059	2.569
5.139	1.057	2.569
5.145	1.058	2.569
5.143	1.058	2.570
5.143	1.058	2.570
5.142	1.058	2.569
5.145	1.058	2.570
5.141	1.058	2.569
5.146	1.058	2.569
5.143	1.058	2.570
5.144	1.057	2.569
5.146	1.058	2.570
5.146	1.058	2.570
5.143	1.058	2.570
5.145	1.058	2.569
5.145	1.058	2.570
5.143	1.058	2.570
5.143	1.058	2.570
5.143	1.058	2.570
5.145	1.058	2.570
5.141	1.058	2.571
5.142	1.058	2.569
5.141	1.058	2.570
5.143	1.058	2.569
5.141	1.058	2.569
5.144	1.058	2.570
5.143	1.058	2.569
5.144	1.058	2.570
5.144	1.058	2.569
5.144	1.058	2.570
5.141	1.058	2.570
5.143	1.058	2.569
5.144	1.058	2.570
5.144	1.058	2.569
5.143	1.058	2.569
5.145	1.058	2.569
5.143	1.058	2.568
5.145	1.058	2.570
5.143	1.058	2.570
5.143	1.058	2.570
5.143	1.058	2.569
5.144	1.058	2.569
5.143	1.058	2.569
5.142	1.058	2.569
5.145	1.058	2.570
5.144	1.058	2.569
5.143	1.058	2.570
5.143	1.058	2.569
5.142	1.059	2.569
5.143	1.059	2.571
5.143	1.059	2.569
5.145	1.059	2.570
5.142	1.058	2.569
5.141	1.058	2.570
5.142	1.058	2.570
5.145	1.058	2.569
5.146	1.057	2.570
5.143	1.058	2.569
5.145	1.058	2.570
5.146	1.058	2.570
5.143	1.058	2.570
5.143	1.058	2.569
5.144	1.057	2.570
5.143	1.058	2.569
5.144	1.058	2.568
5.144	1.058	2.570
5.144	1.058	2.569
5.145	1.057	2.570
5.141	1.058	2.570
5.146	1.058	2.569
5.143	1.059	2.570
5.142	1.059	2.570
5.144	1.058	2.570
5.144	1.058	2.570
5.142	1.058	2.571
5.142	1.058	2.569
5.143	1.058	2.569
5.143	1.058	2.570
5.141	1.058	2.569
5.144	1.058	2.569
5.141	1.057	2.570
5.145	1.058	2.570
5.142	1.058	2.569
5.143	1.058	2.570
5.142	1.058	2.570
5.146	1.058	2.568
5.141	1.058	2.569
5.146	1.058	2.569
5.144	1.057	2.569
5.143	1.058	2.571
5.147	1.058	2.569
5.145	1.057	2.571
5.147	1.059	2.570
5.142	1.057	2.570
5.147	1.059	2.569
5.144	1.058	2.569
5.144	1.058	2.570
5.144	1.058	2.570
5.146	1.058	2.569
5.140	1.057	2.570
5.144	1.058	2.570
5.142	1.058	2.569
5.145	1.058	2.569
5.141	1.058	2.569
5.145	1.057	2.570
5.144	1.058	2.569
5.143	1.058	2.569
5.144	1.058	2.570
5.143	1.058	2.570
5.145	1.058	2.569
5.144	1.058	2.569
5.142	1.058	2.571
5.145	1.058	2.571
5.144	1.058	2.570
5.145	1.058	2.571
5.143	1.058	2.571
5.142	1.058	2.569
5.147	1.058	2.571
5.145	1.058	2.570
5.145	1.058	2.571
5.144	1.058	2.570
5.146	1.058	2.571
5.144	1.058	2.570
5.146	1.058	2.571
5.143	1.058	2.570
5.144	1.058	2.570
5.144	1.058	2.570
5.143	1.058	2.568
5.144	1.059	2.571
5.146	1.058	2.570
5.142	1.058	2.570
5.144	1.058	2.571
5.144	1.059	2.570
5.143	1.058	2.572
5.145	1.058	2.571
5.142	1.058	2.570
5.143	1.057	2.571
5.144	1.058	2.570
5.145	1.058	2.571
5.144	1.058	2.570
5.144	1.058	2.571
5.144	1.058	2.571
5.147	1.058	2.570
5.145	1.059	2.570
5.146	1.057	2.570
5.144	1.058	2.570
5.146	1.057	2.570
5.145	1.058	2.571
5.144	1.058	2.571
5.146	1.058	2.571
5.145	1.058	2.571
5.144	1.058	2.571
5.144	1.057	2.571
5.145	1.058	2.570
5.146	1.058	2.570
5.147	1.058	2.571
5.142	1.058	2.571
5.146	1.057	2.572
5.145	1.058	2.571
5.144	1.058	2.571
5.145	1.058	2.570
5.145	1.058	2.571
5.145	1.057	2.571
5.144	1.057	2.572
5.141	1.058	2.570
5.147	1.057	2.570
5.145	1.058	2.570
5.146	1.058	2.570
5.144	1.058	2.570
5.144	1.058	2.570
5.145	1.058	2.570
5.147	1.058	2.574
5.144	1.058	2.571
5.146	1.058	2.571
5.146	1.058	2.571
5.146	1.057	2.571
5.144	1.057	2.571
5.146	1.058	2.570
5.146	1.058	2.571
5.145	1.058	2.570
5.142	1.058	2.571
5.145	1.058	2.571
5.143	1.058	2.570
5.145	1.058	2.570
5.144	1.057	2.570
5.147	1.058	2.571
5.144	1.058	2.571
5.145	1.058	2.571
5.145	1.058	2.571
5.145	1.057	2.571
5.145	1.058	2.571
5.143	1.058	2.571
5.145	1.058	2.571
5.147	1.058	2.570
5.145	1.058	2.573
5.146	1.058	2.571
5.144	1.058	2.570
5.146	1.057	2.571
5.146	1.058	2.571
5.146	1.057	2.571
5.147	1.058	2.571
5.146	1.057	2.571
5.148	1.058	2.571
5.146	1.057	2.570
5.145	1.057	2.571
5.146	1.057	2.571
5.147	1.058	2.571
5.144	1.057	2.571
5.144	1.058	2.570
5.145	1.058	2.571
5.144	1.058	2.570
5.145	1.058	2.571
5.143	1.058	2.571
5.145	1.057	2.571
5.147	1.058	2.571
5.143	1.057	2.571
5.147	1.058	2.570
5.144	1.058	2.570
5.146	1.058	2.572
5.145	1.058	2.570
5.145	1.057	2.571
5.145	1.058	2.571
5.146	1.057	2.570
5.146	1.057	2.571
5.146	1.058	2.571
5.146	1.058	2.572
5.147	1.058	2.570
5.145	1.058	2.570
5.145	1.058	2.572
5.148	1.058	2.572
5.144	1.058	2.571
5.147	1.058	2.571
5.146	1.058	2.571
5.147	1.058	2.570
5.146	1.058	2.571
5.148	1.058	2.571
5.146	1.058	2.571
5.147	1.058	2.571
5.145	1.057	2.570
5.146	1.058	2.571
5.144	1.057	2.571
5.146	1.058	2.570
5.146	1.057	2.571
5.146	1.057	2.570
5.143	1.058	2.571
5.144	1.058	2.570
5.144	1.058	2.571
5.146	1.058	2.570
5.145	1.058	2.571
5.146	1.058	2.570
5.144	1.057	2.571
5.145	1.058	2.570
5.146	1.058	2.571
5.146	1.058	2.571
5.145	1.058	2.570
5.146	1.058	2.572
5.146	1.058	2.570
5.145	1.058	2.571
5.146	1.057	2.571
5.145	1.058	2.570
5.147	1.057	2.571
5.147	1.058	2.571
5.147	1.058	2.571
5.144	1.057	2.572
5.147	1.058	2.571
5.146	1.058	2.571
5.148	1.057	2.571
5.146	1.058	2.571
5.147	1.057	2.571
5.146	1.058	2.570
5.148	1.058	2.571
5.145	1.058	2.571
5.147	1.058	2.571
5.145	1.058	2.571
5.148	1.057	2.571
5.146	1.058	2.570
5.147	1.057	2.571
5.144	1.057	2.571
5.146	1.058	2.572
5.146	1.057	2.571
5.145	1.057	2.571
5.147	1.058	2.571
5.146	1.057	2.571
5.146	1.057	2.570
5.147	1.057	2.572
5.147	1.058	2.570
5.145	1.058	2.571
5.147	1.057	2.571
5.146	1.058	2.571
5.147	1.058	2.571
5.145	1.058	2.570
5.146	1.058	2.571
5.144	1.059	2.570
5.148	1.059	2.571
5.145	1.059	2.571
5.145	1.058	2.572
5.145	1.058	2.571
5.147	1.057	2.571
5.145	1.057	2.572
5.144	1.058	2.571
5.145	1.058	2.573
5.148	1.058	2.571
5.147	1.058	2.572
5.148	1.058	2.572
5.146	1.058	2.570
5.148	1.057	2.571
5.146	1.058	2.572
5.147	1.058	2.572
5.147	1.058	2.571
5.147	1.058	2.570
5.147	1.058	2.571
5.147	1.057	2.572
5.147	1.058	2.572
5.146	1.058	2.572
5.148	1.058	2.570
5.146	1.058	2.572
5.148	1.058	2.571
5.146	1.057	2.572
5.144	1.058	2.572
5.146	1.058	2.573
5.149	1.058	2.572
5.146	1.058	2.572
5.148	1.058	2.571
5.146	1.058	2.572
5.148	1.058	2.573
5.145	1.057	2.571
5.146	1.057	2.573
5.147	1.057	2.572
5.148	1.058	2.571
5.147	1.057	2.572
5.147	1.057	2.573
5.147	1.058	2.577
5.150	1.057	2.572
5.146	1.058	2.572
5.147	1.058	2.572
5.146	1.058	2.572
5.149	1.058	2.572
5.145	1.058	2.572
5.149	1.058	2.572
5.145	1.058	2.571
5.147	1.057	2.572
5.150	1.057	2.572
5.147	1.058	2.572
5.145	1.058	2.572
5.146	1.058	2.571
5.148	1.057	2.572
5.147	1.057	2.571
5.146	1.058	2.570
5.146	1.057	2.572
5.146	1.059	2.572
5.147	1.058	2.572
5.146	1.057	2.571
5.148	1.058	2.572
5.147	1.058	2.572
5.149	1.058	2.572
5.146	1.058	2.572
5.149	1.058	2.572
5.147	1.058	2.571
5.149	1.058	2.572
5.149	1.057	2.572
5.146	1.058	2.572
5.150	1.058	2.572
5.146	1.058	2.572
5.147	1.058	2.571
5.146	1.058	2.572
5.146	1.058	2.572
5.146	1.058	2.573
5.148	1.058	2.572
5.146	1.058	2.571
5.147	1.058	2.572
5.146	1.058	2.571
