presFesto-1 [V]	AWM5-5 [V]	SSCDP15-3 [V]
5.687	1.359	2.778
5.686	1.359	2.778
5.686	1.359	2.778
5.685	1.358	2.778
5.686	1.359	2.778
5.687	1.358	2.778
5.689	1.359	2.779
5.686	1.359	2.776
5.688	1.358	2.779
5.686	1.359	2.778
5.688	1.359	2.778
5.689	1.359	2.779
5.687	1.359	2.778
5.688	1.358	2.778
5.691	1.359	2.778
5.686	1.359	2.779
5.690	1.358	2.779
5.688	1.359	2.778
5.689	1.359	2.779
5.691	1.359	2.778
5.688	1.360	2.778
5.689	1.359	2.778
5.691	1.359	2.780
5.687	1.359	2.778
5.685	1.359	2.777
5.688	1.359	2.778
5.686	1.359	2.778
5.687	1.359	2.778
5.686	1.359	2.778
5.689	1.359	2.779
5.688	1.359	2.777
5.688	1.359	2.777
5.688	1.359	2.779
5.689	1.359	2.778
5.688	1.359	2.777
5.687	1.359	2.778
5.688	1.360	2.779
5.688	1.360	2.777
5.688	1.359	2.778
5.690	1.359	2.778
5.689	1.358	2.780
5.689	1.359	2.780
5.690	1.359	2.779
5.690	1.358	2.778
5.689	1.359	2.779
5.690	1.359	2.780
5.688	1.359	2.781
5.689	1.360	2.779
5.689	1.358	2.780
5.688	1.359	2.779
5.688	1.359	2.777
5.688	1.359	2.780
5.689	1.359	2.783
5.689	1.358	2.780
5.690	1.359	2.779
5.687	1.359	2.780
5.690	1.359	2.779
5.687	1.359	2.779
5.688	1.360	2.779
5.689	1.360	2.779
5.687	1.359	2.779
5.688	1.359	2.779
5.689	1.359	2.780
5.690	1.359	2.779
5.688	1.358	2.780
5.691	1.359	2.779
5.690	1.360	2.778
5.691	1.359	2.780
5.687	1.359	2.779
5.692	1.359	2.781
5.690	1.359	2.780
5.690	1.359	2.779
5.689	1.358	2.780
5.690	1.359	2.778
5.690	1.359	2.780
5.692	1.360	2.779
5.689	1.359	2.779
5.691	1.360	2.779
5.690	1.359	2.779
5.689	1.359	2.779
5.689	1.359	2.779
5.692	1.360	2.780
5.688	1.359	2.779
5.688	1.359	2.780
5.688	1.360	2.779
5.687	1.359	2.780
5.689	1.359	2.779
5.688	1.359	2.778
5.689	1.359	2.780
5.689	1.359	2.779
5.691	1.359	2.779
5.689	1.359	2.779
5.691	1.359	2.779
5.689	1.359	2.780
5.692	1.360	2.779
5.690	1.359	2.779
5.689	1.360	2.778
5.690	1.359	2.779
5.688	1.360	2.780
5.690	1.359	2.779
5.690	1.360	2.780
5.689	1.359	2.779
5.689	1.360	2.780
5.688	1.359	2.779
5.691	1.360	2.779
5.691	1.360	2.779
5.688	1.359	2.779
5.690	1.360	2.780
5.687	1.360	2.778
5.691	1.359	2.780
5.691	1.360	2.779
5.691	1.360	2.779
5.690	1.360	2.780
5.691	1.360	2.779
5.689	1.359	2.780
5.688	1.360	2.779
5.691	1.360	2.780
5.687	1.360	2.780
5.689	1.360	2.780
5.690	1.360	2.779
5.690	1.360	2.779
5.690	1.360	2.780
5.692	1.359	2.779
5.692	1.360	2.780
5.694	1.360	2.779
5.688	1.359	2.780
5.690	1.360	2.779
5.690	1.360	2.779
5.690	1.360	2.779
5.691	1.359	2.778
5.692	1.360	2.780
5.690	1.360	2.780
5.690	1.359	2.778
5.690	1.359	2.779
5.692	1.360	2.779
5.689	1.360	2.779
5.688	1.360	2.779
5.691	1.360	2.779
5.688	1.360	2.779
5.690	1.359	2.778
5.689	1.360	2.779
5.690	1.360	2.779
5.690	1.360	2.780
5.690	1.360	2.780
5.691	1.360	2.779
5.691	1.360	2.779
5.690	1.360	2.779
5.689	1.360	2.780
5.690	1.360	2.779
5.691	1.360	2.780
5.691	1.360	2.777
5.690	1.359	2.779
5.692	1.360	2.779
5.692	1.360	2.779
5.692	1.360	2.779
5.693	1.360	2.779
5.693	1.360	2.779
5.689	1.360	2.780
5.691	1.360	2.780
5.689	1.360	2.780
5.691	1.360	2.778
5.690	1.360	2.779
5.690	1.360	2.779
5.690	1.360	2.779
5.690	1.360	2.779
5.691	1.360	2.780
5.692	1.360	2.780
5.687	1.359	2.778
5.689	1.359	2.779
5.690	1.360	2.779
5.690	1.360	2.779
5.693	1.360	2.779
5.689	1.360	2.779
5.690	1.360	2.780
5.692	1.360	2.779
5.693	1.360	2.780
5.692	1.360	2.779
5.693	1.360	2.779
5.693	1.360	2.780
5.692	1.361	2.780
5.691	1.360	2.780
5.690	1.360	2.780
5.690	1.360	2.779
5.693	1.361	2.779
5.692	1.360	2.779
5.692	1.360	2.779
5.689	1.360	2.778
5.690	1.360	2.779
5.690	1.360	2.780
5.690	1.360	2.779
5.692	1.360	2.779
5.690	1.360	2.779
5.691	1.360	2.780
5.691	1.360	2.779
5.693	1.360	2.779
5.690	1.360	2.779
5.693	1.360	2.780
5.691	1.361	2.780
5.691	1.360	2.779
5.692	1.360	2.780
5.690	1.361	2.779
5.690	1.360	2.779
5.695	1.360	2.779
5.693	1.360	2.781
5.691	1.360	2.779
5.693	1.360	2.779
5.693	1.360	2.779
5.693	1.360	2.779
5.692	1.360	2.780
5.689	1.360	2.779
5.693	1.360	2.780
5.692	1.360	2.779
5.689	1.360	2.779
5.693	1.360	2.780
5.691	1.360	2.779
5.691	1.360	2.780
5.691	1.360	2.779
5.693	1.360	2.780
5.688	1.360	2.779
5.693	1.360	2.779
5.690	1.360	2.780
5.691	1.360	2.780
5.691	1.360	2.779
5.693	1.360	2.781
5.688	1.360	2.779
5.693	1.360	2.779
5.691	1.360	2.779
5.695	1.360	2.779
5.693	1.360	2.781
5.696	1.361	2.779
5.692	1.360	2.779
5.693	1.360	2.779
5.693	1.360	2.779
5.693	1.360	2.780
5.692	1.360	2.779
5.693	1.361	2.779
5.693	1.360	2.781
5.695	1.360	2.781
5.694	1.361	2.779
5.694	1.361	2.781
5.692	1.360	2.779
5.689	1.361	2.780
5.692	1.360	2.779
5.691	1.360	2.779
5.695	1.360	2.780
5.690	1.361	2.780
5.692	1.360	2.780
5.691	1.360	2.780
5.694	1.360	2.781
5.691	1.360	2.780
5.691	1.361	2.780
5.693	1.361	2.781
5.693	1.361	2.780
5.691	1.361	2.781
5.693	1.361	2.780
5.693	1.361	2.779
5.689	1.362	2.781
5.693	1.361	2.780
5.693	1.361	2.781
5.695	1.361	2.780
5.693	1.361	2.781
5.694	1.361	2.780
5.693	1.360	2.780
5.694	1.361	2.781
5.691	1.360	2.780
5.692	1.361	2.780
5.693	1.361	2.780
5.691	1.361	2.781
5.691	1.360	2.781
5.693	1.361	2.781
5.691	1.361	2.780
5.693	1.360	2.781
5.694	1.360	2.780
5.692	1.360	2.781
5.694	1.360	2.781
5.692	1.360	2.781
5.696	1.360	2.782
5.693	1.361	2.780
5.693	1.360	2.781
5.694	1.361	2.781
5.695	1.361	2.780
5.691	1.360	2.781
5.693	1.361	2.780
5.694	1.361	2.781
5.694	1.361	2.781
5.693	1.361	2.780
5.692	1.361	2.781
5.694	1.360	2.780
5.693	1.361	2.780
5.693	1.360	2.781
5.695	1.360	2.780
5.693	1.360	2.780
5.696	1.362	2.780
5.693	1.361	2.780
5.691	1.361	2.781
5.693	1.362	2.780
5.690	1.361	2.780
5.693	1.361	2.781
5.692	1.361	2.781
5.694	1.361	2.780
5.690	1.362	2.781
5.693	1.362	2.779
5.692	1.361	2.780
5.694	1.361	2.781
5.694	1.361	2.780
5.696	1.361	2.781
5.693	1.361	2.780
5.695	1.361	2.781
5.694	1.360	2.781
5.696	1.361	2.781
5.693	1.361	2.783
5.695	1.361	2.780
5.692	1.361	2.781
5.696	1.360	2.781
5.691	1.361	2.781
5.695	1.360	2.779
5.692	1.360	2.780
5.694	1.361	2.780
5.694	1.360	2.780
5.694	1.362	2.781
5.692	1.361	2.781
5.693	1.361	2.781
5.696	1.361	2.780
5.690	1.361	2.781
5.696	1.361	2.781
5.693	1.361	2.780
5.690	1.361	2.781
5.693	1.360	2.780
5.694	1.361	2.780
5.691	1.360	2.780
5.695	1.361	2.780
5.694	1.361	2.780
5.695	1.361	2.781
5.693	1.361	2.780
5.694	1.361	2.781
5.692	1.361	2.781
5.696	1.361	2.780
5.696	1.361	2.781
5.693	1.361	2.781
5.695	1.362	2.781
5.696	1.361	2.780
5.693	1.361	2.781
5.695	1.362	2.781
5.695	1.361	2.781
5.691	1.362	2.780
5.694	1.361	2.781
5.694	1.361	2.780
5.692	1.361	2.781
5.692	1.362	2.780
5.691	1.361	2.780
5.695	1.361	2.781
5.693	1.362	2.780
5.695	1.361	2.781
5.693	1.361	2.780
5.695	1.361	2.780
5.693	1.361	2.782
5.693	1.361	2.780
5.694	1.361	2.781
5.695	1.362	2.780
5.697	1.361	2.780
5.694	1.362	2.781
5.696	1.361	2.780
5.695	1.362	2.780
5.698	1.361	2.781
5.695	1.362	2.780
5.696	1.362	2.780
5.691	1.361	2.781
5.698	1.362	2.780
5.694	1.361	2.781
5.695	1.361	2.781
5.693	1.361	2.780
5.695	1.362	2.781
5.694	1.361	2.781
5.695	1.362	2.780
5.692	1.362	2.780
5.695	1.362	2.780
5.696	1.362	2.780
5.692	1.361	2.780
5.694	1.362	2.781
5.696	1.361	2.781
5.695	1.362	2.780
5.693	1.362	2.780
5.695	1.362	2.781
5.692	1.362	2.780
5.696	1.361	2.780
5.694	1.362	2.780
5.697	1.362	2.780
5.694	1.361	2.782
5.695	1.362	2.780
5.695	1.362	2.780
5.699	1.361	2.781
5.695	1.362	2.780
5.697	1.362	2.781
5.695	1.363	2.781
5.695	1.363	2.780
5.696	1.361	2.780
5.695	1.362	2.780
5.694	1.362	2.781
5.696	1.362	2.780
5.697	1.362	2.781
5.695	1.362	2.780
5.694	1.362	2.781
5.695	1.362	2.780
5.695	1.362	2.782
5.692	1.362	2.781
5.696	1.362	2.781
5.695	1.362	2.781
5.695	1.362	2.781
5.695	1.362	2.781
5.698	1.362	2.781
5.694	1.362	2.781
5.697	1.361	2.781
5.696	1.362	2.780
5.697	1.362	2.780
5.695	1.362	2.780
5.695	1.362	2.781
5.696	1.362	2.781
5.695	1.363	2.781
5.698	1.363	2.780
5.696	1.362	2.780
5.696	1.362	2.780
5.695	1.362	2.779
5.697	1.362	2.782
5.694	1.363	2.781
5.695	1.362	2.780
5.695	1.362	2.781
5.697	1.362	2.779
5.692	1.362	2.780
5.696	1.362	2.780
5.694	1.361	2.781
5.697	1.362	2.781
5.696	1.362	2.780
5.697	1.363	2.781
5.693	1.362	2.780
5.696	1.362	2.781
5.696	1.362	2.781
5.693	1.362	2.780
5.698	1.362	2.781
5.694	1.362	2.780
5.695	1.362	2.780
5.695	1.362	2.781
5.697	1.363	2.781
5.694	1.363	2.780
5.697	1.362	2.780
5.695	1.362	2.780
5.696	1.362	2.782
5.696	1.362	2.781
5.698	1.362	2.780
5.697	1.362	2.782
5.694	1.362	2.783
5.696	1.362	2.781
5.695	1.363	2.780
5.697	1.362	2.780
5.695	1.362	2.782
5.697	1.363	2.780
5.699	1.362	2.781
5.695	1.363	2.782
5.695	1.364	2.781
5.693	1.363	2.781
5.696	1.363	2.781
5.694	1.363	2.780
5.696	1.363	2.781
5.698	1.363	2.782
5.695	1.363	2.780
5.697	1.362	2.781
5.695	1.362	2.781
5.695	1.363	2.780
5.697	1.363	2.781
5.696	1.363	2.781
5.694	1.363	2.782
5.697	1.362	2.782
5.696	1.362	2.779
5.698	1.362	2.781
5.694	1.363	2.781
5.699	1.362	2.782
5.693	1.362	2.782
5.694	1.363	2.782
5.698	1.362	2.782
5.697	1.362	2.781
5.697	1.362	2.782
5.699	1.362	2.782
5.696	1.363	2.782
5.699	1.362	2.781
5.698	1.363	2.781
5.693	1.363	2.782
5.694	1.362	2.781
5.697	1.363	2.782
5.697	1.363	2.781
5.695	1.362	2.782
5.696	1.362	2.782
5.697	1.362	2.782
5.698	1.362	2.781
5.694	1.362	2.782
5.698	1.363	2.782
5.697	1.362	2.782
5.698	1.363	2.782
5.697	1.363	2.782
5.698	1.363	2.781
5.695	1.363	2.782
5.697	1.363	2.781
5.698	1.363	2.781
5.698	1.362	2.781
5.698	1.363	2.782
5.697	1.363	2.782
5.696	1.363	2.782
5.696	1.363	2.782
5.696	1.363	2.781
5.699	1.363	2.781
5.695	1.362	2.781
5.696	1.363	2.782
5.698	1.362	2.783
5.697	1.363	2.782
5.695	1.363	2.781
5.692	1.363	2.782
5.698	1.363	2.784
5.696	1.364	2.782
5.695	1.363	2.781
5.696	1.363	2.782
5.700	1.363	2.781
5.697	1.363	2.782
5.699	1.363	2.782
5.696	1.363	2.782
5.699	1.363	2.783
5.698	1.363	2.782
5.700	1.363	2.782
5.698	1.363	2.781
5.700	1.363	2.781
5.697	1.363	2.782
5.699	1.363	2.782
5.697	1.363	2.782
5.699	1.363	2.782
5.696	1.363	2.782
5.700	1.363	2.781
5.699	1.363	2.782
5.697	1.364	2.782
5.699	1.363	2.783
5.697	1.364	2.782
5.697	1.364	2.781
5.696	1.364	2.782
5.698	1.364	2.781
5.695	1.363	2.781
5.698	1.363	2.782
5.696	1.363	2.782
5.696	1.363	2.782
5.699	1.363	2.782
5.700	1.363	2.782
5.697	1.362	2.781
5.701	1.363	2.782
5.698	1.363	2.781
5.698	1.362	2.782
5.700	1.363	2.782
5.695	1.363	2.782
5.698	1.363	2.783
5.698	1.363	2.781
5.699	1.362	2.783
5.698	1.364	2.782
5.699	1.364	2.783
5.695	1.363	2.782
5.698	1.364	2.780
5.698	1.363	2.782
5.699	1.363	2.782
5.696	1.363	2.782
5.699	1.362	2.782
5.696	1.363	2.782
5.698	1.363	2.782
5.697	1.363	2.782
5.695	1.363	2.781
5.700	1.363	2.781
5.697	1.364	2.783
5.699	1.364	2.781
5.698	1.363	2.781
5.701	1.364	2.782
5.697	1.364	2.781
5.698	1.363	2.782
5.697	1.363	2.781
5.700	1.363	2.783
5.700	1.363	2.781
5.699	1.364	2.783
5.700	1.363	2.782
5.700	1.364	2.782
5.697	1.364	2.782
5.700	1.363	2.782
5.699	1.363	2.782
5.699	1.363	2.782
5.697	1.363	2.782
5.698	1.363	2.782
5.698	1.363	2.781
5.700	1.364	2.782
5.698	1.363	2.782
5.698	1.364	2.782
5.698	1.363	2.781
5.698	1.363	2.782
5.700	1.364	2.782
5.697	1.364	2.781
5.700	1.363	2.782
5.697	1.363	2.781
5.697	1.363	2.782
5.699	1.363	2.782
5.700	1.363	2.781
5.699	1.363	2.782
5.700	1.363	2.781
5.699	1.364	2.782
5.698	1.364	2.782
5.700	1.364	2.781
5.697	1.363	2.782
5.700	1.363	2.781
5.698	1.364	2.782
5.700	1.363	2.782
5.697	1.363	2.782
5.698	1.364	2.782
5.699	1.363	2.782
5.700	1.364	2.781
5.699	1.364	2.781
5.698	1.363	2.781
5.699	1.364	2.782
5.699	1.364	2.783
5.698	1.364	2.782
5.700	1.364	2.782
5.699	1.363	2.782
5.701	1.364	2.781
5.697	1.363	2.782
5.698	1.364	2.783
5.699	1.364	2.782
5.699	1.364	2.781
5.699	1.365	2.781
5.698	1.364	2.783
5.700	1.364	2.783
5.697	1.364	2.782
5.701	1.363	2.783
5.699	1.364	2.782
5.700	1.364	2.782
5.699	1.364	2.782
5.700	1.364	2.782
5.699	1.364	2.782
5.701	1.365	2.782
5.699	1.364	2.782
5.701	1.364	2.782
5.698	1.364	2.781
5.700	1.364	2.781
5.700	1.364	2.782
5.701	1.365	2.781
5.699	1.363	2.783
5.700	1.364	2.782
5.700	1.364	2.781
5.701	1.364	2.783
5.700	1.364	2.781
5.697	1.364	2.782
5.700	1.364	2.781
5.698	1.364	2.782
5.701	1.364	2.782
5.697	1.364	2.781
5.699	1.364	2.782
5.697	1.363	2.782
5.701	1.364	2.783
5.698	1.364	2.782
5.700	1.364	2.783
5.699	1.364	2.781
5.700	1.364	2.782
5.696	1.364	2.782
5.698	1.365	2.780
5.701	1.364	2.782
5.703	1.364	2.782
5.700	1.364	2.782
5.701	1.364	2.782
5.699	1.364	2.782
5.700	1.364	2.781
5.701	1.364	2.782
5.701	1.364	2.782
5.700	1.364	2.782
5.702	1.364	2.782
5.700	1.364	2.781
5.702	1.364	2.781
5.699	1.364	2.783
5.699	1.364	2.782
5.701	1.364	2.782
5.699	1.365	2.781
5.701	1.365	2.783
5.699	1.365	2.783
5.702	1.364	2.783
5.699	1.364	2.784
5.701	1.364	2.783
5.699	1.364	2.784
5.700	1.364	2.782
5.699	1.364	2.781
5.701	1.364	2.783
5.699	1.364	2.783
5.700	1.364	2.783
5.699	1.364	2.782
5.700	1.364	2.782
5.698	1.364	2.783
5.701	1.364	2.783
5.701	1.364	2.783
5.700	1.364	2.783
5.700	1.364	2.783
5.698	1.364	2.783
5.700	1.365	2.784
5.699	1.365	2.782
5.701	1.365	2.784
5.698	1.365	2.783
5.700	1.364	2.783
5.700	1.364	2.783
5.701	1.364	2.783
5.698	1.364	2.783
5.703	1.364	2.783
5.701	1.365	2.782
5.700	1.364	2.784
5.701	1.364	2.783
5.702	1.364	2.783
5.703	1.364	2.783
5.702	1.365	2.783
5.701	1.365	2.783
5.702	1.365	2.783
5.701	1.364	2.783
5.703	1.365	2.783
5.700	1.365	2.782
5.700	1.364	2.781
5.701	1.365	2.782
5.702	1.365	2.783
5.701	1.364	2.783
5.699	1.365	2.786
5.701	1.365	2.783
5.700	1.365	2.783
5.700	1.366	2.782
5.701	1.364	2.783
5.701	1.364	2.783
5.700	1.365	2.783
5.702	1.364	2.783
5.699	1.365	2.783
5.703	1.365	2.783
5.701	1.364	2.784
5.701	1.364	2.783
5.701	1.364	2.782
5.703	1.364	2.783
5.701	1.364	2.783
5.703	1.364	2.782
5.702	1.364	2.783
5.703	1.365	2.782
5.700	1.364	2.783
5.703	1.365	2.783
5.702	1.364	2.783
5.702	1.364	2.784
5.702	1.365	2.782
5.702	1.365	2.782
5.701	1.364	2.783
5.701	1.365	2.783
5.701	1.364	2.783
5.703	1.365	2.783
5.700	1.365	2.783
5.701	1.364	2.783
5.699	1.364	2.782
5.700	1.364	2.784
5.702	1.365	2.783
5.700	1.365	2.783
5.703	1.365	2.783
5.700	1.365	2.782
5.702	1.364	2.784
5.701	1.365	2.782
5.703	1.364	2.783
5.701	1.364	2.783
5.704	1.365	2.784
5.702	1.365	2.782
5.702	1.365	2.783
5.702	1.365	2.782
5.703	1.365	2.782
5.702	1.365	2.783
5.702	1.365	2.783
5.701	1.365	2.783
5.704	1.365	2.783
5.702	1.365	2.784
5.705	1.365	2.783
5.702	1.365	2.783
5.700	1.365	2.784
5.702	1.365	2.785
5.700	1.365	2.784
5.702	1.365	2.782
5.701	1.365	2.782
5.702	1.364	2.783
5.701	1.365	2.783
5.701	1.365	2.783
5.700	1.364	2.784
5.702	1.366	2.784
5.700	1.365	2.782
5.703	1.365	2.783
5.701	1.365	2.783
5.701	1.365	2.783
5.701	1.365	2.783
5.699	1.365	2.782
5.704	1.365	2.783
5.702	1.365	2.783
5.705	1.364	2.782
5.702	1.365	2.783
5.705	1.365	2.783
5.702	1.365	2.783
5.704	1.366	2.783
5.701	1.366	2.783
5.703	1.365	2.783
5.702	1.366	2.783
5.702	1.365	2.783
5.702	1.366	2.784
5.703	1.365	2.783
5.701	1.365	2.783
5.703	1.366	2.783
5.701	1.365	2.781
5.700	1.365	2.784
5.702	1.366	2.784
5.702	1.365	2.783
5.699	1.365	2.783
5.703	1.365	2.782
5.702	1.364	2.783
5.702	1.365	2.783
5.702	1.365	2.783
5.703	1.365	2.784
5.700	1.365	2.782
5.704	1.365	2.783
5.700	1.365	2.784
5.702	1.366	2.783
5.702	1.365	2.783
5.704	1.366	2.782
5.702	1.365	2.783
5.702	1.365	2.783
5.704	1.365	2.784
5.702	1.365	2.784
5.702	1.365	2.783
5.703	1.365	2.783
5.701	1.365	2.784
5.703	1.365	2.787
5.700	1.365	2.782
5.703	1.365	2.783
5.703	1.366	2.784
5.701	1.365	2.782
5.702	1.365	2.783
5.702	1.365	2.783
5.706	1.365	2.784
5.702	1.365	2.784
5.704	1.366	2.783
5.700	1.365	2.785
5.702	1.366	2.784
5.703	1.366	2.784
5.705	1.366	2.783
5.702	1.366	2.783
5.707	1.366	2.783
5.702	1.365	2.784
5.706	1.365	2.784
5.704	1.365	2.784
5.704	1.366	2.784
5.703	1.365	2.784
5.704	1.365	2.785
5.704	1.365	2.783
5.708	1.365	2.784
5.703	1.364	2.784
5.702	1.366	2.784
5.703	1.366	2.784
5.704	1.366	2.784
5.701	1.366	2.785
5.702	1.366	2.784
5.702	1.366	2.784
5.702	1.366	2.784
5.703	1.366	2.784
5.702	1.365	2.785
5.703	1.365	2.785
5.701	1.366	2.785
5.704	1.365	2.784
5.704	1.366	2.784
5.703	1.366	2.784
5.703	1.365	2.784
5.703	1.366	2.784
5.704	1.366	2.784
5.702	1.366	2.784
5.704	1.366	2.783
5.704	1.365	2.784
5.704	1.366	2.784
5.702	1.365	2.784
5.706	1.366	2.784
5.706	1.366	2.784
5.704	1.366	2.784
5.706	1.366	2.784
5.703	1.367	2.785
5.702	1.366	2.785
5.707	1.366	2.783
5.701	1.366	2.789
5.703	1.366	2.785
5.703	1.366	2.783
5.704	1.367	2.784
5.703	1.366	2.784
5.705	1.366	2.784
5.704	1.364	2.784
5.704	1.366	2.784
5.702	1.366	2.784
5.702	1.366	2.786
5.704	1.366	2.783
5.703	1.366	2.786
5.706	1.366	2.784
5.702	1.367	2.785
5.704	1.365	2.785
5.703	1.366	2.785
5.706	1.366	2.785
5.706	1.366	2.785
5.705	1.366	2.785
5.703	1.366	2.786
5.705	1.366	2.785
5.703	1.366	2.785
5.705	1.366	2.786
5.705	1.366	2.785
5.703	1.366	2.784
5.702	1.365	2.785
5.703	1.365	2.786
5.703	1.366	2.786
5.704	1.366	2.784
5.701	1.366	2.785
5.704	1.366	2.785
5.703	1.366	2.785
5.703	1.366	2.785
5.702	1.366	2.786
5.705	1.366	2.785
5.704	1.366	2.785
5.704	1.367	2.786
5.703	1.366	2.785
5.705	1.366	2.786
5.707	1.366	2.785
5.706	1.366	2.787
5.705	1.366	2.786
5.705	1.367	2.786
5.704	1.366	2.786
5.704	1.366	2.783
5.705	1.367	2.785
5.706	1.366	2.785
5.704	1.365	2.785
5.706	1.365	2.785
5.703	1.366	2.786
5.707	1.366	2.784
5.704	1.366	2.786
5.704	1.366	2.786
5.706	1.366	2.785
5.703	1.366	2.786
5.706	1.366	2.785
5.702	1.366	2.785
5.703	1.367	2.786
5.702	1.366	2.785
5.705	1.366	2.786
5.705	1.367	2.786
5.703	1.366	2.786
5.705	1.367	2.787
5.706	1.366	2.785
5.703	1.366	2.786
5.705	1.366	2.785
5.705	1.366	2.786
5.708	1.366	2.785
5.706	1.366	2.785
5.706	1.367	2.786
5.707	1.366	2.785
5.705	1.367	2.785
5.706	1.366	2.786
5.709	1.366	2.786
5.707	1.367	2.785
5.705	1.366	2.786
5.704	1.366	2.786
5.709	1.367	2.785
5.703	1.366	2.786
5.707	1.367	2.784
5.705	1.367	2.786
5.706	1.367	2.786
5.707	1.367	2.786
5.703	1.366	2.786
5.705	1.367	2.784
5.703	1.366	2.786
5.708	1.366	2.786
5.704	1.366	2.785
5.705	1.366	2.785
5.703	1.367	2.785
5.705	1.366	2.785
5.706	1.366	2.785
5.710	1.366	2.786
5.707	1.366	2.786
5.708	1.366	2.785
5.705	1.367	2.785
5.705	1.367	2.787
5.707	1.367	2.787
5.704	1.367	2.785
5.705	1.367	2.785
5.706	1.367	2.785
5.707	1.367	2.784
5.707	1.367	2.785
5.706	1.367	2.785
5.706	1.367	2.785
5.706	1.367	2.785
5.704	1.367	2.786
5.709	1.367	2.785
5.704	1.367	2.785
5.706	1.367	2.785
5.707	1.366	2.786
5.706	1.367	2.785
5.706	1.367	2.786
5.705	1.367	2.786
5.706	1.366	2.785
5.706	1.367	2.786
5.707	1.367	2.786
5.704	1.366	2.786
5.706	1.367	2.786
5.705	1.368	2.785
5.706	1.367	2.785
5.705	1.367	2.785
5.709	1.367	2.785
5.708	1.368	2.785
5.707	1.367	2.785
5.706	1.367	2.786
5.708	1.368	2.785
5.705	1.368	2.785
5.708	1.367	2.785
5.706	1.367	2.785
5.708	1.368	2.786
5.707	1.367	2.784
5.706	1.367	2.785
5.702	1.367	2.786
5.708	1.367	2.786
5.705	1.367	2.786
5.705	1.367	2.786
5.704	1.367	2.786
5.706	1.368	2.786
5.706	1.367	2.786
5.704	1.368	2.785
5.706	1.367	2.786
5.706	1.367	2.785
5.708	1.367	2.786
5.705	1.366	2.785
5.706	1.367	2.786
5.707	1.367	2.786
5.705	1.367	2.785
5.703	1.367	2.786
5.706	1.367	2.786
5.706	1.367	2.785
5.707	1.367	2.787
5.705	1.367	2.785
5.708	1.367	2.786
5.709	1.367	2.785
5.709	1.367	2.786
5.707	1.367	2.785
5.709	1.367	2.786
5.709	1.368	2.786
5.707	1.367	2.786
5.709	1.367	2.785
5.705	1.367	2.786
5.709	1.368	2.785
5.709	1.367	2.786
5.706	1.368	2.785
5.706	1.367	2.786
5.708	1.368	2.785
5.707	1.368	2.785
5.706	1.368	2.786
5.706	1.368	2.785
5.707	1.367	2.787
5.706	1.367	2.786
5.706	1.367	2.785
5.706	1.368	2.785
5.706	1.367	2.785
5.707	1.368	2.785
5.706	1.368	2.785
5.708	1.368	2.784
5.707	1.367	2.785
5.707	1.367	2.786
5.707	1.367	2.785
5.709	1.368	2.786
5.707	1.368	2.786
5.708	1.367	2.785
5.708	1.367	2.786
5.708	1.368	2.785
5.710	1.367	2.785
5.707	1.368	2.786
5.707	1.367	2.787
5.708	1.367	2.785
5.707	1.367	2.786
5.706	1.367	2.787
5.706	1.368	2.785
5.709	1.368	2.785
5.706	1.367	2.786
5.707	1.368	2.785
5.708	1.368	2.785
5.706	1.368	2.785
5.706	1.368	2.785
5.705	1.368	2.785
5.708	1.368	2.786
5.705	1.368	2.785
5.708	1.367	2.786
5.708	1.367	2.787
5.709	1.367	2.787
5.708	1.367	2.786
5.708	1.368	2.785
5.709	1.367	2.786
5.711	1.368	2.785
5.706	1.368	2.785
5.710	1.368	2.786
5.707	1.368	2.786
5.709	1.368	2.785
5.706	1.367	2.785
5.709	1.368	2.785
5.708	1.368	2.786
5.707	1.368	2.786
5.706	1.367	2.785
5.710	1.367	2.786
5.709	1.367	2.786
5.708	1.368	2.786
5.705	1.367	2.786
5.707	1.367	2.786
5.706	1.368	2.786
5.707	1.368	2.786
5.706	1.368	2.785
5.708	1.367	2.786
5.708	1.369	2.785
5.708	1.368	2.786
5.708	1.368	2.787
5.707	1.368	2.786
5.709	1.368	2.787
5.709	1.368	2.786
5.708	1.368	2.787
5.708	1.368	2.787
5.708	1.368	2.787
5.709	1.368	2.787
5.710	1.368	2.787
5.707	1.368	2.787
5.710	1.368	2.786
5.709	1.369	2.787
5.712	1.368	2.786
5.708	1.368	2.787
5.710	1.368	2.787
5.707	1.368	2.786
5.710	1.368	2.787
5.706	1.368	2.786
5.708	1.368	2.787
5.706	1.367	2.786
5.708	1.368	2.787
5.707	1.368	2.787
5.706	1.369	2.786
5.708	1.368	2.788
5.707	1.368	2.787
5.708	1.368	2.787
5.706	1.368	2.787
5.709	1.368	2.787
5.708	1.369	2.786
5.710	1.368	2.786
5.709	1.368	2.787
5.711	1.368	2.786
5.707	1.368	2.788
5.711	1.369	2.787
5.708	1.368	2.787
5.711	1.369	2.787
5.706	1.368	2.786
5.708	1.368	2.788
5.708	1.368	2.787
5.708	1.367	2.787
5.708	1.368	2.786
5.709	1.369	2.786
5.707	1.368	2.787
5.707	1.368	2.786
5.707	1.367	2.787
5.707	1.368	2.787
5.709	1.368	2.785
5.706	1.368	2.786
5.710	1.368	2.787
5.706	1.368	2.787
5.708	1.369	2.787
5.708	1.369	2.787
5.709	1.368	2.787
5.709	1.368	2.787
5.708	1.368	2.787
