
133,0.49,1.57,23.39,493
134,0.49,1.57,23.39,493
136,0.49,1.57,23.39,493
138,0.49,1.57,23.39,493
139,0.49,1.57,23.39,493
141,0.49,1.57,23.39,493
143,0.49,1.57,23.39,493
144,0.49,1.66,23.39,493
146,0.49,1.66,23.39,493
147,0.49,1.75,23.39,493
149,0.49,1.66,23.39,493
151,0.49,1.57,23.39,493
152,0.49,1.57,23.39,493
154,0.49,1.57,23.39,493
156,0.49,1.57,23.39,493
157,0.49,1.57,23.39,493
159,0.49,1.48,23.39,493
160,0.49,1.57,23.39,493
162,0.49,1.57,23.39,493
164,0.49,1.66,23.39,493
165,0.49,1.75,23.39,493
167,0.49,1.75,23.39,493
169,0.49,1.84,23.39,493
170,0.49,1.93,23.56,495
172,0.49,1.84,23.56,495
173,0.49,2.02,23.56,495
175,0.49,2.20,23.65,496
177,0.49,2.11,23.65,496
178,0.49,2.11,23.56,495
180,0.49,2.02,23.56,495
181,0.49,1.93,23.56,495
183,0.49,2.02,23.56,495
185,0.49,1.93,23.56,495
186,0.49,1.84,23.56,495
188,0.49,1.84,23.56,495
190,0.49,1.84,23.56,495
191,0.49,1.93,23.56,495
193,0.49,2.02,23.56,495
194,0.49,2.02,23.56,495
196,0.49,2.11,23.56,495
198,0.49,2.20,23.65,496
199,0.49,2.29,23.65,496
201,0.49,2.65,23.65,496
203,0.49,2.65,23.82,498
204,0.49,2.47,23.65,496
206,0.49,2.47,23.65,496
207,0.49,2.56,23.82,498
209,0.49,2.47,23.65,496
211,0.49,2.47,23.65,496
212,0.49,2.29,23.65,496
214,0.49,2.38,23.65,496
216,0.49,2.38,23.65,496
217,0.49,2.38,23.65,496
219,0.49,2.38,23.65,496
220,0.49,2.56,23.82,498
222,0.49,2.56,23.82,498
224,0.49,2.56,23.82,498
225,0.49,2.29,23.65,496
227,0.49,2.29,23.65,496
229,0.49,2.20,23.65,496
230,0.49,2.38,23.65,496
232,0.49,2.47,23.65,496
233,0.49,2.56,23.82,498
235,0.49,2.38,23.82,498
237,0.49,2.11,23.65,496
238,0.49,2.02,23.56,495
240,0.49,2.11,23.56,495
241,0.49,2.29,23.65,496
243,0.49,2.47,23.65,496
245,0.49,2.38,23.65,496
246,0.49,2.20,23.65,496
248,0.49,2.20,23.65,496
250,0.49,2.38,23.65,496
251,0.49,2.38,23.65,496
253,0.49,2.20,23.65,496
254,0.49,2.20,23.65,496
256,0.49,2.11,23.65,496
258,0.49,2.20,23.65,496
259,0.49,2.02,23.65,496
261,0.49,2.02,23.65,496
263,0.49,2.02,23.65,496
264,0.49,2.02,23.56,495
266,0.49,2.11,23.56,495
267,0.49,2.11,23.65,496
269,0.49,2.02,23.56,495
271,0.49,2.02,23.56,495
272,0.49,1.93,23.56,495
274,0.49,2.02,23.56,495
276,0.49,1.93,23.56,495
277,0.49,1.84,23.56,495
279,0.49,1.75,23.56,495
280,0.49,1.75,23.56,495
282,0.49,1.75,23.56,495
284,0.49,1.84,23.56,495
285,0.49,1.84,23.56,495
287,0.49,1.84,23.56,495
289,0.49,1.84,23.56,495
290,0.49,1.84,23.56,495
292,0.49,1.84,23.56,495
293,0.49,1.93,23.65,496
295,0.49,1.93,23.56,495
297,0.49,1.84,23.56,495
298,0.49,1.84,23.56,495
300,0.49,1.93,23.56,495
301,0.49,1.84,23.65,496
303,0.49,2.47,24.08,501
305,0.48,4.28,22.78,486
306,0.50,4.19,25.39,516
308,0.50,3.92,26.45,528
310,0.49,3.83,27.16,536
311,0.50,3.74,26.98,534
313,0.50,3.74,26.98,534
314,0.50,4.01,26.98,534
316,0.50,4.28,27.25,537
318,0.50,4.73,27.16,536
319,0.50,3.74,26.98,534
321,0.50,3.55,26.72,531
323,0.50,5.09,27.16,536
324,0.50,4.64,27.43,539
326,0.50,5.90,27.78,543
327,0.50,5.99,28.05,546
329,0.50,5.36,27.52,540
331,0.50,4.64,27.43,539
332,0.50,3.46,26.98,534
334,0.50,4.01,26.98,534
336,0.50,3.83,26.98,534
337,0.50,4.46,26.72,531
339,0.50,5.81,27.16,536
340,0.50,4.28,27.69,542
342,0.50,5.45,27.43,539
344,0.50,4.91,26.98,534
345,0.49,4.28,26.98,534
347,0.50,6.71,27.43,539
349,0.50,6.08,27.52,540
350,0.50,3.10,25.92,522
352,0.50,4.37,26.19,525
353,0.50,5.81,26.10,524
355,0.50,8.43,26.89,533
357,0.50,6.17,25.66,519
358,0.50,5.45,25.39,516
360,0.51,1.48,25.13,513
362,0.51,1.48,25.39,516
363,0.50,1.48,24.52,506
365,0.49,1.39,24.52,506
366,0.51,1.30,25.57,518
368,0.52,1.21,26.45,528
370,0.52,1.21,25.83,521
371,0.51,1.21,25.66,519
373,0.53,5.72,27.69,542
375,0.51,1.57,25.04,512
376,0.51,2.02,24.61,507
378,0.51,2.20,24.87,510
379,0.51,2.74,25.13,513
381,0.51,2.38,24.78,509
383,0.51,1.57,24.35,504
384,0.52,1.84,24.61,507
386,0.51,1.75,25.66,519
387,0.51,1.30,24.87,510
389,0.51,1.48,24.87,510
391,0.50,1.39,24.00,500
392,0.50,1.21,24.08,501
394,0.50,2.11,24.26,503
396,0.50,2.02,24.00,500
397,0.50,2.02,24.26,503
399,0.50,2.11,24.08,501
400,0.50,7.34,24.52,506
402,0.49,3.64,22.61,484
404,0.50,1.93,23.65,496
405,0.50,2.11,23.82,498
407,0.50,2.20,24.00,500
409,0.50,2.11,24.26,503
410,0.50,4.91,25.13,513
412,0.50,5.54,25.31,515
413,0.50,5.90,25.66,519
415,0.50,4.10,25.31,515
417,0.50,3.83,25.04,512
418,0.50,1.21,20.55,460
420,0.50,1.57,22.10,478
422,0.50,1.57,22.27,480
423,0.50,1.57,22.61,484
425,0.50,1.57,22.78,486
426,0.50,1.57,22.87,487
428,0.50,1.57,23.04,489
430,0.50,1.48,23.13,490
431,0.50,1.30,23.13,490
433,0.50,1.30,23.30,492
435,0.50,1.12,23.30,492
436,0.50,1.03,23.30,492
438,0.50,0.94,23.30,492
439,0.50,0.94,23.39,493
441,0.50,0.94,23.39,493
443,0.50,0.94,23.39,493
444,0.50,0.94,23.56,495
446,0.50,0.94,23.56,495
447,0.50,1.03,23.56,495
449,0.50,1.03,23.56,495
451,0.50,1.03,23.65,496
452,0.50,1.03,23.65,496
454,0.50,0.94,23.56,495
456,0.50,0.94,23.65,496
457,0.50,1.03,23.82,498
459,0.50,1.03,23.82,498
460,0.50,0.94,23.82,498
462,0.50,0.94,23.82,498
464,0.50,1.03,23.82,498
465,0.50,1.03,24.00,500
467,0.50,1.03,23.82,498
469,0.50,1.03,23.82,498
470,0.50,0.94,24.00,500
472,0.50,0.94,24.00,500
473,0.50,0.94,24.00,500
475,0.50,1.21,24.00,500
477,0.50,1.21,22.87,487
478,0.50,2.83,23.13,490
480,0.50,2.92,24.00,500
482,0.50,3.10,23.39,493
483,0.50,3.19,20.72,462
485,0.50,2.74,22.01,477
486,0.50,2.74,23.56,495
488,0.50,2.92,25.83,521
490,0.50,2.56,23.13,490
491,0.50,3.19,23.04,489
493,0.50,3.10,22.35,481
495,0.50,1.84,20.81,463
496,0.50,3.10,22.10,478
498,0.50,3.19,21.84,475
499,0.50,3.01,21.75,474
501,0.50,2.92,21.75,474
503,0.50,2.92,21.75,474
504,0.50,2.92,21.75,474
506,0.50,2.83,21.84,475
508,0.50,2.83,21.84,475
509,0.50,2.83,22.01,477
511,0.50,2.83,22.01,477
512,0.50,2.83,22.01,477
514,0.50,2.83,22.10,478
516,0.50,2.83,22.10,478
517,0.50,2.83,22.27,480
519,0.50,2.83,22.35,481
520,0.50,2.83,22.35,481
522,0.50,2.83,22.35,481
524,0.50,2.83,22.53,483
525,0.50,2.83,22.53,483
527,0.50,2.83,22.53,483
529,0.50,2.83,22.61,484
530,0.50,2.83,22.61,484
532,0.50,2.83,22.61,484
533,0.50,2.83,22.61,484
535,0.50,2.83,22.61,484
537,0.50,2.83,22.78,486
538,0.50,2.83,22.78,486
540,0.50,2.83,22.78,486
542,0.50,2.83,22.78,486
543,0.50,2.74,22.87,487
545,0.50,2.74,22.87,487
546,0.50,2.74,22.87,487
548,0.50,2.74,22.87,487
550,0.50,2.74,22.87,487
551,0.50,2.74,22.87,487
553,0.50,2.74,23.04,489
555,0.50,2.74,23.04,489
556,0.50,2.74,23.04,489
558,0.50,2.74,23.04,489
559,0.50,2.74,23.04,489
561,0.50,2.74,23.13,490
563,0.50,2.74,23.13,490
564,0.50,2.74,23.13,490
566,0.50,2.74,23.13,490
568,0.50,2.74,23.13,490
569,0.50,2.74,23.13,490
571,0.50,2.74,23.13,490
572,0.50,2.74,23.13,490
574,0.50,2.74,23.30,492
576,0.50,2.74,27.96,545
577,0.50,2.74,26.89,533
579,0.50,2.65,22.01,477
580,0.50,2.65,22.87,487
582,0.50,2.56,23.56,495
584,0.50,2.56,23.56,495
585,0.50,2.56,21.58,472
587,0.50,2.56,23.13,490
589,0.50,2.47,21.84,475
590,0.50,2.47,21.84,475
592,0.50,2.11,22.78,486
593,0.50,2.02,23.56,495
595,0.50,1.57,23.56,495
597,0.50,1.93,23.56,495
598,0.50,1.93,23.56,495
600,0.50,1.93,23.65,496
602,0.50,1.93,23.65,496
603,0.50,1.93,23.65,496
605,0.50,1.93,23.65,496
606,0.50,1.93,23.82,498
608,0.50,1.93,23.65,496
610,0.50,1.93,24.00,500
611,0.50,1.93,23.82,498
613,0.50,1.93,23.82,498
615,0.50,1.93,23.82,498
616,0.50,1.93,23.82,498
618,0.50,1.93,24.00,500
619,0.50,1.93,23.82,498
621,0.50,1.93,24.00,500
623,0.50,1.93,23.82,498
624,0.50,1.84,23.82,498
626,0.50,1.84,23.82,498
628,0.50,1.93,23.82,498
629,0.50,1.84,23.82,498
631,0.50,1.93,24.00,500
632,0.50,1.93,23.82,498
634,0.50,1.93,23.82,498
636,0.50,1.93,23.82,498
637,0.50,1.93,24.00,500
639,0.50,1.93,24.00,500
641,0.50,1.93,24.00,500
642,0.50,1.93,24.00,500
644,0.50,1.93,24.00,500
645,0.50,1.93,24.00,500
647,0.50,1.93,24.78,509
649,0.50,1.93,24.08,501
650,0.50,1.93,24.08,501
652,0.50,1.93,24.08,501
653,0.50,1.93,24.08,501
655,0.50,1.93,24.08,501
657,0.50,1.93,24.08,501
658,0.50,1.93,24.61,507
660,0.50,1.93,24.35,504
662,0.50,1.93,24.35,504
663,0.50,1.93,24.35,504
665,0.50,1.93,24.26,503
666,0.50,1.93,24.26,503
668,0.50,1.93,24.26,503
670,0.50,1.93,24.26,503
671,0.50,1.93,24.26,503
673,0.50,1.93,24.26,503
675,0.50,1.93,24.26,503
676,0.50,1.93,24.26,503
678,0.50,1.93,24.26,503
679,0.50,1.93,24.26,503
681,0.50,1.93,24.26,503
683,0.50,1.93,24.26,503
684,0.50,1.93,24.26,503
686,0.50,1.93,24.08,501
688,0.50,1.93,24.26,503
689,0.50,1.93,24.26,503
691,0.50,1.93,24.26,503
692,0.50,1.93,24.08,501
694,0.50,1.93,24.08,501
696,0.50,1.93,24.08,501
697,0.50,1.93,24.08,501
699,0.50,1.93,24.08,501
701,0.50,1.93,24.08,501
702,0.50,1.93,24.08,501
704,0.50,1.93,24.08,501
705,0.50,1.93,24.08,501
707,0.50,1.93,24.08,501
709,0.50,1.93,24.08,501
710,0.50,1.93,24.08,501
712,0.50,1.93,24.08,501
713,0.50,1.93,24.08,501
715,0.50,1.93,24.08,501
717,0.50,1.93,24.08,501
718,0.50,1.93,24.08,501
720,0.50,1.93,24.08,501
722,0.50,1.93,24.08,501
723,0.50,1.93,24.08,501
725,0.50,1.93,24.08,501
726,0.50,1.93,24.08,501
728,0.50,1.93,24.08,501
730,0.50,1.93,24.00,500
731,0.50,1.93,24.00,500
733,0.50,1.93,24.08,501
735,0.50,1.93,24.08,501
736,0.50,1.93,24.08,501
738,0.50,1.93,24.08,501
739,0.50,1.93,24.08,501
741,0.50,1.93,24.00,500
743,0.50,1.93,24.00,500
744,0.50,1.93,24.08,501
746,0.50,1.93,24.08,501
748,0.50,1.93,24.08,501
749,0.50,1.93,24.00,500
751,0.50,1.93,24.00,500
752,0.50,1.93,24.00,500
754,0.50,1.93,24.00,500
756,0.50,1.93,24.00,500
757,0.50,1.93,24.00,500
759,0.50,1.93,24.00,500
761,0.50,1.93,24.00,500
762,0.50,1.93,24.00,500
764,0.50,1.93,24.00,500
765,0.50,1.93,24.00,500
767,0.50,1.93,24.00,500
769,0.50,1.93,24.00,500
770,0.50,1.93,24.00,500
772,0.50,1.93,24.00,500
773,0.50,1.93,24.08,501
775,0.50,1.93,24.08,501
777,0.50,1.93,24.08,501
778,0.50,1.93,24.08,501
780,0.50,1.93,24.08,501
782,0.50,1.93,24.08,501
783,0.50,1.93,24.08,501
785,0.50,1.93,24.08,501
786,0.50,1.93,24.08,501
788,0.50,1.93,24.08,501
790,0.50,1.93,24.08,501
791,0.50,1.93,24.08,501
793,0.50,1.93,24.08,501
795,0.50,1.93,24.08,501
796,0.50,1.93,23.82,498
798,0.50,1.93,24.08,501
799,0.50,1.93,24.08,501
801,0.50,1.93,24.00,500
803,0.50,1.93,24.08,501
804,0.50,1.93,24.08,501
806,0.50,1.93,24.08,501
808,0.50,1.93,24.08,501
809,0.50,1.93,24.08,501
811,0.50,1.93,24.08,501
812,0.50,1.93,24.08,501
814,0.50,1.93,24.08,501
816,0.50,1.93,24.00,500
817,0.50,1.93,24.00,500
819,0.50,1.93,24.08,501
821,0.50,1.93,24.00,500
822,0.50,1.93,24.08,501
824,0.50,1.93,24.08,501
825,0.50,1.93,24.08,501
827,0.50,1.93,24.00,500
829,0.50,1.93,24.00,500
830,0.50,1.93,24.08,501
832,0.50,1.93,24.00,500
834,0.50,1.93,24.00,500
835,0.50,1.93,24.00,500
837,0.50,1.93,24.00,500
838,0.50,1.93,24.00,500
840,0.50,1.93,24.00,500
842,0.50,1.93,24.00,500
843,0.50,1.93,24.00,500
845,0.50,1.93,24.00,500
846,0.50,1.93,24.00,500
848,0.50,1.93,24.00,500
850,0.50,1.93,24.00,500
851,0.50,1.93,24.00,500
853,0.50,1.93,24.00,500
855,0.50,1.93,24.00,500
856,0.50,1.93,24.00,500
858,0.50,1.93,24.00,500
859,0.50,1.93,24.00,500
861,0.50,1.93,24.00,500
863,0.50,1.93,24.00,500
864,0.50,1.93,24.00,500
866,0.50,1.93,24.00,500
868,0.50,1.93,24.00,500
869,0.50,1.93,24.00,500
871,0.50,1.93,24.00,500
872,0.50,1.93,24.00,500
874,0.50,1.93,24.00,500
876,0.50,1.93,24.00,500
877,0.50,1.93,24.00,500
879,0.50,1.93,24.00,500
881,0.50,1.93,24.08,501
882,0.50,1.93,24.00,500
884,0.50,1.93,24.00,500
885,0.50,1.93,24.00,500
887,0.50,1.93,24.08,501
889,0.50,1.93,24.08,501
890,0.50,1.93,24.00,500
892,0.50,1.93,24.08,501
894,0.50,1.93,24.00,500
895,0.50,1.93,24.08,501
897,0.50,1.93,24.08,501
898,0.50,1.93,24.00,500
900,0.50,1.93,24.08,501
902,0.50,1.93,24.08,501
903,0.50,1.93,24.08,501
905,0.50,1.93,24.08,501
906,0.50,1.93,24.08,501
908,0.50,1.93,24.08,501
910,0.50,1.93,24.08,501
911,0.50,1.93,24.00,500
913,0.50,1.93,24.08,501
915,0.50,1.93,24.00,500
916,0.50,1.93,24.08,501
918,0.50,1.93,24.00,500
919,0.50,1.93,24.00,500
921,0.50,1.93,24.00,500
923,0.50,1.93,24.00,500
924,0.50,1.93,24.00,500
926,0.50,1.93,24.00,500
928,0.50,1.93,24.00,500
929,0.50,1.93,24.00,500
931,0.50,1.93,24.00,500
932,0.50,1.93,24.00,500
934,0.50,1.93,24.00,500
936,0.50,1.93,24.00,500
937,0.50,1.93,24.00,500
939,0.50,1.93,24.00,500
941,0.50,1.93,24.00,500
942,0.50,1.93,24.00,500
944,0.50,1.93,24.00,500
945,0.50,1.93,24.00,500
947,0.50,1.93,24.00,500
949,0.50,1.93,24.00,500
950,0.50,1.93,24.00,500
952,0.50,1.93,24.00,500
954,0.50,1.93,24.00,500
955,0.50,1.93,24.00,500
957,0.50,1.93,23.82,498
958,0.50,1.93,24.00,500
960,0.50,1.93,24.00,500
962,0.50,1.93,23.82,498
963,0.50,1.93,24.00,500
965,0.50,1.93,24.00,500
967,0.50,1.93,24.00,500
968,0.50,1.93,24.00,500
970,0.50,1.93,24.00,500
971,0.50,1.93,24.00,500
973,0.50,1.93,24.00,500
975,0.50,1.93,23.82,498
976,0.50,1.93,24.00,500
978,0.50,1.93,24.00,500
979,0.50,1.93,23.82,498
981,0.50,1.93,24.00,500
983,0.50,1.93,23.82,498
984,0.50,1.93,24.00,500
986,0.50,1.93,23.82,498
988,0.50,1.93,24.00,500
989,0.50,1.93,24.00,500
991,0.50,1.93,24.00,500
992,0.50,1.93,24.00,500
994,0.50,1.93,24.00,500
996,0.50,1.93,23.82,498
997,0.50,1.93,24.00,500
999,0.50,1.93,24.00,500
1001,0.50,1.93,24.00,500
1002,0.50,1.93,24.00,500
1004,0.50,1.93,24.00,500
1005,0.50,1.93,24.00,500
1007,0.50,1.93,24.00,500
1009,0.50,1.93,24.00,500
1010,0.50,1.93,24.00,500
1012,0.50,1.93,24.00,500
1014,0.50,1.93,24.00,500
1015,0.50,1.93,24.00,500
1017,0.50,1.93,24.00,500
1018,0.50,1.93,23.82,498
1020,0.50,1.93,23.82,498
1022,0.50,1.93,24.00,500
1023,0.50,1.93,24.00,500
1025,0.50,1.93,24.00,500
1027,0.50,1.93,24.00,500
1028,0.50,1.93,24.00,500
1030,0.50,1.93,24.00,500
1031,0.50,1.93,24.00,500
1033,0.50,1.93,24.00,500
1035,0.50,1.93,24.00,500
1036,0.50,1.93,24.00,500
1038,0.50,1.93,23.82,498
1039,0.50,1.93,24.00,500
1041,0.50,1.93,24.00,500
1043,0.50,1.93,24.00,500
1044,0.50,1.93,24.00,500
1046,0.50,1.93,24.00,500
1048,0.50,1.93,24.00,500
1049,0.50,1.84,24.00,500
1051,0.50,1.93,24.00,500
1052,0.50,1.93,24.00,500
1054,0.50,1.93,24.00,500
1056,0.50,1.93,24.00,500
1057,0.50,1.93,24.00,500
1059,0.50,1.93,23.82,498
1061,0.50,1.93,23.65,496
1062,0.50,1.93,23.82,498
1064,0.50,1.93,24.00,500
1065,0.50,1.93,24.00,500
1067,0.50,1.93,24.00,500
1069,0.50,1.93,24.00,500
1070,0.50,1.93,24.00,500
1072,0.50,1.93,24.00,500
1074,0.50,1.93,24.00,500
1075,0.50,1.93,24.00,500
1077,0.50,1.93,24.00,500
1078,0.50,1.93,24.00,500
1080,0.50,1.84,24.00,500
1082,0.50,1.93,24.00,500
1083,0.50,1.93,24.00,500
1085,0.50,1.93,24.00,500
1087,0.50,1.93,24.00,500
1088,0.50,1.93,24.00,500
1090,0.50,1.93,24.00,500
1091,0.50,1.93,24.00,500
1093,0.50,1.93,24.00,500
1095,0.50,1.93,24.00,500
1096,0.50,1.93,24.00,500
1098,0.50,1.93,24.00,500
1099,0.50,1.93,24.00,500
1101,0.50,1.93,24.00,500
1103,0.50,1.93,24.00,500
1104,0.50,1.93,24.00,500
1106,0.50,1.93,24.00,500
1108,0.50,1.93,24.00,500
1109,0.50,1.93,24.00,500
1111,0.50,1.93,24.00,500
1112,0.50,1.93,24.00,500
1114,0.50,1.93,24.00,500
1116,0.50,1.93,24.00,500
1117,0.50,1.93,24.00,500
1119,0.50,1.93,24.00,500
1121,0.50,1.93,24.00,500
1122,0.50,1.93,23.82,498
1124,0.50,1.93,24.00,500
1125,0.50,1.93,24.00,500
1127,0.50,1.93,24.00,500
1129,0.50,1.93,23.82,498
1130,0.50,1.93,23.82,498
1132,0.50,1.93,23.82,498
1134,0.50,1.93,23.82,498
1135,0.50,1.93,24.00,500
1137,0.50,1.93,24.00,500
1138,0.50,1.84,24.00,500
1140,0.50,1.93,23.65,496
1142,0.50,1.93,23.65,496
1143,0.50,1.93,23.56,495
1145,0.50,1.93,23.82,498
1146,0.50,1.93,24.00,500
1148,0.50,1.93,23.82,498
1150,0.50,1.93,24.00,500
1151,0.50,1.93,24.00,500
1153,0.50,1.93,24.00,500
1155,0.50,1.93,24.00,500
1156,0.50,1.93,24.00,500
1158,0.50,1.93,24.00,500
1159,0.50,1.93,24.00,500
1161,0.50,1.93,24.00,500
1163,0.50,1.93,24.00,500
1164,0.50,1.93,23.82,498
1166,0.50,1.93,24.00,500
1168,0.50,1.93,24.00,500
1169,0.50,1.93,24.00,500
1171,0.50,1.93,24.00,500
1172,0.50,1.93,24.00,500
1174,0.50,1.93,24.00,500
1176,0.50,1.93,24.00,500
1177,0.50,1.84,24.00,500
1179,0.50,1.93,24.00,500
1181,0.50,1.93,24.00,500
1182,0.50,1.93,24.00,500
1184,0.50,1.84,24.00,500
1185,0.50,1.93,24.00,500
1187,0.50,1.93,24.00,500
1189,0.50,1.84,23.82,498
1190,0.50,1.93,24.00,500
1192,0.50,1.93,23.82,498
1193,0.50,1.84,24.00,500
1195,0.50,1.93,24.00,500
1197,0.50,1.93,24.00,500
1198,0.50,1.93,23.82,498
1200,0.50,1.93,24.00,500
1202,0.50,1.84,23.82,498
1203,0.50,1.93,23.82,498
1205,0.50,1.93,23.82,498
1206,0.50,1.93,23.82,498
1208,0.50,1.84,23.82,498
1210,0.50,1.93,23.82,498
1211,0.50,1.93,23.82,498
1213,0.50,1.84,23.82,498
1215,0.50,1.93,23.82,498
1216,0.50,1.93,23.82,498
1218,0.50,1.93,23.82,498
1219,0.50,1.84,23.82,498
1221,0.50,2.02,25.66,519
1223,0.50,2.02,24.52,506
1224,0.50,2.02,24.26,503
1226,0.50,2.02,22.87,487
1228,0.50,1.84,22.35,481
1229,0.50,1.84,23.13,490
1231,0.50,1.84,23.30,492
1232,0.50,1.84,23.39,493
1234,0.50,1.84,23.39,493
1236,0.50,1.84,23.39,493
1237,0.50,1.84,23.39,493
1239,0.50,1.84,23.56,495
1240,0.50,1.84,23.56,495
1242,0.50,1.84,23.56,495
1244,0.50,1.84,23.56,495
1245,0.50,1.84,23.56,495
1247,0.50,1.84,23.56,495
1249,0.50,1.84,23.56,495
1250,0.50,1.84,23.56,495
1252,0.50,1.84,23.56,495
1253,0.50,1.84,23.56,495
1255,0.50,1.84,23.56,495
1257,0.50,1.84,23.56,495
1258,0.50,1.75,23.56,495
1260,0.50,1.75,23.56,495
1262,0.50,1.84,23.56,495
1263,0.50,1.75,23.56,495
1265,0.50,1.84,23.56,495
1266,0.50,1.75,23.65,496
1268,0.50,1.75,23.65,496
1270,0.50,1.75,23.65,496
1271,0.50,1.75,23.65,496
1273,0.50,1.75,23.65,496
1275,0.50,1.75,23.56,495
1276,0.50,1.75,23.65,496
1278,0.50,1.75,23.56,495
1279,0.50,1.75,23.56,495
1281,0.50,1.75,23.65,496
1283,0.50,1.75,23.65,496
1284,0.50,1.75,23.65,496
1286,0.50,1.75,23.65,496
1287,0.50,1.75,23.65,496
1289,0.50,1.75,23.65,496
1291,0.50,1.75,23.65,496
1292,0.50,1.75,23.65,496
1294,0.50,1.75,23.65,496
1296,0.50,1.75,23.65,496
1297,0.50,1.75,23.65,496
1299,0.50,1.75,23.65,496
1300,0.50,1.75,23.65,496
1302,0.50,1.75,23.65,496
1304,0.50,1.75,23.65,496
1305,0.50,1.75,23.65,496
1307,0.50,1.75,23.65,496
1309,0.50,1.75,23.65,496
1310,0.50,1.75,23.65,496
1312,0.50,1.75,23.65,496
1313,0.50,1.75,23.56,495
1315,0.50,1.75,23.39,493
1317,0.50,1.75,23.65,496
1318,0.50,1.75,23.65,496
1320,0.50,1.75,23.65,496
1322,0.50,1.75,23.65,496
1323,0.50,1.75,23.65,496
1325,0.50,1.75,23.65,496
1326,0.50,1.75,23.65,496
1328,0.50,1.75,23.65,496
1330,0.50,1.75,23.65,496
1331,0.50,1.75,23.65,496
1333,0.50,1.75,23.65,496
1335,0.50,1.75,23.82,498
1336,0.50,1.75,23.82,498
1338,0.50,1.75,23.82,498
1339,0.50,1.75,23.82,498
1341,0.50,1.75,23.82,498
1343,0.50,1.75,23.39,493
1344,0.50,1.75,24.00,500
1346,0.50,1.75,24.00,500
1347,0.50,1.75,24.00,500
1349,0.50,1.75,23.82,498
1351,0.50,1.75,23.82,498
1352,0.50,1.75,23.82,498
1354,0.50,1.75,23.82,498
1356,0.50,1.75,24.00,500
1357,0.50,1.75,23.82,498
1359,0.50,1.75,23.65,496
1360,0.50,1.75,23.30,492
1362,0.50,4.64,25.57,518
1364,0.50,4.55,24.87,510
1365,0.50,4.37,24.87,510
1367,0.50,4.46,24.87,510
1369,0.50,4.55,25.04,512
1370,0.50,4.64,25.04,512
1372,0.50,4.73,25.04,512
1373,0.50,4.82,25.04,512
1375,0.50,4.91,25.04,512
1377,0.50,4.91,25.04,512
1378,0.50,5.00,25.04,512
1380,0.50,5.09,25.04,512
1382,0.50,5.09,25.13,513
1383,0.50,5.18,25.13,513
1385,0.50,5.18,25.13,513
1386,0.50,5.36,25.13,513
1388,0.50,5.45,25.13,513
1390,0.50,5.72,25.31,515
1391,0.50,6.17,25.13,513
