presFesto5-1 [V]	AWM5-5 [V]	MPX700-2 [V]
1.707	1.212	0.018
1.706	1.213	0.018
1.707	1.212	0.018
1.706	1.213	0.018
1.705	1.213	0.018
1.705	1.213	0.018
1.708	1.213	0.018
1.705	1.213	0.018
1.710	1.213	0.018
1.705	1.213	0.018
1.708	1.212	0.018
1.705	1.213	0.017
1.706	1.213	0.018
1.705	1.213	0.018
1.706	1.213	0.018
1.706	1.213	0.017
1.707	1.213	0.018
1.711	1.213	0.018
1.706	1.213	0.018
1.710	1.214	0.018
1.704	1.213	0.017
1.706	1.213	0.018
1.708	1.212	0.017
1.710	1.212	0.018
1.705	1.212	0.017
1.707	1.212	0.018
1.706	1.212	0.018
1.704	1.213	0.018
1.708	1.213	0.018
1.706	1.213	0.018
1.705	1.213	0.017
1.705	1.213	0.018
1.707	1.213	0.017
1.705	1.212	0.018
1.708	1.213	0.017
1.705	1.213	0.018
1.708	1.213	0.018
1.708	1.212	0.017
1.707	1.212	0.018
1.706	1.213	0.018
1.704	1.213	0.018
1.707	1.213	0.018
1.706	1.213	0.018
1.707	1.213	0.018
1.708	1.213	0.018
1.705	1.213	0.018
1.708	1.212	0.018
1.705	1.213	0.018
1.708	1.212	0.018
1.709	1.213	0.017
1.706	1.213	0.018
1.710	1.212	0.017
1.706	1.213	0.017
1.709	1.212	0.018
1.706	1.213	0.018
1.708	1.213	0.018
1.706	1.213	0.017
1.709	1.213	0.018
1.712	1.213	0.018
1.705	1.213	0.018
1.708	1.213	0.018
1.708	1.212	0.017
1.707	1.212	0.018
1.710	1.213	0.018
1.708	1.213	0.017
1.707	1.213	0.018
1.708	1.212	0.017
1.709	1.213	0.018
1.707	1.214	0.018
1.705	1.213	0.018
1.710	1.212	0.018
1.705	1.213	0.017
1.708	1.212	0.018
1.704	1.213	0.017
1.706	1.213	0.017
1.704	1.212	0.018
1.705	1.213	0.018
1.706	1.212	0.018
1.706	1.212	0.017
1.711	1.213	0.018
1.706	1.213	0.018
1.708	1.213	0.018
1.705	1.212	0.018
1.707	1.212	0.018
1.709	1.212	0.018
1.707	1.212	0.018
1.709	1.212	0.018
1.705	1.213	0.018
1.708	1.213	0.017
1.706	1.213	0.018
1.707	1.213	0.018
1.705	1.212	0.018
1.704	1.212	0.018
1.705	1.213	0.018
1.705	1.212	0.018
1.708	1.213	0.018
1.708	1.212	0.018
1.706	1.213	0.017
1.708	1.213	0.018
1.709	1.212	0.018
1.707	1.213	0.017
1.706	1.213	0.018
1.708	1.212	0.018
1.705	1.212	0.018
1.706	1.213	0.018
1.708	1.212	0.018
1.708	1.213	0.017
1.708	1.212	0.018
1.708	1.213	0.018
1.708	1.212	0.018
1.706	1.212	0.018
1.709	1.212	0.018
1.708	1.212	0.018
1.706	1.212	0.018
1.706	1.212	0.018
1.704	1.213	0.018
1.708	1.213	0.018
1.707	1.211	0.018
1.708	1.212	0.018
1.706	1.212	0.018
1.702	1.212	0.018
1.707	1.213	0.017
1.708	1.213	0.018
1.708	1.212	0.018
1.707	1.213	0.018
1.705	1.212	0.018
1.709	1.212	0.018
1.708	1.212	0.018
1.707	1.212	0.018
1.711	1.212	0.017
1.708	1.212	0.018
1.706	1.212	0.018
1.704	1.213	0.018
1.707	1.213	0.017
1.707	1.213	0.018
1.707	1.212	0.018
1.702	1.212	0.018
1.707	1.212	0.018
1.710	1.212	0.018
1.705	1.212	0.018
1.706	1.213	0.018
1.705	1.212	0.018
1.705	1.212	0.018
1.706	1.212	0.018
1.706	1.212	0.018
1.708	1.212	0.018
1.704	1.213	0.017
1.707	1.213	0.018
1.707	1.212	0.018
1.705	1.212	0.018
1.704	1.212	0.017
1.704	1.212	0.018
1.707	1.212	0.018
1.705	1.213	0.018
1.707	1.212	0.018
1.706	1.212	0.018
1.708	1.212	0.018
1.707	1.212	0.018
1.705	1.212	0.017
1.705	1.212	0.018
1.711	1.212	0.017
1.706	1.212	0.018
1.706	1.212	0.017
1.703	1.212	0.018
1.707	1.212	0.018
1.709	1.212	0.017
1.705	1.212	0.017
1.707	1.212	0.018
1.707	1.212	0.018
1.708	1.213	0.018
1.707	1.212	0.018
1.704	1.212	0.018
1.707	1.212	0.018
1.705	1.212	0.018
1.709	1.213	0.018
1.707	1.212	0.018
1.703	1.212	0.017
1.706	1.212	0.017
1.706	1.212	0.018
1.707	1.212	0.017
1.709	1.212	0.018
1.707	1.211	0.018
1.707	1.213	0.018
1.702	1.213	0.018
1.709	1.212	0.017
1.708	1.212	0.017
1.704	1.212	0.018
1.707	1.212	0.017
1.706	1.212	0.017
1.704	1.211	0.018
1.707	1.212	0.017
1.707	1.212	0.017
1.706	1.211	0.017
1.702	1.212	0.018
1.702	1.212	0.018
1.704	1.212	0.018
1.706	1.212	0.018
1.706	1.212	0.018
1.706	1.212	0.018
1.706	1.212	0.017
1.703	1.212	0.017
1.706	1.212	0.018
1.707	1.212	0.017
1.706	1.212	0.018
1.709	1.212	0.017
1.706	1.211	0.018
1.706	1.212	0.018
1.710	1.212	0.017
1.705	1.212	0.017
1.707	1.212	0.018
1.706	1.212	0.018
1.706	1.212	0.018
1.706	1.212	0.018
1.707	1.212	0.018
1.709	1.213	0.018
1.707	1.212	0.018
1.707	1.212	0.017
1.707	1.212	0.017
1.705	1.212	0.017
1.705	1.212	0.018
1.706	1.212	0.018
1.707	1.212	0.018
1.706	1.212	0.018
1.706	1.212	0.017
1.706	1.212	0.018
1.706	1.212	0.018
1.705	1.211	0.018
1.706	1.212	0.018
1.706	1.212	0.017
1.704	1.211	0.018
1.710	1.212	0.018
1.707	1.212	0.018
1.706	1.212	0.018
1.709	1.212	0.018
1.702	1.212	0.017
1.706	1.212	0.018
1.703	1.211	0.017
1.707	1.212	0.018
1.705	1.212	0.017
1.706	1.211	0.018
1.707	1.212	0.018
1.705	1.212	0.017
1.706	1.211	0.018
1.706	1.212	0.018
1.705	1.212	0.017
1.705	1.211	0.018
1.706	1.212	0.018
1.707	1.212	0.018
1.704	1.212	0.018
1.706	1.212	0.017
1.705	1.212	0.018
1.706	1.212	0.018
1.709	1.213	0.017
1.704	1.212	0.018
1.708	1.212	0.018
1.706	1.212	0.018
1.706	1.212	0.018
1.706	1.212	0.018
1.704	1.211	0.018
1.706	1.212	0.017
1.708	1.212	0.018
1.705	1.212	0.018
1.707	1.212	0.017
1.705	1.212	0.018
1.706	1.212	0.018
1.707	1.212	0.018
1.704	1.211	0.017
1.707	1.212	0.017
1.709	1.212	0.018
1.704	1.212	0.017
1.709	1.211	0.018
1.705	1.211	0.018
1.707	1.212	0.018
1.709	1.212	0.018
1.703	1.211	0.018
1.706	1.212	0.018
1.707	1.212	0.017
1.704	1.212	0.017
1.705	1.211	0.018
1.704	1.211	0.018
1.705	1.211	0.018
1.706	1.211	0.018
1.704	1.211	0.018
1.706	1.212	0.018
1.704	1.211	0.018
1.708	1.211	0.018
1.708	1.212	0.018
1.704	1.211	0.018
1.705	1.212	0.017
1.707	1.212	0.018
1.705	1.211	0.018
1.707	1.211	0.018
1.704	1.211	0.018
1.706	1.212	0.018
1.710	1.211	0.018
1.705	1.212	0.018
1.707	1.211	0.018
1.704	1.211	0.018
1.707	1.211	0.018
1.708	1.211	0.017
1.704	1.211	0.017
1.707	1.211	0.018
1.708	1.211	0.017
1.704	1.211	0.018
1.708	1.212	0.018
1.702	1.212	0.018
1.706	1.211	0.017
1.707	1.211	0.017
1.704	1.212	0.018
1.706	1.211	0.018
1.705	1.211	0.017
1.699	1.211	0.017
1.709	1.211	0.018
1.705	1.211	0.018
1.706	1.212	0.017
1.709	1.211	0.018
1.703	1.211	0.018
1.707	1.212	0.018
1.705	1.211	0.018
1.705	1.211	0.017
1.707	1.211	0.018
1.703	1.211	0.018
1.704	1.211	0.018
1.708	1.211	0.017
1.706	1.211	0.018
1.706	1.212	0.018
1.704	1.211	0.018
1.706	1.211	0.018
1.703	1.210	0.018
1.704	1.211	0.018
1.702	1.211	0.018
1.704	1.212	0.018
1.703	1.211	0.018
1.708	1.211	0.018
1.704	1.211	0.018
1.706	1.211	0.018
1.706	1.211	0.017
1.707	1.211	0.017
1.705	1.211	0.018
1.705	1.211	0.018
1.704	1.211	0.017
1.707	1.211	0.018
1.705	1.211	0.018
1.705	1.210	0.018
1.704	1.211	0.018
1.707	1.210	0.018
1.705	1.210	0.018
1.707	1.211	0.018
1.706	1.211	0.018
1.707	1.211	0.018
1.704	1.210	0.018
1.707	1.210	0.017
1.706	1.211	0.018
1.705	1.211	0.017
1.705	1.211	0.018
1.705	1.211	0.018
1.701	1.210	0.017
1.708	1.211	0.018
1.704	1.211	0.018
1.703	1.210	0.018
1.706	1.211	0.018
1.706	1.211	0.018
1.703	1.211	0.018
1.705	1.210	0.017
1.704	1.211	0.018
1.705	1.211	0.018
1.703	1.211	0.018
1.705	1.211	0.018
1.706	1.211	0.018
1.705	1.211	0.018
1.702	1.210	0.018
1.708	1.210	0.018
1.706	1.211	0.017
1.705	1.210	0.018
1.703	1.210	0.018
1.706	1.211	0.018
1.706	1.211	0.017
1.708	1.210	0.018
1.705	1.211	0.018
1.704	1.211	0.018
1.703	1.210	0.018
1.709	1.210	0.018
1.704	1.210	0.017
1.705	1.209	0.018
1.703	1.210	0.018
1.708	1.210	0.018
1.705	1.210	0.018
1.702	1.210	0.018
1.706	1.211	0.018
1.704	1.210	0.018
1.703	1.210	0.017
1.704	1.211	0.017
1.706	1.210	0.018
1.703	1.210	0.018
1.703	1.209	0.017
1.705	1.210	0.018
1.705	1.210	0.017
1.706	1.211	0.017
1.701	1.210	0.017
1.707	1.210	0.017
1.706	1.210	0.017
1.703	1.210	0.018
1.707	1.210	0.017
1.703	1.210	0.018
1.701	1.210	0.018
1.706	1.211	0.018
1.703	1.210	0.018
1.702	1.210	0.018
1.704	1.210	0.018
1.705	1.210	0.018
1.705	1.210	0.017
1.703	1.210	0.018
1.706	1.210	0.018
1.705	1.210	0.017
1.702	1.211	0.017
1.701	1.209	0.017
1.708	1.210	0.017
1.706	1.210	0.018
1.700	1.210	0.018
1.704	1.209	0.018
1.706	1.210	0.017
1.704	1.210	0.018
1.703	1.210	0.017
1.706	1.210	0.018
1.703	1.210	0.018
1.706	1.210	0.018
1.703	1.211	0.017
1.707	1.211	0.018
1.706	1.211	0.018
1.703	1.210	0.018
1.707	1.210	0.018
1.706	1.210	0.018
1.704	1.211	0.018
1.702	1.210	0.017
1.706	1.210	0.018
1.701	1.210	0.017
1.704	1.210	0.017
1.708	1.210	0.018
1.706	1.211	0.018
1.703	1.210	0.018
1.707	1.209	0.017
1.704	1.209	0.017
1.705	1.210	0.018
1.701	1.209	0.017
1.704	1.209	0.018
1.703	1.209	0.017
1.701	1.210	0.018
1.707	1.210	0.018
1.703	1.210	0.018
1.704	1.210	0.018
1.702	1.210	0.018
1.705	1.209	0.018
1.703	1.210	0.018
1.704	1.209	0.018
1.706	1.209	0.018
1.704	1.210	0.018
1.703	1.209	0.018
1.702	1.209	0.017
1.707	1.210	0.018
1.702	1.209	0.017
1.703	1.209	0.017
1.704	1.209	0.018
1.703	1.209	0.018
1.700	1.210	0.017
1.706	1.209	0.018
1.705	1.210	0.018
1.701	1.209	0.017
1.702	1.210	0.018
1.705	1.210	0.018
1.703	1.210	0.017
1.702	1.210	0.018
1.705	1.210	0.017
1.706	1.209	0.018
1.701	1.210	0.018
1.702	1.209	0.018
1.706	1.210	0.017
1.704	1.210	0.017
1.707	1.210	0.018
1.703	1.209	0.018
1.705	1.209	0.018
1.704	1.209	0.018
1.703	1.209	0.018
1.705	1.209	0.017
1.704	1.209	0.018
1.704	1.209	0.017
1.701	1.209	0.018
1.703	1.209	0.018
1.703	1.209	0.018
1.702	1.209	0.017
1.703	1.209	0.018
1.702	1.209	0.018
1.703	1.209	0.018
1.705	1.209	0.018
1.704	1.209	0.018
1.703	1.209	0.018
1.703	1.209	0.017
1.704	1.208	0.018
1.702	1.209	0.018
1.701	1.209	0.018
1.706	1.208	0.017
1.706	1.209	0.018
1.704	1.208	0.018
1.703	1.209	0.018
1.707	1.209	0.017
1.704	1.209	0.018
1.704	1.209	0.018
1.704	1.209	0.017
1.705	1.208	0.018
1.704	1.209	0.017
1.700	1.208	0.018
1.703	1.208	0.018
1.706	1.209	0.018
1.702	1.209	0.018
1.703	1.209	0.018
1.706	1.209	0.018
1.702	1.209	0.018
1.704	1.209	0.018
1.703	1.209	0.018
1.705	1.209	0.018
1.700	1.209	0.018
1.705	1.208	0.018
1.706	1.208	0.018
1.703	1.209	0.018
1.705	1.208	0.018
1.706	1.209	0.017
1.705	1.209	0.017
1.701	1.208	0.018
1.701	1.208	0.018
1.702	1.208	0.017
1.704	1.209	0.017
1.703	1.209	0.018
1.702	1.208	0.018
1.704	1.208	0.018
1.703	1.208	0.018
1.702	1.208	0.018
1.701	1.208	0.018
1.703	1.208	0.018
1.703	1.208	0.017
1.706	1.208	0.018
1.703	1.208	0.017
1.702	1.208	0.018
1.702	1.208	0.018
1.704	1.208	0.017
1.702	1.208	0.018
1.704	1.208	0.017
1.705	1.208	0.017
1.702	1.208	0.017
1.700	1.208	0.018
1.703	1.208	0.018
1.707	1.208	0.018
1.703	1.209	0.018
1.703	1.208	0.018
1.705	1.208	0.018
1.706	1.208	0.018
1.701	1.209	0.018
1.703	1.208	0.018
1.702	1.208	0.018
1.705	1.208	0.018
1.702	1.208	0.018
1.705	1.208	0.018
1.702	1.208	0.017
1.703	1.208	0.018
1.702	1.209	0.018
1.704	1.208	0.018
1.701	1.208	0.018
1.701	1.208	0.018
1.703	1.208	0.018
1.703	1.208	0.017
1.706	1.208	0.018
1.701	1.208	0.017
1.701	1.208	0.018
1.703	1.208	0.018
1.704	1.208	0.018
1.701	1.207	0.018
1.701	1.207	0.018
1.704	1.208	0.017
1.704	1.207	0.018
1.699	1.208	0.018
1.701	1.207	0.017
1.704	1.208	0.018
1.704	1.208	0.017
1.701	1.208	0.018
1.705	1.208	0.018
1.705	1.208	0.018
1.702	1.208	0.018
1.701	1.208	0.018
1.705	1.208	0.018
1.703	1.208	0.017
1.702	1.208	0.018
1.707	1.208	0.018
1.703	1.208	0.018
1.703	1.208	0.017
1.702	1.207	0.018
1.704	1.208	0.018
1.702	1.208	0.018
1.701	1.208	0.018
1.703	1.207	0.018
1.702	1.207	0.018
1.703	1.207	0.018
1.704	1.208	0.018
1.700	1.207	0.018
1.702	1.207	0.018
1.700	1.208	0.018
1.703	1.207	0.018
1.703	1.208	0.018
1.699	1.207	0.017
1.701	1.207	0.018
1.704	1.207	0.018
1.702	1.208	0.017
1.700	1.208	0.018
1.700	1.207	0.018
1.706	1.208	0.018
1.701	1.208	0.018
1.701	1.207	0.018
1.703	1.207	0.018
1.706	1.207	0.018
1.702	1.207	0.018
1.703	1.208	0.018
1.700	1.207	0.018
1.704	1.208	0.018
1.703	1.207	0.018
1.701	1.207	0.018
1.703	1.207	0.018
1.702	1.207	0.018
1.700	1.206	0.018
1.701	1.207	0.018
1.701	1.206	0.018
1.703	1.207	0.018
1.701	1.207	0.018
1.704	1.207	0.018
1.703	1.207	0.017
1.704	1.207	0.018
1.703	1.207	0.018
1.702	1.207	0.018
1.702	1.207	0.018
1.701	1.207	0.018
1.704	1.207	0.018
1.705	1.207	0.018
1.702	1.208	0.018
1.705	1.207	0.018
1.703	1.207	0.018
1.701	1.208	0.018
1.703	1.207	0.018
1.703	1.207	0.018
1.706	1.207	0.018
1.699	1.206	0.017
1.702	1.206	0.018
1.705	1.206	0.018
1.702	1.207	0.018
1.701	1.207	0.018
1.702	1.206	0.018
1.702	1.207	0.017
1.701	1.207	0.017
1.701	1.207	0.018
1.703	1.207	0.017
1.701	1.207	0.018
1.702	1.206	0.018
1.706	1.207	0.017
1.701	1.207	0.018
1.702	1.207	0.018
1.702	1.206	0.017
1.704	1.206	0.017
1.702	1.207	0.017
1.701	1.206	0.018
1.703	1.207	0.018
1.704	1.207	0.018
1.701	1.206	0.018
1.700	1.207	0.018
1.700	1.206	0.018
1.704	1.207	0.018
1.702	1.206	0.017
1.704	1.207	0.017
1.705	1.207	0.018
1.704	1.206	0.017
1.700	1.206	0.017
1.702	1.206	0.018
1.704	1.206	0.017
1.702	1.207	0.018
1.703	1.207	0.018
1.699	1.206	0.018
1.703	1.207	0.018
1.702	1.206	0.018
1.701	1.206	0.017
1.699	1.206	0.018
1.700	1.206	0.017
1.701	1.206	0.018
1.703	1.207	0.018
1.704	1.206	0.017
1.702	1.206	0.018
1.703	1.207	0.018
1.702	1.206	0.018
1.703	1.207	0.018
1.701	1.206	0.018
1.702	1.206	0.018
1.701	1.206	0.017
1.701	1.206	0.017
1.701	1.206	0.018
1.701	1.206	0.018
1.704	1.206	0.018
1.701	1.206	0.018
1.699	1.206	0.018
1.699	1.206	0.018
1.703	1.206	0.018
1.702	1.206	0.017
1.702	1.206	0.017
1.700	1.206	0.018
1.700	1.206	0.017
1.699	1.206	0.017
1.699	1.206	0.018
1.702	1.206	0.018
1.700	1.206	0.018
1.700	1.206	0.018
1.699	1.206	0.018
1.703	1.206	0.018
1.700	1.206	0.018
1.701	1.206	0.018
1.702	1.205	0.018
1.705	1.206	0.018
1.703	1.206	0.018
1.703	1.206	0.018
1.702	1.206	0.018
1.703	1.206	0.018
1.703	1.206	0.018
1.701	1.206	0.018
1.703	1.206	0.017
1.699	1.206	0.018
1.703	1.206	0.018
1.700	1.206	0.018
1.702	1.206	0.018
1.702	1.206	0.018
1.700	1.206	0.018
1.704	1.206	0.018
1.703	1.206	0.018
1.699	1.206	0.017
1.701	1.206	0.018
1.702	1.205	0.017
1.704	1.206	0.017
1.700	1.206	0.017
1.701	1.206	0.018
1.702	1.205	0.017
1.701	1.205	0.018
1.700	1.206	0.018
1.703	1.206	0.017
1.702	1.206	0.017
1.700	1.206	0.018
1.699	1.206	0.017
